Epoch	AverageEpRet	StdEpRet	MaxEpRet	MinEpRet	AverageTestEpRet	StdTestEpRet	MaxTestEpRet	MinTestEpRet	EpLen	TestEpLen	TotalEnvInteracts	AverageQVals	StdQVals	MaxQVals	MinQVals	LossPi	LossQ	Time
1	3.0	3.3166249	8.0	0.0	68.4	145.09047	457.0	0.0	1000.0	1000.0	3999	0.040492963	0.20273371	5.1622	-0.34665978	-0.06067787	0.0019764497	46.944005727767944
2	78.5	71.61878	195.0	0.0	97.9	278.56613	933.0	0.0	1000.0	1000.0	7999	1.4989061	2.6675441	25.153374	-0.08963746	-1.6867352	0.012692182	106.47136378288269
3	0.0	0.0	0.0	0.0	103.2	278.63733	937.0	0.0	1000.0	1000.0	11999	14.053103	13.900789	60.046577	-0.03607805	-15.156381	0.056261227	167.10567378997803
4	108.75	188.36052	435.0	0.0	59.9	101.82971	314.0	0.0	1000.0	1000.0	15999	54.49338	56.100517	439.08682	1.7355534	-55.745064	0.20896871	228.30488920211792
5	248.0	424.36835	983.0	0.0	94.9	278.38156	930.0	0.0	1000.0	1000.0	19999	87.77811	68.2719	426.1738	13.639175	-88.81287	0.1766399	289.7475163936615
6	0.0	0.0	0.0	0.0	98.0	291.0055	971.0	0.0	1000.0	1000.0	23999	87.01105	47.515736	353.5825	38.522408	-87.55266	0.19765729	351.26120018959045
7	0.0	0.0	0.0	0.0	0.9	2.118962	7.0	0.0	1000.0	1000.0	27999	78.63495	36.356224	295.14557	34.642315	-78.85086	0.22176355	412.8059711456299
8	161.25	203.04356	497.0	0.0	181.6	317.75122	988.0	0.0	1000.0	1000.0	31999	69.48065	30.499664	247.1458	-62.91168	-69.81578	0.28376794	474.80952620506287
9	182.25	231.77185	567.0	0.0	50.1	133.63641	450.0	0.0	1000.0	1000.0	35999	69.50929	26.463894	235.20605	-33.874657	-70.079185	0.23676854	537.5100829601288
10	0.0	0.0	0.0	0.0	123.1	251.05637	752.0	0.0	1000.0	1000.0	39999	68.37657	21.898895	200.83316	-48.824074	-68.85055	0.19410901	600.0039451122284
11	4.0	5.338539	13.0	0.0	102.9	158.38905	415.0	0.0	1000.0	1000.0	43999	66.84571	18.783264	172.56987	-20.22986	-67.257706	0.23496778	662.6300826072693
12	263.75	276.7403	646.0	0.0	181.3	358.28568	922.0	0.0	1000.0	1000.0	47999	65.11739	16.88014	146.46237	-19.600138	-65.556984	0.2430278	725.4907507896423
13	55.75	77.19577	188.0	0.0	135.7	302.39478	981.0	0.0	1000.0	1000.0	51999	64.4062	13.807051	129.9621	-4.6489205	-64.90601	0.23996954	788.709625005722
14	166.75	119.52066	319.0	0.0	174.9	348.5161	981.0	0.0	1000.0	1000.0	55999	63.65764	12.178493	127.84341	1.4834423	-64.19775	0.28086713	853.2963771820068
15	7.5	12.990381	30.0	0.0	102.7	288.21036	967.0	0.0	1000.0	1000.0	59999	64.19659	11.484311	106.88455	-8.002568	-64.75622	0.30253315	920.3218724727631
16	204.75	354.6374	819.0	0.0	164.7	322.31848	992.0	0.0	1000.0	1000.0	63999	64.63427	12.969481	104.88693	12.478304	-65.17405	0.30300194	991.8978006839752
17	66.5	64.654854	178.0	23.0	460.0	413.22656	999.0	0.0	1000.0	1000.0	67999	65.37544	14.8946705	108.51115	7.285096	-65.95222	0.33418658	1067.2038853168488
18	139.75	113.785706	313.0	12.0	567.0	453.16464	992.0	0.0	1000.0	1000.0	71999	66.34821	16.961382	111.26036	10.384324	-66.98243	0.36800787	1144.7281439304352
19	449.5	379.0518	985.0	8.0	304.4	432.74823	985.0	0.0	1000.0	1000.0	75999	68.18372	20.351372	116.81497	13.6881275	-68.86162	0.40120566	1222.480141401291
20	522.0	305.01474	796.0	16.0	299.9	455.50726	1000.0	0.0	1000.0	1000.0	79999	71.09596	23.320473	123.37682	16.699167	-71.82539	0.49409333	1300.3216412067413
21	492.5	361.56778	985.0	0.0	390.7	429.38074	983.0	0.0	1000.0	1000.0	83999	75.32099	26.355581	130.58238	10.268056	-76.03328	0.48667952	1378.231211900711
22	64.0	104.59685	245.0	0.0	386.9	473.8933	980.0	0.0	1000.0	1000.0	87999	78.089905	29.067966	134.17587	8.008453	-78.79605	0.44471595	1456.1883618831635
23	479.5	479.66888	977.0	0.0	774.5	387.70847	999.0	0.0	1000.0	1000.0	91999	78.52074	29.771862	134.40616	5.670911	-79.18479	0.42125514	1533.9679324626923
24	961.5	17.269917	982.0	939.0	486.3	430.54337	994.0	0.0	1000.0	1000.0	95999	80.85681	30.187792	134.50456	-0.99106735	-81.577896	0.42848805	1612.0119137763977
