Epoch	AverageEpRet	StdEpRet	MaxEpRet	MinEpRet	AverageTestEpRet	StdTestEpRet	MaxTestEpRet	MinTestEpRet	EpLen	TestEpLen	TotalEnvInteracts	AverageQ1Vals	StdQ1Vals	MaxQ1Vals	MinQ1Vals	AverageQ2Vals	StdQ2Vals	MaxQ2Vals	MinQ2Vals	AverageLogPi	StdLogPi	MaxLogPi	MinLogPi	LossPi	LossQ	LossFinal	Time
1	16.848059	3.5454614	31.438038	10.860663	72.77943	31.679188	139.83647	31.612722	14.141844	75.3	3999	11.315501	7.1362386	27.108541	-2.4114945	11.31548	7.136673	27.225477	-2.474821	-2.698613	1.6826073	8.722234	-12.331263	-12.589239	0.49482518	0.49482518	78.91275143623352
2	16.913586	3.8866673	37.348633	10.947119	259.87164	237.00803	594.99475	49.300987	14.329749	461.1	7999	26.55478	12.551316	48.279324	-6.427433	26.554665	12.551873	47.904823	-6.167498	-1.7211199	2.9044917	17.556099	-13.986074	-28.939604	0.90335757	0.90335757	192.3188807964325
3	25.812998	20.471571	98.94173	11.077948	76.244415	8.131748	87.337105	66.370445	24.300613	66.7	11999	42.222206	18.301071	71.126045	-8.972884	42.22187	18.29945	68.70002	-12.340105	-0.9999768	3.5581114	20.306576	-16.698109	-45.87483	4.3235006	4.3235006	296.1617043018341
4	67.15547	23.434484	120.48532	18.610601	112.89545	76.81957	342.29758	76.93507	72.26786	104.6	15999	55.48831	22.658224	79.40139	-18.831312	55.487534	22.654932	80.4179	-20.613808	-1.039599	3.4804556	23.60297	-13.246778	-59.021523	5.2596564	5.2596564	400.6132426261902
5	71.69454	24.831238	129.67659	16.852943	271.54547	273.88235	693.6443	31.324894	75.90385	362.0	19999	59.83701	25.865223	86.55147	-25.661022	59.83793	25.861128	87.17841	-31.463575	-0.87958217	3.444485	22.951	-12.355186	-63.055164	6.227531	6.227531	512.4393258094788
6	74.64451	28.941526	137.41812	17.916801	133.83614	20.456861	170.62885	99.26963	87.91304	121.1	23999	61.07508	28.486559	92.37693	-22.912422	61.074677	28.485786	91.70939	-27.329634	-0.91601485	3.383527	31.442112	-13.792404	-63.921406	6.8391533	6.8391533	617.3232479095459
7	106.117805	33.953922	219.56013	31.862171	203.02014	107.251205	417.25745	64.401764	114.52941	212.8	27999	60.36391	30.027786	108.74477	-17.496473	60.36399	30.026058	98.409	-20.076138	-0.9127326	3.324594	27.806034	-11.917	-62.875393	7.866351	7.866351	725.4715554714203
8	143.05309	65.41156	310.51242	55.24148	437.96503	383.61273	906.8377	15.360824	163.88	497.7	31999	60.305904	30.687727	101.10844	-21.265076	60.305576	30.687485	99.20005	-15.97267	-0.8032728	3.2300394	29.276161	-12.625244	-62.663452	8.784034	8.784034	840.391773223877
9	203.68695	151.32172	673.1371	90.83788	281.55057	226.51291	847.1489	111.21979	237.5	282.5	35999	62.86759	29.990635	100.92437	-31.184408	62.867535	29.987988	99.301285	-18.292002	-0.95123	3.2130194	30.588545	-12.941111	-65.0835	7.714061	7.714061	949.7990355491638
10	143.10934	122.821754	607.9491	17.35934	172.81009	43.494686	245.00702	89.35826	186.5238	166.0	39999	65.35835	29.816166	102.4279	-16.890036	65.358444	29.813887	105.75933	-22.399714	-1.2686044	3.0498989	26.804338	-14.00226	-67.376945	7.132079	7.132079	1056.291241645813
11	150.7182	161.13045	681.5405	23.099646	216.31198	126.054756	524.70447	52.63508	217.52632	233.5	43999	66.51318	30.296907	100.44689	-28.175314	66.51318	30.294466	101.794586	-24.187443	-1.3359281	2.9644902	27.285784	-13.005102	-68.363434	8.354565	8.354565	1165.1562340259552
12	200.14018	181.38515	697.6611	22.602673	431.313	318.796	788.32916	18.59516	286.57144	583.8	47999	67.52741	30.6313	102.76133	-27.097075	67.52718	30.631035	104.8257	-25.775473	-1.3310261	2.9585662	28.781286	-15.234074	-69.280624	9.864266	9.864266	1284.1059274673462
