Epoch	AverageEpRet	StdEpRet	MaxEpRet	MinEpRet	AverageTestEpRet	StdTestEpRet	MaxTestEpRet	MinTestEpRet	EpLen	TestEpLen	TotalEnvInteracts	AverageQ1Vals	StdQ1Vals	MaxQ1Vals	MinQ1Vals	AverageQ2Vals	StdQ2Vals	MaxQ2Vals	MinQ2Vals	AverageLogPi	StdLogPi	MaxLogPi	MinLogPi	LossPi	LossQ	LossRetro	LossFinal	Time
1	3.0	3.3166249	8.0	0.0	79.9	126.52388	321.0	0.0	1000.0	1000.0	3999	2.5256934	1.2071596	5.1765447	-0.024017144	2.5257266	1.2072755	5.18183	-0.12806949	-1.3630713	0.19282638	0.897202	-6.0794053	-2.7844734	0.013125433	0.5339941	0.54711944	163.6157841682434
2	78.5	71.61878	195.0	0.0	6.2	10.684568	31.0	0.0	1000.0	1000.0	7999	7.9131327	3.0715542	35.13453	4.235877	7.9113293	3.0714011	34.76556	4.222655	-1.1685545	0.7162625	4.8186874	-9.151911	-8.225154	0.050846793	1.0391062	1.0899532	379.8577609062195
3	0.0	0.0	0.0	0.0	93.5	248.86754	838.0	0.0	1000.0	1000.0	11999	21.103346	15.968443	84.76133	8.896147	21.100332	15.96718	85.18262	8.937099	-0.28331706	1.5469435	5.806338	-9.062538	-21.925953	0.17387457	2.033924	2.2077987	598.4325020313263
4	85.0	91.15097	238.0	0.0	125.1	277.0594	941.0	0.0	1000.0	1000.0	15999	43.355034	23.474493	109.972694	13.122012	43.35479	23.474209	109.11874	13.025673	0.11310741	1.6269135	5.3310695	-10.425468	-44.35965	0.3474579	3.0439682	3.3914263	819.4772465229034
5	183.25	177.07678	423.0	0.0	2.7	4.2906876	11.0	0.0	1000.0	1000.0	19999	62.28405	25.0844	155.67409	17.03731	62.281124	25.086637	155.31137	17.014257	0.056597915	1.5013068	5.118203	-10.89161	-63.009758	0.39531502	3.4026167	3.7979317	1040.676947593689
6	1.25	2.1650636	5.0	0.0	2.2	4.749737	15.0	0.0	1000.0	1000.0	23999	73.84686	20.571178	148.75554	23.633812	73.84317	20.57289	149.9019	23.889463	-0.21966282	1.3753489	4.566825	-9.767298	-74.36302	0.41202673	3.5132027	3.9252293	1261.321283340454
7	139.5	222.8458	525.0	0.0	99.2	293.29227	979.0	0.0	1000.0	1000.0	27999	76.98137	15.074035	134.27791	29.857891	76.97358	15.0706415	135.99991	30.17485	-0.5672755	1.1839213	4.09671	-9.326075	-77.33108	0.4160753	3.5371244	3.9531999	1483.0541415214539
8	208.5	340.0092	797.0	0.0	95.6	275.5178	922.0	0.0	1000.0	1000.0	31999	77.37628	13.082707	124.87065	33.344826	77.37435	13.080329	125.02069	33.62196	-0.7315613	1.0615529	3.53569	-8.217246	-77.66231	0.46957678	3.7804976	4.2500744	1703.7835681438446
9	242.25	405.8512	945.0	0.0	3.1	4.7843494	12.0	0.0	1000.0	1000.0	35999	76.47939	13.195858	119.03293	35.491024	76.47591	13.193223	118.8351	36.097477	-0.7493893	1.0534587	3.6340013	-8.351448	-76.74399	0.5116254	3.9219563	4.433582	1924.6803390979767
10	130.0	182.42944	441.0	0.0	293.1	445.11514	978.0	0.0	1000.0	1000.0	39999	76.886024	14.2062435	112.7828	37.939983	76.89183	14.203761	112.11985	37.65109	-0.69463366	1.0915531	3.4260104	-9.156537	-77.15046	0.6152107	4.27693	4.8921404	2145.265829563141
11	305.25	327.31207	793.0	0.0	489.5	467.3021	994.0	0.0	1000.0	1000.0	43999	77.79858	14.604158	107.51105	39.429523	77.818565	14.603409	108.28196	37.74537	-0.56513083	1.1727602	4.278557	-9.089099	-78.09335	0.7178462	4.6068645	5.32471	2366.2883718013763
12	535.0	438.1056	971.0	0.0	553.8	450.19302	990.0	0.0	1000.0	1000.0	47999	80.15524	15.826079	114.10938	41.160053	80.17349	15.822667	114.33758	40.884354	-0.4148828	1.2615147	4.850559	-9.492278	-80.49762	0.7749636	4.7738786	5.548842	2586.9397525787354
13	452.0	391.53098	967.0	13.0	482.1	462.1773	979.0	0.0	1000.0	1000.0	51999	83.12224	17.04287	119.12636	41.691658	83.14209	17.034906	119.14654	41.44454	-0.3013013	1.332128	5.6663275	-10.654411	-83.48478	0.88019097	5.0483074	5.928499	2808.1637563705444
14	21.75	16.345871	46.0	0.0	770.6	384.98422	989.0	0.0	1000.0	1000.0	55999	86.05838	18.11608	125.070305	42.027466	86.07191	18.111315	125.18582	41.870552	-0.2561997	1.3426136	5.3397923	-11.413801	-86.43899	0.92717826	5.190045	6.117223	3030.036980867386
15	930.0	38.006577	972.0	885.0	569.8	465.65884	994.0	0.0	1000.0	1000.0	59999	89.31808	20.064533	130.66206	41.088116	89.33182	20.057987	131.47243	39.952614	-0.23635505	1.3541461	5.7998905	-9.745274	-89.70641	1.0181587	5.433893	6.4520516	3252.3884398937225
16	816.25	284.29947	990.0	324.0	762.9	385.54105	992.0	0.0	1000.0	1000.0	63999	94.04367	22.18702	134.69554	43.071922	94.05503	22.18487	134.98482	41.121155	-0.18120183	1.3951566	7.1375017	-10.487782	-94.45504	1.0303638	5.4755063	6.505871	3477.5708034038544
17	771.0	216.44052	929.0	398.0	580.4	472.37003	999.0	0.0	1000.0	1000.0	67999	98.67253	23.658426	137.5556	15.047646	98.69048	23.655157	138.1079	12.167506	-0.123477206	1.4409219	6.435197	-11.334738	-99.093765	1.1365345	5.666415	6.8029494	3708.8589103221893
18	962.5	26.081602	988.0	921.0	954.9	25.045757	992.0	916.0	1000.0	1000.0	71999	102.94975	24.79477	140.79944	14.582567	102.96681	24.790947	141.52213	13.476584	-0.16131166	1.418078	6.3289165	-10.241005	-103.347534	1.1231601	5.6446767	6.7678366	3947.307337284088
