Epoch	AverageEpRet	StdEpRet	MaxEpRet	MinEpRet	AverageTestEpRet	StdTestEpRet	MaxTestEpRet	MinTestEpRet	EpLen	TestEpLen	TotalEnvInteracts	AverageQ1Vals	StdQ1Vals	MaxQ1Vals	MinQ1Vals	AverageQ2Vals	StdQ2Vals	MaxQ2Vals	MinQ2Vals	LossPi	LossQ	LossFinal	Time
1	138.59966	6.8391232	145.56538	130.2235	214.90706	82.66197	270.96487	21.893593	1000.0	1000.0	3999	0.6774476	0.53769344	7.1236563	-1.9621857	0.677593	0.53757226	7.145244	-1.7937652	-0.8030612	0.013734987	0.013734987	64.81747174263
2	136.21103	6.3570986	144.33804	126.58536	190.64072	108.40933	265.61395	20.855087	1000.0	1000.0	7999	2.649173	0.97538406	14.177077	0.3592894	2.6492825	0.9753668	13.884625	0.4076795	-2.887089	0.019237142	0.019237142	137.8094620704651
3	194.92673	67.88597	265.30786	114.03564	214.42241	78.94462	280.5628	57.77118	1000.0	1000.0	11999	5.7370033	1.700132	14.967392	0.06308359	5.737111	1.699964	14.637823	0.16087969	-6.1224747	0.043213755	0.043213755	215.760400056839
4	207.21066	86.01231	265.17294	58.614662	222.85074	79.87329	267.68076	60.580185	1000.0	1000.0	15999	9.092023	1.8366244	19.589254	2.3913846	9.092078	1.8365186	19.737696	2.4468853	-9.434291	0.049923852	0.049923852	388.6854169368744
5	182.7446	86.49088	265.59012	57.12749	181.0776	92.08993	265.44885	57.997124	1000.0	1000.0	19999	10.638202	2.541814	20.985107	3.9577076	10.638212	2.5418165	21.119638	4.1476536	-10.828566	0.04374861	0.04374861	566.4734559059143
6	215.57452	60.9018	308.09003	137.87418	177.8095	17.115461	197.72693	136.59369	1000.0	1000.0	23999	12.06629	2.777118	22.45912	4.397675	12.066365	2.776951	21.915388	4.280706	-12.438872	0.06997917	0.06997917	744.7347095012665
7	154.6053	47.746872	182.97398	71.91479	143.4296	38.74698	183.03658	102.592384	1000.0	1000.0	27999	13.914907	2.2252767	21.997496	6.3327045	13.914945	2.225132	22.664452	6.669488	-14.039903	0.05778077	0.05778077	928.4218354225159
8	195.47139	32.202534	250.68211	169.92595	217.60884	129.00557	492.9894	62.130535	1000.0	1000.0	31999	13.49334	2.6826978	24.5386	6.4436016	13.493361	2.6826117	24.512968	6.822906	-13.678158	0.04436016	0.04436016	1108.708696603775
9	241.9817	40.264866	266.35443	172.26212	208.2659	49.333206	258.58707	134.53288	1000.0	1000.0	35999	15.004283	2.4531794	27.47153	7.997135	15.004264	2.453402	27.353704	8.255223	-15.322017	0.06769694	0.06769694	1218.9561350345612
10	245.95744	14.769478	261.22894	223.67627	292.50104	274.42368	965.547	58.002316	1000.0	1000.0	39999	16.365704	2.5601418	31.016422	8.380871	16.365738	2.560287	31.451464	8.504882	-16.63991	0.09980791	0.09980791	1379.0101244449615
