Epoch	AverageEpRet	StdEpRet	MaxEpRet	MinEpRet	AverageTestEpRet	StdTestEpRet	MaxTestEpRet	MinTestEpRet	EpLen	TestEpLen	TotalEnvInteracts	AverageQ1Vals	StdQ1Vals	MaxQ1Vals	MinQ1Vals	AverageQ2Vals	StdQ2Vals	MaxQ2Vals	MinQ2Vals	LossPi	LossQ	LossFinal	Time
1	3.0250044	1.5737348	4.62022	1.3697661	0.79975724	0.03141061	0.84235907	0.7374535	1000.0	1000.0	3999	0.33505595	0.14024079	0.8401381	-0.7998949	0.33507773	0.14020582	0.8376094	-0.5182486	-0.41070914	0.000977555	0.000977555	55.84588885307312
2	3.7942524	1.0798535	5.415233	2.5482285	0.047416948	0.01470192	0.07089774	0.031185005	1000.0	1000.0	7999	0.6422234	0.12026026	1.3496882	0.32031	0.6422197	0.12027707	1.343653	0.3312014	-0.6921622	0.0005554374	0.0005554374	122.9407479763031
3	1.641582	1.0211157	2.8740957	0.58398616	0.38246825	0.3516081	1.0322616	0.049139556	1000.0	1000.0	11999	0.8271709	0.09332512	1.5266113	0.44230503	0.82717335	0.09337461	1.5531605	0.4443812	-0.8368415	0.00058106077	0.00058106077	196.259752035141
4	3.5521457	3.6169755	9.594899	0.67358166	0.65139806	0.18938163	0.90425706	0.36370468	1000.0	1000.0	15999	0.81843287	0.11271131	1.7555953	0.4899975	0.81843376	0.1127585	1.9156466	0.48493546	-0.8488039	0.00053043355	0.00053043355	271.6645202636719
5	10.908885	13.305292	33.820168	1.6531256	27.697104	0.5006755	28.635145	26.852686	1000.0	1000.0	19999	1.0476425	0.17413652	3.2236602	0.66641134	1.0476319	0.17416672	3.4126172	0.68182653	-1.105425	0.00079126225	0.00079126225	345.2376790046692
6	17.476149	3.5423458	21.797556	11.965559	24.12199	0.6288032	25.08408	23.280722	1000.0	1000.0	23999	1.7911141	0.60237986	4.4253526	0.496918	1.7911057	0.6024339	4.3916683	0.4893517	-1.9576207	0.0028961033	0.0028961033	422.55229806900024
7	5.6411867	4.565627	13.328692	1.7777548	19.32809	0.49447504	20.06226	18.191692	1000.0	1000.0	27999	2.678882	0.8537413	6.2156234	0.48399436	2.6789112	0.85372055	6.233072	0.46942687	-2.8578048	0.0055195685	0.0055195685	500.88089323043823
8	15.527976	8.448167	25.480896	2.2147946	24.177296	1.6149536	27.600801	21.743229	1000.0	1000.0	31999	3.8261082	0.63237816	8.66691	1.8810573	3.8261003	0.63240045	8.641966	1.8894992	-4.056642	0.0055980533	0.0055980533	576.5920374393463
9	24.044935	24.887005	65.66387	2.848827	37.467205	20.757008	72.84521	10.592962	1000.0	1000.0	35999	5.148366	0.72436804	11.620154	3.3580084	5.148369	0.7244056	11.677127	3.3678641	-5.389085	0.0068998076	0.0068998076	655.6234517097473
10	59.834557	24.448523	86.7542	22.251581	38.133488	25.735863	105.648155	21.285486	1000.0	1000.0	39999	6.359175	1.1384572	14.852284	2.4030323	6.3591623	1.1385727	14.841879	2.6459618	-6.5881677	0.016412841	0.016412841	734.227833032608
