Epoch	AverageEpRet	StdEpRet	MaxEpRet	MinEpRet	AverageTestEpRet	StdTestEpRet	MaxTestEpRet	MinTestEpRet	EpLen	TestEpLen	TotalEnvInteracts	AverageQ1Vals	StdQ1Vals	MaxQ1Vals	MinQ1Vals	AverageQ2Vals	StdQ2Vals	MaxQ2Vals	MinQ2Vals	LossPi	LossQ	LossFinal	Time
1	3.0	3.3166249	8.0	0.0	66.9	138.6286	430.0	0.0	1000.0	1000.0	3999	0.0029167617	0.06499502	1.5831865	-0.5181671	0.0028806352	0.06666979	1.6536777	-0.46112925	-0.0153260445	0.00301918	0.00301918	51.56098771095276
2	78.5	71.61878	195.0	0.0	102.2	159.6902	433.0	0.0	1000.0	1000.0	7999	0.14849813	0.5001486	7.2636385	-0.1806201	0.14856721	0.50021535	7.490911	-0.16694573	-0.14194077	0.0105664	0.0105664	121.19095373153687
3	1.0	1.7320508	4.0	0.0	80.4	124.95936	320.0	0.0	1000.0	1000.0	11999	0.14908203	0.6944961	9.098906	-0.95986015	0.14903754	0.69399196	8.925166	-1.07156	-0.120595574	0.015174913	0.015174913	190.74705815315247
4	106.25	184.0304	425.0	0.0	66.0	111.10086	343.0	0.0	1000.0	1000.0	15999	0.2641052	0.708352	10.936171	-1.0949883	0.26426056	0.70826477	10.764738	-1.062732	-0.25874975	0.042610347	0.042610347	259.68501687049866
5	145.25	146.4537	317.0	0.0	82.8	158.42337	407.0	0.0	1000.0	1000.0	19999	0.64219326	0.75186443	11.480421	-0.25050843	0.6423126	0.752596	11.722797	-0.42278704	-0.64147645	0.078623675	0.078623675	330.15983271598816
6	8.0	7.8421936	21.0	0.0	97.5	291.16913	971.0	0.0	1000.0	1000.0	23999	1.2824489	2.1966407	27.314213	-0.942315	1.2798607	2.1964538	28.577957	-3.4248846	-1.3624358	0.115995556	0.115995556	402.47004890441895
7	165.0	282.9037	655.0	0.0	1.3	2.8301945	9.0	0.0	1000.0	1000.0	27999	3.4630373	6.218663	33.625904	-2.5546255	3.4575126	6.220711	34.37007	-5.6163692	-3.7291176	0.20086262	0.20086262	472.8802583217621
8	39.5	62.775394	148.0	0.0	128.5	292.3721	975.0	0.0	1000.0	1000.0	31999	6.214534	9.035732	41.414352	-4.787694	6.213415	9.034037	40.924892	-6.3754587	-6.5269556	0.24544421	0.24544421	545.5506901741028
9	6.0	8.246211	20.0	0.0	100.9	294.73834	985.0	0.0	1000.0	1000.0	35999	9.351152	11.522978	46.99579	-6.9109926	9.350555	11.521227	45.632355	-9.223886	-9.668172	0.29906237	0.29906237	613.560601234436
10	138.25	181.45161	449.0	5.0	279.2	327.04855	969.0	0.0	1000.0	1000.0	39999	11.544582	12.140608	47.68058	-10.189003	11.544529	12.140578	46.34189	-11.223994	-12.077772	0.46879458	0.46879458	682.8154683113098
11	233.5	404.43387	934.0	0.0	455.6	461.9113	976.0	0.0	1000.0	1000.0	43999	14.226543	14.086367	63.912712	-11.141679	14.226808	14.086016	65.51157	-12.789366	-14.800392	0.46252528	0.46252528	756.0473039150238
12	688.75	398.8705	966.0	0.0	675.2	442.03412	990.0	0.0	1000.0	1000.0	47999	16.414303	15.894061	57.622498	-12.1322975	16.41446	15.8952265	57.993015	-14.476599	-16.88064	0.43777654	0.43777654	827.3923885822296
13	482.25	482.3911	981.0	0.0	406.2	424.45822	984.0	0.0	1000.0	1000.0	51999	19.192034	17.609991	57.697647	-13.328689	19.192173	17.611816	57.743603	-14.5253	-19.920969	0.42612877	0.42612877	897.2085266113281
14	938.5	30.90712	958.0	885.0	583.7	472.27515	991.0	0.0	1000.0	1000.0	55999	22.414585	19.763401	66.0492	-14.4973135	22.413895	19.765488	65.00443	-14.089724	-23.221277	0.4688025	0.4688025	966.6873347759247
15	169.5	185.18301	489.0	41.0	525.7	450.64932	993.0	0.0	1000.0	1000.0	59999	26.410315	22.16836	71.17496	-16.141582	26.410154	22.169691	70.62575	-16.174574	-27.136736	0.48153874	0.48153874	1038.3970682621002
16	489.25	489.27158	985.0	0.0	564.9	432.71686	992.0	0.0	1000.0	1000.0	63999	29.81415	23.797733	76.67165	-19.256754	29.81428	23.798494	77.03813	-20.45464	-30.617613	0.4644406	0.4644406	1113.5730922222137
17	483.0	483.10144	980.0	0.0	587.3	465.30035	999.0	0.0	1000.0	1000.0	67999	32.931347	25.491999	81.58469	-20.087652	32.931313	25.49257	81.57927	-22.101583	-33.662613	0.4697538	0.4697538	1190.1876261234283
