Checkpoint,Return,Undiscounted Return,Soft Return,Q1,Q2,AvgQ,MSE,MAE
1.0,0.0,0.0,27.055607795715332,11.456120491027832,11.50665831565857,11.4813894033432,242.55627853330236,15.574218392372131
2.0,0.0,0.0,26.953583431243896,19.959496784210206,19.963494968414306,19.961495876312256,48.88928837582992,6.99208755493164
3.0,0.0,0.0,25.935908031463622,25.458804893493653,25.470381927490234,25.464593410491943,0.2221374719416774,0.471314620971679
4.0,0.4794966436781721,0.75,24.066169357299806,29.62883939743042,29.754755783081055,29.69179759025574,31.64769301543089,5.625628232955933
5.0,3.403485893273148,5.9,24.578396224975585,33.26812801361084,33.30926246643067,33.28869524002075,75.86930893149679,8.710299015045166
6.0,19.329096610104635,312.9,31.374228286743165,36.31589603424072,36.340752029418944,36.32832403182984,24.543064651485867,4.954095745086672
7.0,16.424824260144742,172.8,22.17342337667942,40.535101127624515,40.5092851638794,40.522193145751956,336.67735203843023,18.348769769072536
8.0,40.124068784128234,444.3,40.527165699005124,46.37659606933594,46.42067909240723,46.39863758087158,34.47418205954841,5.871471881866455
9.0,37.84736086615341,439.05,43.163514852523804,51.38980598449707,51.352607536315915,51.371206760406494,67.366206454723,8.20769190788269
10.0,39.34576328053892,417.6,46.00638085603714,56.63475875854492,56.68447036743164,56.65961456298828,113.49138841491995,10.653233706951141
11.0,43.12128598254788,504.85,50.49777755737305,58.2532995223999,58.38857460021973,58.32093706130981,61.20182462403613,7.823159503936765
12.0,39.43483233429849,464.95,44.80474606892094,61.10587615966797,61.00606708526611,61.05597162246704,264.1023319922297,16.2512255535461
13.0,41.57048038162848,464.25,48.393174171447754,62.75403747558594,62.809861946105954,62.78194971084595,207.03686152318386,14.388775539398196
14.0,47.54427499310028,532.0,54.578135871887206,64.99736728668213,65.21486015319825,65.10611371994018,110.8383175690942,10.527977848052977
15.0,44.6492860867662,497.75,50.25807733386755,65.53219318389893,65.91536178588868,65.7237774848938,239.1878811614535,15.465700151026255
16.0,51.9202321870838,573.6,56.23338253498078,66.37392692565918,66.24554271697998,66.30973482131958,101.53287539840522,10.076352286338803
17.0,53.34989668312007,598.65,58.75385437011719,67.95156898498536,67.81382865905762,67.88269882202148,83.33580102706378,9.128844451904293
18.0,44.388238555093366,533.05,48.29496066570282,67.08253612518311,67.01913013458253,67.05083312988282,351.78275189258557,18.75587246418
19.0,49.97108364484856,565.1,57.18309969902039,69.25088844299316,69.27778129577636,69.26433486938477,145.95624324164925,12.08123517036438
20.0,47.202927294606226,562.15,52.08102850914001,67.43028888702392,67.29166965484619,67.36097927093506,233.47689528288112,15.27995076179505
