Epoch	AverageEpRet	StdEpRet	MaxEpRet	MinEpRet	AverageTestEpRet	StdTestEpRet	MaxTestEpRet	MinTestEpRet	EpLen	TestEpLen	TotalEnvInteracts	AverageQ1Vals	StdQ1Vals	MaxQ1Vals	MinQ1Vals	AverageQ2Vals	StdQ2Vals	MaxQ2Vals	MinQ2Vals	AverageLogPi	StdLogPi	MaxLogPi	MinLogPi	LossPi	LossQ	LossFinal	Time
1	138.59966	6.8391232	145.56538	130.2235	128.44095	22.223433	139.82631	62.08073	1000.0	1000.0	3999	7.11889	3.47788	21.08169	-0.6768675	7.118749	3.4782038	21.535849	-0.5264364	-4.0550466	0.43550315	3.6236248	-10.89378	-7.894862	0.075967744	0.075967744	149.5373136997223
2	136.21103	6.3570986	144.33804	126.58536	91.49086	50.06537	180.05606	27.790838	1000.0	1000.0	7999	20.048632	4.039511	38.244	7.512217	20.048832	4.038789	38.33207	7.223643	-3.991738	0.5736412	1.9154949	-10.174931	-20.808922	0.13944925	0.13944925	348.48254108428955
3	119.17532	39.22488	162.91937	58.224266	240.18295	61.1356	338.78613	137.3325	1000.0	1000.0	11999	31.14388	4.570132	49.466248	7.343054	31.144218	4.568513	49.48628	7.7430406	-3.790772	1.011165	7.3740616	-11.925135	-31.91428	0.27057025	0.27057025	549.8846440315247
4	159.88258	10.80731	175.7057	145.56477	157.68924	37.346478	214.15561	101.830925	1000.0	1000.0	15999	40.893436	3.834691	55.757053	24.159718	40.89351	3.8340232	55.91778	24.065918	-3.910095	0.7229207	6.1810794	-10.127789	-41.614605	0.30381548	0.30381548	752.4552285671234
5	150.04099	18.268425	166.79564	121.20166	147.40926	33.72498	246.37727	128.83698	1000.0	1000.0	19999	48.67836	3.6332173	63.083206	33.907646	48.678585	3.631679	63.781704	33.79327	-3.9385707	0.653236	2.0178823	-9.654366	-49.377754	0.30847082	0.30847082	954.722932100296
6	154.29367	6.0092955	159.00487	144.17262	191.12228	50.90924	314.15195	127.559975	1000.0	1000.0	23999	55.25214	3.3834198	69.42194	42.3655	55.252254	3.3828108	69.39341	41.96289	-3.9469981	0.6441931	2.3068013	-9.917856	-55.94462	0.3074261	0.3074261	1159.0048685073853
7	145.40237	14.247244	169.18745	132.59686	167.45139	84.32856	411.93405	127.14346	1000.0	1000.0	27999	60.78087	3.1662333	76.11597	47.31219	60.780834	3.166423	75.62459	47.50747	-3.9452534	0.6402176	2.9365387	-10.022564	-61.47801	0.2877831	0.2877831	1361.7873780727386
8	174.77237	36.708378	236.08333	138.6194	198.51694	88.31351	390.5186	130.27951	1000.0	1000.0	31999	65.21589	3.0910354	80.8265	53.003517	65.21591	3.0910113	81.18893	52.589657	-3.9531128	0.63027173	2.471468	-10.078815	-65.91069	0.2862201	0.2862201	1564.9721393585205
9	173.37366	11.148059	190.35728	160.41641	195.95303	113.35162	447.8135	131.3266	1000.0	1000.0	35999	69.28802	2.7766232	84.598946	55.791	69.28808	2.7759771	84.85638	56.04684	-3.9582381	0.61795264	3.8089333	-11.440098	-69.982185	0.27731135	0.27731135	1768.7569825649261
10	177.63666	16.140179	204.38174	164.58147	139.05838	11.3707075	170.60442	131.38217	1000.0	1000.0	39999	72.6547	2.5296147	88.53265	60.16555	72.65473	2.528702	88.27218	60.810333	-3.9544091	0.61947834	2.4706302	-10.1786375	-73.35408	0.27097356	0.27097356	1971.7604157924652
11	155.44147	26.795086	201.61334	136.69986	179.35674	88.74957	435.0154	130.02687	1000.0	1000.0	43999	75.39253	2.3381844	91.9093	62.70471	75.39264	2.3377619	90.362625	62.48773	-3.9544094	0.62201715	2.8446455	-13.976062	-76.09114	0.2624311	0.2624311	2174.6978828907013
