Epoch	AverageEpRet	StdEpRet	MaxEpRet	MinEpRet	AverageTestEpRet	StdTestEpRet	MaxTestEpRet	MinTestEpRet	EpLen	TestEpLen	TotalEnvInteracts	AverageQ1Vals	StdQ1Vals	MaxQ1Vals	MinQ1Vals	AverageQ2Vals	StdQ2Vals	MaxQ2Vals	MinQ2Vals	LossPi	LossQ	LossFinal	Time
1	0.0	0.0	0.0	0.0	4.8	14.400001	48.0	0.0	1000.0	1000.0	3999	0.008923287	0.057299376	0.15774499	-0.56814444	0.008991965	0.05769693	0.3401512	-0.5486548	-0.029676499	0.00020788908	0.00020788908	56.903536796569824
2	20.75	20.753012	42.0	0.0	0.7	1.4177446	4.0	0.0	1000.0	1000.0	7999	0.13453847	0.24752271	5.479129	-0.25610048	0.1346331	0.24742973	5.6069565	-0.23184839	-0.14618513	0.0036694207	0.0036694207	130.68860387802124
3	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1000.0	1000.0	11999	0.3463239	1.1008964	15.362143	-0.50452596	0.3463262	1.1008021	15.071388	-0.5370366	-0.37635997	0.00981088	0.00981088	206.69542145729065
4	1.0	1.7320508	4.0	0.0	0.4	1.1999999	4.0	0.0	1000.0	1000.0	15999	1.9837581	3.8944652	16.636724	-0.53352535	1.9836898	3.8945534	16.394184	-0.5141728	-2.0784893	0.02086733	0.02086733	282.64467692375183
5	2.0	2.0	4.0	0.0	0.2	0.59999996	2.0	0.0	1000.0	1000.0	19999	5.2173467	5.6185317	19.379389	-0.5705162	5.2174516	5.618572	19.585934	-0.598336	-5.402177	0.037337173	0.037337173	358.82897543907166
6	0.0	0.0	0.0	0.0	0.5	1.2041595	4.0	0.0	1000.0	1000.0	23999	7.493392	5.1100225	20.11955	-0.6181463	7.493533	5.109983	20.943815	-0.6355106	-7.7170496	0.036954395	0.036954395	432.7828018665314
7	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1000.0	1000.0	27999	8.639685	4.100742	20.408472	-0.78070486	8.639653	4.1008115	21.454361	-0.8707947	-8.800972	0.027047798	0.027047798	502.43452763557434
8	0.0	0.0	0.0	0.0	0.5	1.024695	3.0	0.0	1000.0	1000.0	31999	8.90124	3.0261467	18.670963	-0.8427071	8.901107	3.0264878	19.044533	-0.99560386	-9.015134	0.021435292	0.021435292	574.4220626354218
9	0.0	0.0	0.0	0.0	1.0	2.04939	6.0	0.0	1000.0	1000.0	35999	8.602365	2.1648357	16.554974	-0.91650176	8.602345	2.164871	16.770508	-1.1631933	-8.657136	0.015372204	0.015372204	654.1031956672668
10	52.0	88.34308	205.0	0.0	0.0	0.0	0.0	0.0	1000.0	1000.0	39999	8.2051325	1.9403145	15.793066	-0.8098357	8.205184	1.9405344	15.876012	-0.8949076	-8.506769	0.022915697	0.022915697	722.3795738220215
