Epoch	AverageEpRet	StdEpRet	MaxEpRet	MinEpRet	AverageTestEpRet	StdTestEpRet	MaxTestEpRet	MinTestEpRet	EpLen	TestEpLen	TotalEnvInteracts	AverageQ1Vals	StdQ1Vals	MaxQ1Vals	MinQ1Vals	AverageQ2Vals	StdQ2Vals	MaxQ2Vals	MinQ2Vals	AverageLogPi	StdLogPi	MaxLogPi	MinLogPi	LossPi	LossQ	LossRetro	LossFinal	Time
1	0.25	0.4330127	1.0	0.0	0.0	0.0	0.0	0.0	1000.0	1000.0	3999	2.416859	1.1758019	8.675987	-0.04871603	2.417025	1.1757414	8.586316	-0.23481703	-1.359786	0.21810289	1.5954885	-5.222752	-2.669382	0.014381047	0.6198797	0.6342607	117.62287187576294
2	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1000.0	1000.0	7999	6.959185	1.4330353	11.54848	4.027486	6.958729	1.4327043	11.163079	4.011511	-1.3603581	0.21365985	1.4676247	-5.546109	-7.203614	0.025671165	0.79682124	0.8224924	274.13740158081055
3	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1000.0	1000.0	11999	11.511774	1.2175791	15.710235	8.906926	11.511453	1.216155	16.059402	9.070492	-1.3609347	0.20947455	1.356257	-5.636959	-11.7524	0.027354732	0.85785156	0.8852063	433.07848286628723
4	1.25	2.1650636	5.0	0.0	0.0	0.0	0.0	0.0	1000.0	1000.0	15999	15.346613	1.0282736	20.946857	13.109673	15.344028	1.0273051	21.15706	13.074154	-1.361185	0.21044397	1.0903709	-6.8302135	-15.582381	0.03119345	0.9002041	0.93139756	594.629821062088
5	0.25	0.4330127	1.0	0.0	0.0	0.0	0.0	0.0	1000.0	1000.0	19999	18.497276	0.8552527	23.941978	16.61164	18.49574	0.85549	23.239574	16.645548	-1.3604347	0.21328872	0.8828511	-7.735476	-18.731459	0.037669763	0.93800074	0.9756705	756.9761304855347
6	2.5	2.5	5.0	0.0	0.0	0.0	0.0	0.0	1000.0	1000.0	23999	21.122608	0.7357607	31.501297	19.526196	21.121035	0.7340706	32.854343	19.450073	-1.3594823	0.21421796	2.3899899	-5.520645	-21.35393	0.04874169	1.0004007	1.0491424	919.9481563568115
7	1.25	2.1650636	5.0	0.0	0.0	0.0	0.0	0.0	1000.0	1000.0	27999	23.298538	0.6226903	33.904987	21.790226	23.297182	0.6221222	33.22637	21.925314	-1.3590074	0.2192077	1.6679158	-5.502364	-23.529686	0.05358685	1.023532	1.0771189	1083.6352400779724
8	1.5	1.6583124	4.0	0.0	0.0	0.0	0.0	0.0	1000.0	1000.0	31999	25.08981	0.5319055	34.53116	23.70337	25.08763	0.52782	34.149715	23.801647	-1.3581516	0.22474618	1.5969825	-5.1623383	-25.31868	0.05285645	1.039872	1.0927285	1247.376507282257
9	2.0	3.4641016	8.0	0.0	0.0	0.0	0.0	0.0	1000.0	1000.0	35999	26.569185	0.4590895	38.019596	25.273962	26.566433	0.4555047	38.10846	25.060322	-1.3584617	0.22400537	2.31338	-5.743596	-26.798395	0.05594576	1.0358986	1.0918442	1410.7047979831696
10	0.25	0.4330127	1.0	0.0	0.0	0.0	0.0	0.0	1000.0	1000.0	39999	27.769888	0.40098724	39.173203	26.421677	27.766834	0.39939675	39.68017	26.669464	-1.3582336	0.21903016	1.8329227	-5.509835	-27.997566	0.055523306	1.0375757	1.0930991	1575.3947536945343
11	1.75	3.0310888	7.0	0.0	0.0	0.0	0.0	0.0	1000.0	1000.0	43999	28.745085	0.34791622	40.4044	27.756287	28.741192	0.34213865	40.675488	27.853039	-1.3590618	0.22184925	5.4242477	-5.810959	-28.973265	0.052338447	1.009197	1.0615354	1739.7410945892334
12	3.75	0.8291562	5.0	3.0	0.0	0.0	0.0	0.0	1000.0	1000.0	47999	29.5425	0.3317177	42.437725	28.704872	29.538912	0.3286992	41.47583	28.620768	-1.3567514	0.23132738	3.0801215	-6.095575	-29.770157	0.05779882	1.0285485	1.0863473	1905.8667414188385
13	0.5	0.5	1.0	0.0	0.0	0.0	0.0	0.0	1000.0	1000.0	51999	30.192263	0.30561364	40.63095	29.154192	30.18786	0.29680437	41.105793	29.297844	-1.3547693	0.23951428	4.7034793	-6.5325747	-30.42019	0.05787149	1.0194232	1.0772947	2071.8325662612915
14	6.5	5.937171	15.0	0.0	0.3	0.64031243	2.0	0.0	1000.0	1000.0	55999	30.707392	0.29834512	42.367405	29.28936	30.702917	0.28936368	41.479656	29.600576	-1.3544822	0.24078344	4.372493	-7.3251667	-30.935137	0.058418676	1.0128292	1.0712478	2237.6519978046417
15	2.5	2.0615528	5.0	0.0	0.4	1.1999999	4.0	0.0	1000.0	1000.0	59999	31.124088	0.2997102	41.084553	30.351604	31.11957	0.29131925	42.01445	30.292091	-1.3520794	0.2563153	4.726652	-8.586279	-31.35375	0.06366278	1.0263991	1.090062	2403.5571887493134
16	5.0	6.4420495	16.0	0.0	1.3	2.2825422	7.0	0.0	1000.0	1000.0	63999	31.468176	0.3061675	42.310715	30.41029	31.461975	0.2973523	41.313118	29.807348	-1.3491373	0.27276462	7.2559233	-7.1375504	-31.695854	0.065430604	1.0338769	1.0993077	2572.53693819046
17	4.5	4.1533117	10.0	0.0	0.2	0.4	1.0	0.0	1000.0	1000.0	67999	31.761774	0.3132245	43.83338	30.899069	31.75721	0.30497617	44.752926	30.39542	-1.3421928	0.30455008	9.8080635	-6.7779026	-31.991728	0.06687051	1.0506911	1.1175618	2743.685324907303
18	23.0	4.3011627	30.0	19.0	26.6	3.8262253	35.0	19.0	1000.0	1000.0	71999	32.077908	0.38579983	45.333477	31.06981	32.073902	0.3823505	44.766045	31.02274	-1.321122	0.3627041	8.925875	-7.795648	-32.312195	0.06506163	1.0538172	1.1188786	2919.621992111206
19	41.0	6.2849026	48.0	31.0	1.8	2.5612497	8.0	0.0	1000.0	1000.0	75999	32.531906	0.55841774	45.09458	31.611877	32.53001	0.5573945	44.10195	30.915236	-1.2826627	0.46669343	10.376769	-7.8770084	-32.770645	0.09089953	1.1645567	1.2554563	3100.3625915050507
20	49.5	12.539936	64.0	33.0	11.2	4.3081317	18.0	4.0	1000.0	1000.0	79999	33.041557	0.72108513	46.040703	31.898537	33.039597	0.71873116	46.349113	31.906609	-1.2389302	0.5654511	10.270821	-7.737584	-33.279808	0.13262233	1.3353113	1.4679338	3284.2511591911316
21	62.75	18.846418	93.0	43.0	3.7	3.6345565	11.0	0.0	1000.0	1000.0	83999	33.643986	0.88453424	49.506065	32.062626	33.64301	0.8827024	48.469147	32.047497	-1.2027901	0.61557305	10.119163	-7.975578	-33.886208	0.14223175	1.3736101	1.5158418	3469.675238132477
22	84.75	12.735286	100.0	67.0	3.2	3.4292855	13.0	0.0	1000.0	1000.0	87999	34.267666	1.022263	50.715992	32.410282	34.26568	1.0193985	49.61891	32.37128	-1.1658177	0.6915959	12.277489	-7.8298383	-34.508453	0.20298563	1.5817205	1.784706	3654.6478736400604
23	90.25	20.968727	115.0	68.0	36.2	15.923568	60.0	9.0	1000.0	1000.0	91999	35.118034	1.2466625	51.46088	32.763897	35.11603	1.244645	49.692463	32.754505	-1.0904206	0.7801421	9.68139	-8.266914	-35.3651	0.22735032	1.6897537	1.917104	3840.151601076126
24	107.5	18.980253	131.0	83.0	102.3	38.465702	145.0	13.0	1000.0	1000.0	95999	35.98876	1.3730202	54.92452	33.23578	35.985775	1.3691825	52.977573	33.240646	-1.0566496	0.83268094	10.958824	-7.86655	-36.23653	0.29233828	1.8660765	2.1584148	4024.6208713054657
25	119.5	13.425721	140.0	107.0	126.8	38.03367	172.0	40.0	1000.0	1000.0	99999	36.94198	1.5018699	52.866257	33.70009	36.940895	1.5003455	52.42666	33.800594	-1.0094376	0.8874727	11.727871	-9.348148	-37.190704	0.3212756	1.9670175	2.288293	4210.380881547928
26	153.5	31.721443	190.0	107.0	56.1	38.18756	129.0	7.0	1000.0	1000.0	103999	37.811844	1.6001285	54.205303	34.504745	37.810574	1.5958699	54.24484	34.472713	-0.99221367	0.914066	11.592789	-8.735374	-38.053703	0.38666382	2.1059458	2.4926093	4396.114924669266
27	194.25	16.61889	212.0	170.0	26.3	26.86652	85.0	1.0	1000.0	1000.0	107999	38.73397	1.779818	56.084263	35.160904	38.73292	1.7771977	56.543686	35.00847	-0.92494655	0.9982924	12.054503	-9.850081	-38.97885	0.44808587	2.3104467	2.7585328	4581.308953046799
28	240.75	30.011456	281.0	208.0	169.0	38.010525	225.0	102.0	1000.0	1000.0	111999	39.902344	2.0543442	58.151726	35.786186	39.902515	2.0500078	57.82475	35.81167	-0.8465665	1.0702928	11.009424	-9.398278	-40.14821	0.5212157	2.5784256	3.0996413	4766.230617761612
29	265.75	13.553136	288.0	253.0	149.0	42.395756	212.0	94.0	1000.0	1000.0	115999	41.387867	2.3627572	58.708366	36.45197	41.387966	2.358669	58.845203	36.420967	-0.75173354	1.1415591	14.196153	-10.636231	-41.641796	0.5932671	2.7981586	3.391426	4952.599294424057
30	258.0	27.193748	285.0	218.0	245.1	69.507484	323.0	85.0	1000.0	1000.0	119999	43.048664	2.5969625	61.08141	37.41599	43.049664	2.5946784	60.83146	37.239742	-0.6924254	1.1887285	11.321379	-8.173921	-43.302837	0.688745	3.1228056	3.8115509	5138.848207950592
31	284.5	31.721443	322.0	237.0	201.7	33.25673	269.0	135.0	1000.0	1000.0	123999	44.780415	2.8269281	62.434654	38.287346	44.782234	2.828075	62.537403	38.20988	-0.67354846	1.2073113	11.835105	-9.410463	-45.01807	0.8284137	3.6109817	4.4393954	5324.314472913742
32	322.75	41.008385	362.0	254.0	215.1	34.506374	251.0	140.0	1000.0	1000.0	127999	46.93494	3.3599052	65.04076	39.770023	46.94002	3.3605325	64.92896	39.63922	-0.5595677	1.2911512	12.787485	-10.361674	-47.179962	1.0636431	4.358376	5.4220195	5510.91618680954
33	255.25	20.559364	276.0	230.0	135.7	33.4217	197.0	99.0	1000.0	1000.0	131999	49.35415	3.451572	67.55914	40.9103	49.355015	3.4499407	67.03702	40.957417	-0.5036597	1.3403473	12.294987	-9.663985	-49.584827	1.24433	4.881326	6.125656	5697.18422794342
34	235.5	49.58074	282.0	155.0	197.7	38.561768	270.0	154.0	1000.0	1000.0	135999	51.235344	3.307073	67.63172	42.899906	51.23547	3.3066714	68.11115	42.977318	-0.5010627	1.3750154	12.793382	-8.669413	-51.445744	1.259166	4.940197	6.1993628	5883.798155784607
35	237.5	33.84154	287.0	197.0	236.4	55.850155	361.0	172.0	1000.0	1000.0	139999	52.59255	3.357872	69.202065	44.1896	52.594215	3.359486	69.11995	44.455433	-0.546085	1.356795	14.446059	-8.880205	-52.791615	1.2459638	4.875068	6.121032	6070.585412740707
36	348.25	40.84957	395.0	283.0	322.1	51.923885	379.0	227.0	1000.0	1000.0	143999	53.717396	3.4017076	70.23004	44.944645	53.722515	3.4057107	70.70093	45.03167	-0.53092605	1.3652829	10.206696	-9.553078	-53.91972	1.2220925	4.839585	6.061678	6257.784952163696
37	358.0	25.079872	401.0	339.0	337.6	31.800001	392.0	285.0	1000.0	1000.0	147999	54.820736	3.524007	71.450226	45.614704	54.82666	3.5256727	71.638725	46.11646	-0.5130914	1.3894573	11.592074	-10.39781	-55.02079	1.2486224	4.919253	6.167875	6445.124139785767
38	398.5	35.00357	444.0	353.0	364.8	167.87186	563.0	0.0	1000.0	1000.0	151999	56.062607	3.8076015	72.9705	46.99867	56.067604	3.8065565	73.07803	47.302975	-0.47049856	1.4068669	11.173465	-9.726275	-56.266212	1.2995081	5.032857	6.3323646	6631.4339191913605
