Epoch	AverageEpRet	StdEpRet	MaxEpRet	MinEpRet	AverageTestEpRet	StdTestEpRet	MaxTestEpRet	MinTestEpRet	EpLen	TestEpLen	TotalEnvInteracts	AverageQ1Vals	StdQ1Vals	MaxQ1Vals	MinQ1Vals	AverageQ2Vals	StdQ2Vals	MaxQ2Vals	MinQ2Vals	AverageLogPi	StdLogPi	MaxLogPi	MinLogPi	LossPi	LossQ	LossRetro	LossFinal	Time
1	-1206.2472	121.58852	-1037.54	-1376.0472	-1532.4521	30.919899	-1485.5479	-1581.1185	1000.0	1000.0	3999	4.097572	6.268347	57.386044	-6.9008	4.098565	6.264594	56.187466	-6.962558	-0.32371566	3.3726263	24.726183	-13.535796	-6.018357	2.9783072	8.920838	11.899143	117.32071280479431
2	-1271.1897	34.285233	-1244.9247	-1329.5817	-657.33704	792.8154	582.9996	-1359.8634	1000.0	1000.0	7999	50.816746	25.048315	174.09578	-6.736977	50.81898	25.046152	174.47595	-5.9907594	4.457124	3.8009229	34.915504	-15.213982	-55.954678	9.776219	16.713022	26.489243	259.88545203208923
3	-1025.1125	313.32162	-614.4359	-1406.485	-1444.052	145.41586	-1201.9857	-1602.3884	1000.0	1000.0	11999	117.89825	16.274885	221.39528	58.655632	117.8967	16.277056	220.24164	58.633804	3.2316496	3.6462834	37.14041	-12.711397	-121.5818	8.821149	16.178076	24.999224	403.81704020500183
4	-1204.5464	114.45809	-1028.0193	-1344.843	-424.21484	781.78235	523.598	-1530.8309	1000.0	1000.0	15999	129.50648	12.238718	210.8523	98.14554	129.50648	12.241424	212.841	97.94375	0.08380956	3.1139605	24.826832	-13.855356	-131.15515	7.852675	15.177654	23.030329	547.6662743091583
5	-744.6049	256.38498	-497.94556	-1164.4227	-1036.0938	196.24033	-585.04767	-1273.9678	1000.0	1000.0	19999	122.2777	10.955667	180.27388	89.56191	122.2794	10.953965	180.63156	89.094536	-0.5029769	2.51361	20.698275	-13.635254	-123.50274	5.229827	12.295932	17.52576	689.2219944000244
6	-572.6513	239.41354	-282.13437	-905.1884	-112.78235	367.52637	232.82095	-940.95526	1000.0	1000.0	23999	109.62742	10.914804	164.10696	76.13141	109.6282	10.91708	164.16682	77.327774	-1.0183275	2.2975216	15.149779	-13.511096	-110.54982	5.115952	11.97934	17.095293	832.5448634624481
7	58.33677	299.51422	425.614	-309.76782	54.0284	481.4061	694.42725	-844.59674	1000.0	1000.0	27999	98.76955	13.275858	162.96129	64.69423	98.76623	13.275446	160.45895	64.77056	-0.5660454	2.4784877	20.405596	-16.947529	-99.78049	5.527917	12.401968	17.929882	974.0418257713318
8	251.11728	261.14453	555.02484	-154.89507	357.3043	376.39304	696.09247	-639.19696	1000.0	1000.0	31999	96.89337	15.383831	150.88069	61.12293	96.89281	15.384358	151.16664	60.570442	-0.20484875	2.525149	18.837132	-14.125562	-97.99005	4.963242	11.784966	16.748207	1117.1538984775543
9	404.60583	143.01096	612.159	224.60126	467.17148	78.596756	587.65515	309.74686	1000.0	1000.0	35999	97.63106	15.617058	149.2292	60.007042	97.62888	15.616771	149.6077	58.363518	-0.19907947	2.5769837	18.12121	-14.575802	-98.7075	4.6859503	11.348215	16.034164	1258.6601994037628
10	650.8988	37.499943	691.6336	589.72095	212.46101	557.8992	700.1978	-701.3673	1000.0	1000.0	39999	100.25348	15.86877	150.34648	59.974216	100.2524	15.871122	151.53711	59.7778	-0.3220006	2.6285532	19.753656	-15.421503	-101.310394	4.0571585	10.673051	14.730211	1398.5852954387665
