Epoch	AverageEpRet	StdEpRet	MaxEpRet	MinEpRet	AverageTestEpRet	StdTestEpRet	MaxTestEpRet	MinTestEpRet	EpLen	TestEpLen	TotalEnvInteracts	AverageQ1Vals	StdQ1Vals	MaxQ1Vals	MinQ1Vals	AverageQ2Vals	StdQ2Vals	MaxQ2Vals	MinQ2Vals	LossPi	LossQ	LossFinal	Time
1	0.25	0.4330127	1.0	0.0	0.0	0.0	0.0	0.0	1000.0	1000.0	3999	0.06315	0.08139382	0.68097687	-0.85394	0.06311167	0.08142917	0.48912033	-0.73717415	-0.08006998	0.0007747921	0.0007747921	42.02935528755188
2	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1000.0	1000.0	7999	0.17495473	0.07721931	1.4651024	-0.24489054	0.17494845	0.07710773	1.5308443	-0.22374101	-0.1907542	0.00024003879	0.00024003879	107.3446352481842
3	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1000.0	1000.0	11999	0.2595578	0.05477607	1.5641062	0.079579584	0.25955677	0.05477458	1.7867135	0.08006465	-0.2690065	7.882249e-05	7.882249e-05	178.1251266002655
4	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1000.0	1000.0	15999	0.2904087	0.02743246	1.6866511	0.18511091	0.29040387	0.027110634	1.636535	0.1785685	-0.29420775	4.053826e-05	4.053826e-05	251.53457069396973
5	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1000.0	1000.0	19999	0.27724516	0.014581271	1.8194978	0.22687374	0.27724463	0.014855718	1.9157743	0.22436967	-0.27807415	3.434509e-05	3.434509e-05	326.9573664665222
6	0.0	0.0	0.0	0.0	0.4	1.1999999	4.0	0.0	1000.0	1000.0	23999	0.25213036	0.0119878845	1.9666929	0.22919442	0.25212827	0.012275953	1.8512925	0.21464221	-0.2524728	4.2058433e-05	4.2058433e-05	400.0617883205414
7	0.0	0.0	0.0	0.0	1.8	3.7094474	11.0	0.0	1000.0	1000.0	27999	0.2269907	0.010968986	1.5255188	0.2097207	0.2269908	0.010855702	1.52822	0.20950507	-0.227299	5.1683837e-05	5.1683837e-05	477.43107533454895
8	0.0	0.0	0.0	0.0	1.2	2.4413111	7.0	0.0	1000.0	1000.0	31999	0.2013893	0.009603261	1.5326337	0.19112265	0.20138913	0.009933046	1.7246683	0.19122042	-0.20146798	3.6109228e-05	3.6109228e-05	559.7988862991333
9	3.25	3.4186985	8.0	0.0	2.1	5.1078367	17.0	0.0	1000.0	1000.0	35999	0.1831808	0.010044642	1.8619422	0.123005226	0.18318117	0.010360535	2.2703435	0.12849376	-0.18323855	0.0003681111	0.0003681111	642.1777777671814
10	3.75	6.4951906	15.0	0.0	3.4	5.4990907	15.0	0.0	1000.0	1000.0	39999	0.16856517	0.010992192	1.78196	0.15363212	0.16856526	0.020071315	1.8326951	0.15829854	-0.16859934	0.0008627659	0.0008627659	775.7693812847137
11	9.0	6.9641943	19.0	0.0	0.0	0.0	0.0	0.0	1000.0	1000.0	43999	0.15451667	0.041118115	4.4257717	0.14099607	0.15451029	0.046787605	4.5237756	0.13756824	-0.15476912	0.0013008129	0.0013008129	949.4967641830444
12	3.0	4.1231055	10.0	0.0	1.6	2.6153393	7.0	0.0	1000.0	1000.0	47999	0.15839376	0.21219835	12.013878	0.12665924	0.1584042	0.21352461	12.0525875	0.13777316	-0.16085197	0.015279982	0.015279982	1122.8804533481598
13	1.5	2.598076	6.0	0.0	2.6	4.386342	12.0	0.0	1000.0	1000.0	51999	0.17014357	0.26360646	13.407905	0.060700938	0.17013207	0.26520744	13.39889	0.10957451	-0.1729499	0.029937714	0.029937714	1294.4403705596924
