Epoch	AverageEpRet	StdEpRet	MaxEpRet	MinEpRet	AverageTestEpRet	StdTestEpRet	MaxTestEpRet	MinTestEpRet	EpLen	TestEpLen	TotalEnvInteracts	AverageQ1Vals	StdQ1Vals	MaxQ1Vals	MinQ1Vals	AverageQ2Vals	StdQ2Vals	MaxQ2Vals	MinQ2Vals	LossPi	LossQ	LossFinal	Time
1	32.797516	2.3695037	35.670982	30.160088	64.80788	20.492428	94.29515	25.23158	1000.0	1000.0	3999	0.49914962	0.26058066	2.1693127	-2.162543	0.49912363	0.2607153	2.1983736	-1.239539	-0.6106918	0.008480319	0.008480319	61.776038646698
2	29.713457	1.1716001	31.072886	27.956268	47.73539	5.6731696	60.644375	40.23816	1000.0	1000.0	7999	1.3866507	0.38759264	5.222397	0.4348445	1.3866549	0.38760296	5.2157207	0.353364	-1.5323863	0.0074335346	0.0074335346	142.99305367469788
3	30.87628	11.761409	46.070045	13.024597	37.415337	13.582062	48.973763	10.506979	1000.0	1000.0	11999	3.2073548	1.2188953	9.363646	0.08034377	3.2074122	1.2187647	9.397852	-0.08336817	-3.613813	0.031406835	0.031406835	226.49361371994019
4	37.272324	6.6532645	47.443184	30.47482	40.23963	9.088882	60.684895	29.020487	1000.0	1000.0	15999	6.1228704	1.6931448	10.202989	1.2633703	6.1228986	1.693112	10.058497	1.6055739	-6.480958	0.04092572	0.04092572	308.8483455181122
5	36.11747	21.468336	69.37712	9.712647	20.55314	9.49013	36.455303	10.554765	1000.0	1000.0	19999	6.5707874	1.8811079	9.213459	1.9834428	6.570771	1.8811496	9.541781	2.041907	-6.71867	0.018467963	0.018467963	396.4097499847412
6	40.855946	6.851525	51.85845	33.02395	99.63235	41.158768	168.7801	47.27922	1000.0	1000.0	23999	6.723711	1.6879184	9.451423	2.8369892	6.7236977	1.6879435	9.546518	3.0355585	-6.8527193	0.0104751205	0.0104751205	484.5509121417999
7	139.7351	61.71428	219.0762	46.21839	155.7813	101.43208	309.2885	43.025173	1000.0	1000.0	27999	6.715966	1.3894095	13.581269	3.511219	6.715934	1.3895469	13.739499	3.531537	-6.8287153	0.020076042	0.020076042	566.8914787769318
8	55.302776	12.779181	73.60592	37.47236	135.19687	93.840385	262.57907	23.227354	1000.0	1000.0	31999	6.9278026	1.1196902	18.603716	3.059071	6.9278274	1.1200317	19.17408	2.8846893	-7.0812836	0.046708073	0.046708073	652.8259601593018
9	105.12308	54.762165	195.9709	55.224197	98.201416	37.725937	182.93759	48.855373	1000.0	1000.0	35999	7.64225	1.0103531	21.100067	3.4224405	7.642274	1.0105902	20.617466	3.2257428	-7.8421965	0.06690994	0.06690994	741.8380792140961
10	73.75766	32.660004	124.44324	33.37074	75.18033	42.404324	168.28185	34.90385	1000.0	1000.0	39999	8.322923	1.2597151	22.255142	4.1863503	8.322967	1.2595882	21.655115	3.5156422	-8.528901	0.07914668	0.07914668	831.4784536361694
11	97.639	26.400316	124.21915	57.46852	119.77458	25.726109	160.67313	58.875698	1000.0	1000.0	43999	8.734109	1.7187155	23.822458	4.522494	8.734081	1.719025	24.591944	4.4153976	-8.929035	0.09536832	0.09536832	917.6135196685791
12	158.17331	67.83914	242.88487	88.22843	75.950485	34.040462	159.19109	47.799034	1000.0	1000.0	47999	9.196327	2.3113422	25.450193	4.0830736	9.196394	2.311548	25.719324	4.906767	-9.400929	0.13391727	0.13391727	1008.2108523845673
13	150.38275	94.291954	261.85367	54.38922	99.492485	50.58574	250.79877	80.12205	1000.0	1000.0	51999	9.632719	2.7106602	27.410135	4.4691668	9.632785	2.7104464	28.279375	4.438863	-9.7936325	0.14224488	0.14224488	1098.4286034107208
14	157.0234	64.38335	250.13063	73.10746	167.97083	48.07556	294.9544	123.66529	1000.0	1000.0	55999	9.907597	3.1367702	28.345186	3.5010161	9.907604	3.136845	27.655617	4.045952	-10.085028	0.16137037	0.16137037	1182.045265674591
15	160.11838	10.384347	177.99286	153.06007	200.4952	63.090435	296.44476	62.78591	1000.0	1000.0	59999	10.141517	3.4860628	28.350008	3.6199093	10.141558	3.4860935	28.725288	3.8334532	-10.33169	0.16716449	0.16716449	1268.1868970394135
16	175.84428	60.288155	273.3427	114.68912	202.79378	87.09147	394.19373	114.054405	1000.0	1000.0	63999	10.483739	3.7283618	29.384594	3.1748123	10.483814	3.7282798	29.026308	3.760684	-10.688251	0.16902265	0.16902265	1358.9454140663147
17	217.90843	76.58481	348.83722	154.22061	200.63881	84.41971	338.05212	72.784325	1000.0	1000.0	67999	11.026978	4.0321436	30.819902	3.4350328	11.027041	4.0322676	30.74086	4.1439047	-11.256989	0.1901126	0.1901126	1449.7468528747559
18	371.69006	138.88246	511.05667	167.62321	294.1324	167.19182	513.4278	34.181057	1000.0	1000.0	71999	11.792632	4.3857656	31.257977	4.154711	11.792711	4.38574	31.402824	4.3820786	-12.011502	0.21139409	0.21139409	1537.2747099399567
19	287.4599	92.22908	416.57452	178.30249	290.7043	130.86044	533.45154	138.94725	1000.0	1000.0	75999	12.620681	4.9278765	33.312977	4.7347164	12.620734	4.9278626	33.04012	4.7988806	-12.882443	0.2474298	0.2474298	1630.4134182929993
20	346.6447	166.7807	545.9213	174.76016	246.31502	76.89362	458.41492	178.01605	1000.0	1000.0	79999	13.365973	5.42371	34.703613	4.594244	13.366076	5.4238873	34.874054	4.139756	-13.629605	0.28874782	0.28874782	1725.5469229221344
21	394.47684	147.26889	585.87854	175.21696	347.04254	188.53574	644.7273	180.7452	1000.0	1000.0	83999	14.344215	6.096025	35.971733	4.2505074	14.344195	6.0961576	36.772614	5.162901	-14.663397	0.36112866	0.36112866	1820.494634628296
22	341.39355	173.51868	533.2756	163.50415	282.05582	164.03918	571.33124	162.48447	1000.0	1000.0	87999	15.285787	6.7895927	39.20636	4.1986995	15.285837	6.789686	41.17346	4.25996	-15.604608	0.40619755	0.40619755	1909.6438069343567
23	320.25327	155.53062	555.51	177.59709	426.36874	167.20078	617.98566	177.25465	1000.0	1000.0	91999	16.24607	7.507116	41.17961	3.4201374	16.24612	7.5072207	41.425114	4.168613	-16.567778	0.4861456	0.4861456	2002.4287555217743
24	526.1815	213.58475	692.22046	160.41887	405.5318	110.65751	603.6408	209.67865	1000.0	1000.0	95999	17.160362	8.273481	45.645008	3.823106	17.160479	8.273805	46.472855	3.6521416	-17.522734	0.5914405	0.5914405	2098.0825850963593
25	519.1477	143.64684	637.72455	274.153	314.74774	106.88873	529.5928	181.9575	1000.0	1000.0	99999	18.51653	9.224112	47.937122	3.9954667	18.516556	9.224457	48.347397	4.3076096	-18.887484	0.7549065	0.7549065	2194.404478788376
26	646.455	38.399815	682.08875	586.1634	710.4316	32.830948	767.24475	651.39777	1000.0	1000.0	103999	20.050398	10.206921	50.59863	-0.49531698	20.05042	10.207338	49.993214	1.0599803	-20.415186	0.86925095	0.86925095	2288.9361720085144
27	685.13116	14.287551	701.59845	670.11945	722.9176	39.269447	781.76526	662.1214	1000.0	1000.0	107999	21.516388	11.101553	53.082066	0.38224256	21.516512	11.10163	51.891785	1.0546349	-21.890814	0.9590764	0.9590764	2381.339156627655
28	686.63654	28.787834	727.1746	646.6004	699.5108	52.97164	770.9668	601.85223	1000.0	1000.0	111999	23.08611	11.858028	54.187443	-0.036281347	23.086044	11.858489	53.582596	0.7966403	-23.445906	0.9551069	0.9551069	2478.1303594112396
29	685.1839	25.1961	721.7229	651.2418	702.20544	24.004974	738.8622	669.95807	1000.0	1000.0	115999	24.63688	12.591609	56.278572	2.3278217	24.636818	12.59212	54.852425	2.1201131	-25.026133	0.97520745	0.97520745	2575.094489336014
30	716.8816	19.47966	748.9713	700.83386	710.547	39.349876	767.26013	622.26154	1000.0	1000.0	119999	26.223778	13.186676	57.893166	2.1819584	26.22366	13.187151	56.736794	3.1245358	-26.651382	1.032498	1.032498	2671.941307783127
31	724.31274	31.852566	760.54614	676.0758	767.7326	23.059727	810.91626	721.25116	1000.0	1000.0	123999	27.951813	13.635548	59.444782	-0.043347836	27.951784	13.635825	57.568207	0.88674164	-28.419855	1.0828533	1.0828533	2762.8435320854187
32	732.4851	39.145447	784.8463	675.4413	809.1052	62.93824	875.91144	652.71295	1000.0	1000.0	127999	29.634052	14.068404	59.78165	1.7008932	29.634005	14.068735	59.384396	2.5517123	-30.109842	1.1479173	1.1479173	2855.896158218384
33	800.36975	27.442972	842.40735	766.5341	852.431	25.636816	904.9052	819.1186	1000.0	1000.0	131999	31.239824	14.481037	61.88286	-0.18988419	31.239878	14.481028	62.830795	2.8557925	-31.69681	1.157394	1.157394	2953.0192375183105
34	884.1361	25.961401	921.5106	855.1003	870.896	36.96989	937.99646	804.3492	1000.0	1000.0	135999	32.94992	15.05731	63.103767	-0.22878838	32.950012	15.058013	63.439842	-1.2491229	-33.42324	1.1636792	1.1636792	3050.1892108917236
35	859.0985	30.127216	903.08887	818.2607	905.0387	33.92073	971.4983	838.06586	1000.0	1000.0	139999	34.495895	15.74226	64.76131	2.062758	34.49602	15.74233	64.34673	2.4165702	-34.971355	1.2061782	1.2061782	3148.3211307525635
36	871.0805	53.276085	918.3552	781.8209	914.1128	25.05244	955.5509	879.59863	1000.0	1000.0	143999	36.223324	16.36806	65.91347	-0.14076686	36.223644	16.368004	66.340126	1.7018032	-36.72918	1.283718	1.283718	3241.6364483833313
37	904.17706	21.095098	928.675	877.5738	854.3251	37.672173	911.4054	786.0289	1000.0	1000.0	147999	37.960335	17.062035	67.3384	1.3620284	37.96026	17.062632	67.90641	1.8631749	-38.45888	1.3618653	1.3618653	3338.741939306259
38	887.18555	21.29603	911.375	852.8808	912.65857	23.202753	947.78503	875.6931	1000.0	1000.0	151999	39.624588	17.737179	68.76332	4.2062616	39.62456	17.737896	69.437225	2.843497	-40.17761	1.446809	1.446809	3437.036891222
39	917.7406	32.207474	946.76184	863.4241	901.9957	27.778715	963.7657	858.47644	1000.0	1000.0	155999	41.347546	18.243065	70.361404	4.6462865	41.347504	18.243921	70.37915	3.8818803	-41.89512	1.5587966	1.5587966	3535.2073380947113
40	935.80383	57.643745	981.15186	837.9142	925.27606	34.79356	957.51483	839.0883	1000.0	1000.0	159999	43.22174	18.599766	71.53869	5.7528553	43.22171	18.600462	72.52803	4.37259	-43.796444	1.6580813	1.6580813	3633.452769756317
41	945.05774	24.579845	970.91425	905.826	928.3605	31.437342	983.9546	871.89813	1000.0	1000.0	163999	45.14645	18.747444	74.47136	7.0979385	45.146244	18.7481	74.23376	5.9138246	-45.764153	1.7858856	1.7858856	3727.1800315380096
42	925.1224	47.08446	963.94525	844.6816	925.79114	23.819191	961.2142	894.1264	1000.0	1000.0	167999	46.87786	18.936077	75.219826	6.717725	46.87775	18.936926	75.00984	5.034014	-47.508053	1.8265922	1.8265922	3824.883390188217
43	941.88	16.262484	961.5099	922.97144	935.1406	22.17954	974.9004	891.4989	1000.0	1000.0	171999	48.549004	19.134485	77.12779	4.8669643	48.549053	19.134941	76.9312	4.176816	-49.166298	1.8508705	1.8508705	3922.853559732437
44	945.5637	4.463254	952.4031	940.89417	958.0631	24.009853	987.3703	895.95905	1000.0	1000.0	175999	50.22186	19.457794	77.678986	8.26145	50.22169	19.458778	80.942406	6.772455	-50.827854	1.89595	1.89595	4022.0155968666077
45	924.9873	13.06238	938.19684	909.4855	941.83875	36.213467	977.01776	848.86273	1000.0	1000.0	179999	51.74748	19.687561	79.09333	6.2785482	51.74759	19.68793	78.800835	9.110403	-52.31293	1.8777444	1.8777444	4120.834028959274
46	961.74457	21.61999	979.5357	925.41205	942.25586	21.642061	967.28296	897.8952	1000.0	1000.0	183999	53.26163	19.924324	80.79362	9.895276	53.26163	19.924742	80.03523	9.014204	-53.903896	1.9677502	1.9677502	4214.286910533905
47	956.6759	15.494694	973.62604	931.585	947.2288	19.877386	982.21063	919.44574	1000.0	1000.0	187999	54.638233	20.102531	81.08047	8.701566	54.63845	20.10301	81.43353	7.863989	-55.261242	1.9863143	1.9863143	4311.837642669678
48	949.71454	28.81956	978.7339	902.6246	930.9723	24.863468	960.5411	898.7415	1000.0	1000.0	191999	55.926105	20.275192	82.09604	6.43971	55.92605	20.276033	81.98796	7.756893	-56.556328	1.9288632	1.9288632	4409.7289028167725
49	930.0006	38.04381	963.435	865.3501	944.89	28.841677	972.45264	867.5819	1000.0	1000.0	195999	57.13665	20.471283	83.07332	7.0351524	57.13675	20.47118	82.82284	8.4833355	-57.67178	1.9208372	1.9208372	4508.01958322525
50	951.15564	30.789742	979.1774	902.4705	936.527	27.568985	983.5727	895.2135	1000.0	1000.0	199999	58.364346	20.695372	86.00844	6.884967	58.36428	20.696291	85.5913	9.112205	-58.992046	1.9686595	1.9686595	4604.88770198822
51	731.54926	399.68555	980.8556	40.295876	945.97577	19.201591	976.88715	915.3014	1000.0	1000.0	203999	59.468235	20.73382	85.06047	1.4465507	59.46839	20.734255	84.229004	0.3741374	-60.008244	1.9931399	1.9931399	4699.073392868042
52	957.73236	17.210497	980.82043	934.25586	951.96423	17.227083	977.28	922.3567	1000.0	1000.0	207999	60.51801	20.68933	84.99754	8.820449	60.51834	20.689198	91.2709	5.3848495	-61.078907	1.9603658	1.9603658	4797.194403171539
53	931.69763	42.85805	976.3496	861.15265	941.46515	27.207743	985.45215	886.60254	1000.0	1000.0	211999	61.457005	20.683296	85.97097	9.684228	61.45691	20.684038	85.885994	10.283167	-62.04297	1.9146863	1.9146863	4895.3699259758
54	962.8623	16.932999	980.30756	941.11127	942.5936	29.058516	987.9216	887.04834	1000.0	1000.0	215999	62.356983	20.744392	86.598045	11.192503	62.3571	20.744919	86.32306	9.687698	-62.97728	1.9007468	1.9007468	4993.481196880341
55	923.38525	31.56618	958.36096	873.07025	958.71954	13.072708	979.8712	931.803	1000.0	1000.0	219999	63.36215	20.826218	86.87166	12.916425	63.362354	20.826563	98.13044	11.681305	-63.984734	1.8517171	1.8517171	5088.7757449150085
56	925.33435	37.276054	959.0424	868.0576	954.81885	23.571632	982.21246	905.3811	1000.0	1000.0	223999	64.01915	21.082684	87.81462	13.305553	64.01927	21.082726	88.12212	13.4030075	-64.57434	1.8069985	1.8069985	5183.015249252319
57	948.8758	11.362105	961.39667	932.0116	957.9503	25.303194	982.56274	887.8119	1000.0	1000.0	227999	64.74692	21.314674	88.00256	11.578732	64.74712	21.314993	88.17844	14.262532	-65.32213	1.7616961	1.7616961	5281.010980606079
58	918.91626	51.835148	954.05426	829.3099	941.79474	22.125626	973.18427	902.8369	1000.0	1000.0	231999	65.51232	21.451815	88.67058	14.178348	65.51239	21.452433	88.90008	12.190513	-66.066025	1.8127683	1.8127683	5379.401532173157
59	938.0023	22.8699	968.0313	905.6039	948.9325	20.394806	981.9755	913.4567	1000.0	1000.0	235999	66.37445	21.491257	89.151474	13.18706	66.37457	21.491493	88.95643	11.488969	-66.88239	1.759477	1.759477	5477.119264364243
