Epoch	AverageEpRet	StdEpRet	MaxEpRet	MinEpRet	AverageTestEpRet	StdTestEpRet	MaxTestEpRet	MinTestEpRet	EpLen	TestEpLen	TotalEnvInteracts	AverageQ1Vals	StdQ1Vals	MaxQ1Vals	MinQ1Vals	AverageQ2Vals	StdQ2Vals	MaxQ2Vals	MinQ2Vals	LossPi	LossQ	LossFinal	Time
1	138.59966	6.8391232	145.56538	130.2235	126.54655	35.06043	142.34782	21.852592	1000.0	1000.0	3999	0.9444096	0.5194027	7.6131487	-1.6886655	0.9447935	0.51904637	6.80908	-1.2758315	-1.0746579	0.011650184	0.011650184	60.90556263923645
2	136.21103	6.3570986	144.33804	126.58536	191.15457	107.857376	265.57648	20.879238	1000.0	1000.0	7999	3.0027404	0.9688942	13.381933	0.7757873	3.002688	0.96883744	13.39188	0.66270864	-3.2476826	0.02121444	0.02121444	143.16406965255737
3	194.85037	67.813354	265.27475	114.03564	71.56409	95.02844	263.65176	20.880293	1000.0	1000.0	11999	6.124368	1.9754586	17.395792	0.07792945	6.124335	1.9756944	17.473509	-0.20465422	-6.573933	0.058974013	0.058974013	227.8721342086792
4	202.38432	101.14771	265.1456	27.25324	228.27524	134.6808	542.39795	26.18344	1000.0	1000.0	15999	10.123411	2.2983465	20.801355	2.3874712	10.123388	2.29864	21.496525	2.1875725	-10.575521	0.06985655	0.06985655	309.98528265953064
5	156.54776	81.52819	239.18945	26.36271	171.61668	24.43363	191.03416	111.5203	1000.0	1000.0	19999	12.019215	3.7699409	22.497574	2.7615535	12.019293	3.7698164	22.603416	2.4918964	-12.44758	0.0880412	0.0880412	396.6999316215515
6	163.02972	25.454489	192.71497	134.45824	178.87848	7.5608916	187.06169	160.87411	1000.0	1000.0	23999	14.167977	4.8202558	23.364475	4.6336856	14.16802	4.82027	23.312017	4.6804285	-14.526899	0.09179085	0.09179085	484.59460639953613
7	139.60184	7.3941483	152.06133	132.65834	141.26535	14.30971	183.8677	132.42204	1000.0	1000.0	27999	14.860455	5.186528	26.94482	5.282992	14.860409	5.186612	26.450861	4.9647956	-15.0377655	0.038629968	0.038629968	568.4212341308594
8	182.42175	42.69578	216.91241	109.31008	196.3307	26.593775	236.2378	163.60588	1000.0	1000.0	31999	14.865205	5.2738824	30.788658	5.432045	14.865279	5.2739124	28.96845	5.505392	-15.111045	0.06030252	0.06030252	655.1800353527069
9	164.46237	25.474184	203.58092	134.04431	162.01439	29.50435	211.13515	134.2717	1000.0	1000.0	35999	15.7992525	5.008597	32.897766	6.747551	15.799192	5.0086546	31.854084	6.672534	-16.004974	0.06314089	0.06314089	744.3952004909515
10	172.0166	33.235847	226.27606	136.61432	216.80154	46.73046	272.4429	158.49606	1000.0	1000.0	39999	16.324076	4.866882	34.000828	7.549245	16.3241	4.866768	33.509415	7.4303102	-16.450207	0.057171658	0.057171658	828.9443452358246
11	289.17188	41.82965	361.5465	261.91635	369.02185	70.56502	489.095	255.96469	1000.0	1000.0	43999	17.08475	4.728969	38.70088	8.165957	17.084713	4.7289963	39.280987	8.122494	-17.273163	0.0963707	0.0963707	914.2350571155548
12	199.54727	55.42939	287.68582	141.31976	174.22287	91.96659	446.53973	134.49736	1000.0	1000.0	47999	18.29023	4.770859	39.5266	8.352785	18.290123	4.770967	40.350044	8.758228	-18.48983	0.16285071	0.16285071	1003.971836566925
13	179.85443	21.790672	202.4676	144.86786	394.23688	126.01828	633.5462	192.64282	1000.0	1000.0	51999	19.357779	4.0797563	44.59023	8.472721	19.357742	4.0799212	42.431156	8.776594	-19.563923	0.18066345	0.18066345	1093.4191925525665
14	441.81372	95.509056	604.838	361.69046	538.52893	63.78877	613.8424	375.21277	1000.0	1000.0	55999	20.541805	3.307104	43.864506	9.585852	20.54176	3.3071644	44.999584	10.091926	-20.827465	0.19792706	0.19792706	1177.9460916519165
15	578.48254	45.739624	656.04535	544.43774	509.41837	31.943737	549.08655	445.4052	1000.0	1000.0	59999	22.29157	3.3718908	42.49745	11.933604	22.291473	3.3727138	41.565193	11.960326	-22.65105	0.24893753	0.24893753	1266.7631266117096
16	389.3708	132.44804	496.09836	162.73167	277.84027	155.43205	657.7956	135.13174	1000.0	1000.0	63999	25.079342	3.7582004	43.749557	14.451054	25.07929	3.7586515	44.637806	14.289884	-25.579382	0.35950887	0.35950887	1356.6192145347595
17	545.65	25.239243	574.1854	516.70074	570.7447	48.618195	642.25836	491.27603	1000.0	1000.0	67999	27.284927	3.2996287	45.63483	16.161327	27.28493	3.299789	47.301025	14.9299345	-27.703625	0.3883946	0.3883946	1447.8307301998138
18	627.4813	153.2112	880.21436	471.72696	572.5782	171.06021	912.9826	447.5691	1000.0	1000.0	71999	28.81231	3.5956187	47.96346	17.260998	28.812202	3.5961287	48.364277	16.785767	-29.250551	0.38017908	0.38017908	1535.5358793735504
19	645.83075	206.4219	952.4094	403.82257	354.6641	25.115953	417.3214	330.5832	1000.0	1000.0	75999	30.79079	4.426337	50.320675	18.157063	30.790737	4.426881	50.233776	19.1631	-31.226189	0.37719953	0.37719953	1629.4920704364777
20	534.3278	66.28573	642.6987	480.3252	774.9756	95.37561	924.19556	555.9348	1000.0	1000.0	79999	32.906105	4.810265	53.67379	18.579546	32.906075	4.8103147	53.77049	18.956242	-33.37365	0.38940167	0.38940167	1724.5518686771393
21	745.0747	61.403923	832.1104	664.3815	818.47327	165.08829	987.5964	502.69742	1000.0	1000.0	83999	34.843143	5.1717234	55.836662	20.265656	34.84315	5.171776	55.761475	21.100868	-35.29654	0.4149002	0.4149002	1821.1376836299896
22	751.0502	162.0314	913.69226	491.29962	882.0173	61.632126	971.40875	770.4343	1000.0	1000.0	87999	36.814903	6.136927	58.697395	21.49424	36.81496	6.1368995	59.7224	21.490696	-37.25328	0.43901786	0.43901786	1911.893699169159
23	806.7046	228.46684	957.79926	412.0642	891.38135	123.54289	978.29486	583.82025	1000.0	1000.0	91999	38.47688	6.800279	61.867584	22.100567	38.4768	6.800465	62.37104	22.607006	-38.91404	0.48412833	0.48412833	2006.2787644863129
24	849.8374	116.27932	922.592	648.6858	946.62695	28.81657	978.5235	891.82855	1000.0	1000.0	95999	40.371525	8.115005	64.76634	21.811087	40.371483	8.114991	65.602875	21.75747	-40.906487	0.56089276	0.56089276	2103.1645317077637
25	945.68713	16.491428	974.205	935.4063	928.8044	54.109375	984.9699	827.50195	1000.0	1000.0	99999	42.6307	9.043219	68.50683	22.8976	42.630554	9.043335	67.81942	23.074371	-43.169624	0.6777692	0.6777692	2200.3972506523132
26	915.62933	30.779472	961.91876	877.6762	956.15234	26.417776	992.9178	908.08276	1000.0	1000.0	103999	44.999985	9.657502	69.99372	23.432957	45.00003	9.657452	69.99359	23.092861	-45.53751	0.7011588	0.7011588	2294.4039573669434
27	862.0383	161.5721	999.23645	600.0776	942.4154	34.012657	994.9867	884.283	1000.0	1000.0	107999	46.934753	10.31653	74.09229	23.735989	46.934734	10.316768	72.18456	24.035324	-47.464367	0.7211626	0.7211626	2388.3736987113953
28	933.552	28.921568	980.01294	904.5697	886.10486	65.10343	998.91974	782.668	1000.0	1000.0	111999	48.687183	10.861658	74.22231	24.967188	48.68706	10.861762	74.214554	24.289423	-49.320915	0.7612835	0.7612835	2486.3076360225677
29	968.1046	7.1346073	975.37683	960.2696	969.2269	21.152605	999.9721	922.0115	1000.0	1000.0	115999	50.400463	10.964301	74.945045	25.761751	50.400436	10.964302	74.064224	24.44215	-51.038315	0.757902	0.757902	2583.5147664546967
30	930.7727	54.637493	975.9476	837.97	939.7633	39.072495	994.4824	883.9012	1000.0	1000.0	119999	51.798023	11.508256	77.25092	27.24869	51.798	11.5086355	75.91982	27.234484	-52.32273	0.78081536	0.78081536	2681.648488998413
