Epoch	AverageEpRet	StdEpRet	MaxEpRet	MinEpRet	AverageTestEpRet	StdTestEpRet	MaxTestEpRet	MinTestEpRet	EpLen	TestEpLen	TotalEnvInteracts	AverageQ1Vals	StdQ1Vals	MaxQ1Vals	MinQ1Vals	AverageQ2Vals	StdQ2Vals	MaxQ2Vals	MinQ2Vals	LossPi	LossQ	LossFinal	Time
1	0.25	0.4330127	1.0	0.0	0.0	0.0	0.0	0.0	1000.0	1000.0	3999	0.15576254	0.061249744	0.6694455	-0.4768267	0.15580335	0.06115209	0.6816778	-0.6493153	-0.18627718	0.00076271046	0.00076271046	58.43896770477295
2	0.0	0.0	0.0	0.0	1.6	3.231099	9.0	0.0	1000.0	1000.0	7999	0.19441783	0.040579174	1.479194	0.06352462	0.1944218	0.040711746	1.7445728	0.06329849	-0.20263733	0.000148849	0.000148849	129.76517033576965
3	0.0	0.0	0.0	0.0	0.2	0.59999996	2.0	0.0	1000.0	1000.0	11999	0.23392555	0.029806396	1.6820103	0.124147415	0.23392722	0.029850626	1.5132018	0.11393762	-0.23979539	4.658856e-05	4.658856e-05	206.50078678131104
4	0.0	0.0	0.0	0.0	2.1	4.867237	16.0	0.0	1000.0	1000.0	15999	0.24649443	0.015121556	1.7050631	0.15177268	0.24649389	0.01454036	1.6243814	0.16972217	-0.24904501	9.3914554e-05	9.3914554e-05	288.92923283576965
5	4.25	4.6029882	11.0	0.0	3.3	4.148494	10.0	0.0	1000.0	1000.0	19999	0.23595966	0.017181406	1.8208927	-0.06446242	0.23637214	0.03081772	2.2286954	0.12508518	-0.23889707	0.0012495266	0.0012495266	372.0850841999054
6	0.0	0.0	0.0	0.0	0.9	1.8138357	5.0	0.0	1000.0	1000.0	23999	0.21632475	0.029622162	2.8083725	-0.18435788	0.21678732	0.046992864	2.4658802	0.0035254806	-0.22417444	0.0012875552	0.0012875552	452.6911988258362
7	0.0	0.0	0.0	0.0	0.9	2.118962	7.0	0.0	1000.0	1000.0	27999	0.19011061	0.039153706	1.4734234	-0.34606457	0.19054326	0.05651302	3.7165306	-0.019254029	-0.2007388	0.0017929446	0.0017929446	535.950493812561
8	0.0	0.0	0.0	0.0	1.2	2.5612497	8.0	0.0	1000.0	1000.0	31999	0.16032144	0.048188705	1.6909645	-0.4035374	0.16066098	0.06204567	3.4030776	0.00054454803	-0.1711247	0.0021664659	0.0021664659	619.788022518158
9	4.0	4.0620193	9.0	0.0	3.0	5.4405885	17.0	0.0	1000.0	1000.0	35999	0.14574921	0.095173135	1.96969	-0.45661783	0.14628083	0.107009076	3.8971636	-0.16692704	-0.16237073	0.0031058544	0.0031058544	703.6606516838074
10	26.25	10.615437	39.0	10.0	55.6	23.40171	102.0	23.0	1000.0	1000.0	39999	0.22857319	0.23281416	6.390119	-0.7353389	0.22871539	0.23490418	6.6285124	-0.37721735	-0.27556872	0.011342445	0.011342445	784.7596719264984
11	52.75	23.090853	89.0	25.0	58.3	17.099998	81.0	30.0	1000.0	1000.0	43999	0.5647992	0.2915769	8.687742	-0.24066019	0.5645656	0.2912458	9.071203	-0.040640667	-0.61562604	0.03738324	0.03738324	868.4973804950714
12	106.5	13.865424	130.0	95.0	117.7	47.24627	196.0	53.0	1000.0	1000.0	47999	0.95173514	0.42218167	13.320201	0.08215582	0.9522458	0.42398146	13.54689	0.08953832	-1.0235496	0.08414114	0.08414114	952.2631022930145
13	79.25	23.509306	118.0	59.0	110.7	28.096441	145.0	70.0	1000.0	1000.0	51999	1.4266402	0.547101	13.644448	0.25043082	1.4284177	0.5532075	13.332061	0.13476329	-1.5065131	0.12393021	0.12393021	1034.621331691742
14	91.0	31.788363	146.0	71.0	147.5	38.75629	205.0	82.0	1000.0	1000.0	55999	1.8909789	0.56620485	14.207641	0.85350466	1.892798	0.5721817	14.748247	0.66377187	-1.95773	0.14754178	0.14754178	1116.5403497219086
15	82.5	42.317253	125.0	13.0	91.5	18.693583	131.0	54.0	1000.0	1000.0	59999	2.2454956	0.62094945	16.203537	1.3704259	2.2475715	0.62678176	16.159445	1.2314517	-2.315153	0.18934196	0.18934196	1201.4316034317017
16	37.25	20.510668	57.0	8.0	92.7	16.161993	117.0	60.0	1000.0	1000.0	63999	2.532478	0.65081	15.464324	1.7096493	2.5342755	0.65420055	16.092762	1.4623958	-2.6005886	0.20791757	0.20791757	1287.2193229198456
17	146.75	42.763157	194.0	83.0	293.6	37.385025	342.0	235.0	1000.0	1000.0	67999	2.7892141	0.6815879	17.108845	1.9023199	2.7919621	0.68784934	16.914831	1.595119	-2.8624423	0.23782232	0.23782232	1376.481066942215
18	257.5	63.42515	355.0	181.0	374.6	29.024818	414.0	330.0	1000.0	1000.0	71999	3.1603682	0.796965	20.059103	2.0186858	3.165508	0.80626917	18.44326	1.7661011	-3.257337	0.30760154	0.30760154	1467.5739538669586
