Epoch	AverageEpRet	StdEpRet	MaxEpRet	MinEpRet	AverageTestEpRet	StdTestEpRet	MaxTestEpRet	MinTestEpRet	EpLen	TestEpLen	TotalEnvInteracts	AverageQ1Vals	StdQ1Vals	MaxQ1Vals	MinQ1Vals	AverageQ2Vals	StdQ2Vals	MaxQ2Vals	MinQ2Vals	AverageLogPi	StdLogPi	MaxLogPi	MinLogPi	LossPi	LossQ	LossFinal	Time
1	20.148674	2.912858	34.36529	11.967812	51.08096	5.471816	58.452126	39.92783	11.638484	37.2	3999	12.238104	7.672637	29.896713	-3.030308	12.238205	7.6726184	30.059944	-2.5604599	-0.46222603	1.2868503	4.93493	-11.317251	-13.398337	0.67696214	0.67696214	72.31002259254456
2	20.115501	3.3633416	36.421555	0.49100477	23.651852	7.3470407	33.6804	14.223202	12.090909	36.2	7999	25.37436	13.230783	53.43471	-4.2967515	25.374128	13.230538	53.646706	-5.40545	0.17485659	1.7007822	8.737464	-14.605093	-27.755281	0.91147834	0.91147834	165.16816878318787
3	27.08791	18.459679	115.67602	4.997678	62.526203	17.465094	107.35226	47.560207	19.347826	50.5	11999	42.455296	21.543732	110.43494	-10.052339	42.45555	21.541155	109.95161	-9.480238	1.258111	2.0657306	17.69906	-12.677612	-46.855118	8.257476	8.257476	263.9424207210541
4	115.115845	30.45031	215.14708	57.74218	112.29578	3.9931552	123.027084	108.83206	82.729164	66.4	15999	55.455147	25.012728	85.834076	-12.578791	55.4571	25.004534	85.485306	-10.632309	1.140697	2.1951473	21.327717	-11.2264595	-59.538086	6.5851707	6.5851707	361.62403202056885
5	124.89508	31.277573	311.66833	85.15319	136.93098	10.200157	155.23936	122.34865	84.723404	76.9	19999	60.19199	25.727907	90.19134	-13.747439	60.19302	25.721401	89.43903	-13.851051	0.6692558	2.1797426	19.16978	-10.690333	-63.63967	7.614164	7.614164	459.95872497558594
6	147.19417	35.839268	292.747	117.82908	911.5514	331.614	1140.8978	160.6578	94.88095	788.7	23999	62.041756	27.291046	95.10773	-19.8811	62.04218	27.28715	96.161285	-22.354635	0.7325939	2.1135118	17.804941	-11.545288	-65.121574	5.672423	5.672423	563.3223295211792
7	337.9628	250.58899	820.8043	12.135853	902.99475	2.7754679	907.96985	897.8646	361.0909	1000.0	27999	64.01173	27.072645	101.85556	-29.660372	64.01147	27.070454	103.659676	-25.989029	0.54518044	2.131109	23.356157	-12.168354	-66.72033	5.241905	5.241905	672.7364017963409
8	372.4728	153.99324	724.8722	170.60928	905.6299	1.9289215	908.01416	901.64606	333.66666	1000.0	31999	65.64387	26.04793	99.200356	-32.958134	65.64371	26.047653	99.56537	-27.526068	0.4381048	2.0456152	20.536167	-12.315627	-68.0294	4.314089	4.314089	778.9513604640961
9	627.83136	286.558	1031.4397	289.4999	477.0131	286.70163	1095.2611	275.824	610.6667	423.8	35999	66.63082	24.722635	98.613045	-25.505661	66.631096	24.720543	98.25216	-22.822668	0.3695412	2.0122302	21.137346	-13.595436	-68.72712	4.157385	4.157385	878.489696264267
10	381.75577	235.76102	959.6294	83.2198	844.35626	247.72177	944.59314	102.48655	359.66666	907.8	39999	68.5056	23.471207	98.24823	-25.737438	68.50535	23.470871	98.52541	-28.243807	0.27638254	2.0043404	25.147285	-11.934313	-70.38587	4.910081	4.910081	987.7118504047394
11	610.8107	513.2575	1271.182	88.88354	603.1642	286.98657	1094.533	242.67311	491.14285	515.5	43999	70.21146	22.749573	98.19138	-17.493782	70.211006	22.750496	98.507744	-29.432272	0.28385094	1.9583045	21.214355	-9.870324	-71.92069	6.6587667	6.6587667	1087.9735469818115
12	1168.6814	194.00189	1320.7146	791.93005	916.9572	12.589859	942.69403	906.8069	919.0	1000.0	47999	72.77788	22.235786	100.29461	-27.91581	72.7775	22.238752	99.71689	-26.964598	0.304121	1.9851714	25.472	-11.823395	-74.41812	6.457945	6.457945	1199.4333245754242
13	1142.1046	20.021162	1175.0029	1123.0486	1400.0443	16.746895	1425.8608	1375.3154	1000.0	1000.0	51999	75.85076	22.239664	101.77789	-33.13842	75.85114	22.239983	101.19541	-30.617535	0.37983805	1.9929762	30.798958	-12.215962	-77.405556	6.3769	6.3769	1307.2649085521698
14	1084.5593	461.81647	1397.5962	288.60114	1484.1609	4.166274	1491.0665	1477.1932	797.25	1000.0	55999	79.58332	22.731028	109.861244	-30.634073	79.58325	22.731396	107.99278	-40.82923	0.50280815	1.9423419	26.173965	-11.16947	-81.09948	6.2453313	6.2453313	1418.9895594120026
15	1147.6439	436.31775	1471.3861	196.41237	1263.474	15.13683	1306.7917	1253.0895	814.5	1000.0	59999	83.74326	23.582396	113.33123	-37.54254	83.74364	23.584282	112.77406	-27.559986	0.497428	1.9361559	22.451126	-11.825655	-85.21823	6.446393	6.446393	1532.7347886562347
