Checkpoint,Return,Undiscounted Return,Soft Return,Q1,Q2,AvgQ,MSE,MAE
1.0,0.0,0.0,27.035278129577637,9.386147165298462,9.365749073028564,9.375948119163514,311.8519364167129,17.659330010414124
2.0,0.0,0.0,27.055133247375487,15.80979528427124,15.862604188919068,15.836199736595153,125.86446911930993,11.218933510780333
3.0,0.0,0.0,26.960133743286132,20.109174823760988,20.09836130142212,20.103768062591552,47.00975034740645,6.85636568069458
4.0,0.0,0.0,27.123488903045654,22.521338844299315,22.53114585876465,22.526242351531984,21.134675855404335,4.5972465515136705
5.0,0.0,0.0,27.056467247009277,24.197204113006592,24.187088871002196,24.192146492004394,8.204333387551742,2.864320755004883
6.0,0.0,0.0,27.129515743255617,25.207404136657715,25.199613761901855,25.203508949279787,3.7095021704410556,1.92600679397583
7.0,0.0,0.0,26.985495853424073,25.834956455230714,25.82999439239502,25.832475423812866,1.3294561111008119,1.1530204296112068
8.0,0.0,0.0,27.132397270202638,26.24039316177368,26.23397512435913,26.237184143066408,0.8014065429970287,0.8952131271362305
9.0,0.0,0.0,27.084022426605223,26.46347255706787,26.48308448791504,26.473278522491455,0.37300811641212755,0.6107439041137681
10.0,0.0,0.0,27.035250759124757,26.66242322921753,26.644064521789552,26.65324387550354,0.14592925913399313,0.3820068836212158
11.0,0.0,0.0,27.011903095245362,26.744446563720704,26.747863960266113,26.746155261993408,0.07062191087810826,0.26574783325195384
12.0,0.0,0.0,27.12506284713745,26.84134168624878,26.84630126953125,26.843821477890014,0.07909670777617253,0.2812413692474358
13.0,0.0,0.0,27.15572910308838,26.910561180114748,26.913739490509034,26.91215033531189,0.05933061611151357,0.24357876777649068
14.0,0.0,0.0,26.9987455368042,26.988010501861574,26.987475299835204,26.98774290084839,0.00012105799797612634,0.011002635955811968
15.0,0.0,0.0,27.058810329437257,27.007051753997803,27.0001482963562,27.003600025177,0.0030481776965101243,0.05521030426025675
16.0,0.0,0.0,27.11037893295288,27.055657196044923,27.057059383392335,27.056358289718627,0.002918229895442437,0.05402064323425293
17.0,0.0,0.0,27.054498863220214,27.03881378173828,27.037727642059327,27.038270711898804,0.0002633528953105948,0.016228151321410422
18.0,0.0,0.0,27.057749652862547,27.008310794830322,27.016277885437013,27.012294340133668,0.002066185455280253,0.045455312728879704
19.0,0.0,0.0,27.03504343032837,26.999822330474853,27.00807628631592,27.003949308395384,0.0009668444187832835,0.03109412193298411
20.0,0.0,0.0,27.03714828491211,27.027105045318603,27.03806104660034,27.032583045959473,2.0841406694671605e-05,0.004565238952636719
21.0,0.0,0.0,27.01474838256836,27.045220947265626,27.027374744415283,27.036297845840455,0.00046437936731535956,0.021549463272094727
22.0,0.0,0.0,26.97817258834839,27.052544784545898,27.043461322784424,27.048003053665163,0.004876293886357061,0.06983046531677317
23.0,0.0,0.0,27.00479927062988,27.048357200622558,27.052539348602295,27.050448274612428,0.0020838315645985723,0.04564900398254679
24.0,0.0,0.0,27.102062797546388,27.041754150390624,27.0409948348999,27.041374492645264,0.003683070351771762,0.06068830490112376
25.0,0.0,0.0,27.123987007141114,27.04825735092163,27.05017795562744,27.049217653274535,0.005590456277625648,0.07476935386657857
26.0,0.0,0.0,27.017095851898194,27.092544651031496,27.09422779083252,27.093386220932008,0.005820220407315446,0.07629036903381348
27.0,0.0,0.0,27.101440143585204,27.075780391693115,27.064132499694825,27.06995644569397,0.000991223232906622,0.03148369789123606
28.0,0.0,0.0,27.03269271850586,27.07555627822876,27.072456550598144,27.074006414413454,0.0017068214695451066,0.041313695907593484
29.0,0.0,0.0,27.058252906799318,27.146871280670165,27.15213575363159,27.14950351715088,0.008326673889532555,0.09125061035156179
30.0,0.0,0.0,27.073537826538086,27.05259952545166,27.04469165802002,27.04864559173584,0.0006196233534500809,0.024892234802244673
31.0,0.0,0.0,27.02690210342407,27.096486949920653,27.08723316192627,27.091860055923462,0.0042195355929131465,0.06495795249939107
32.0,0.0,0.0,27.07680139541626,27.076222324371336,27.07748498916626,27.076853656768797,2.7312489689151032e-09,5.226135253622033e-05
33.0,0.0,0.0,27.07115421295166,27.10870180130005,27.105040264129638,27.106871032714842,0.0012756912139955392,0.03571681976318075
34.0,0.0,0.0,27.003258514404298,27.10644989013672,27.11607074737549,27.111260318756102,0.011664389743245459,0.10800180435180451
35.0,0.0,0.0,27.017510604858398,27.09776611328125,27.09037857055664,27.094072341918945,0.005861699581728426,0.07656173706054759
36.0,0.0,0.0,27.091960144042968,27.060990428924562,27.060440826416016,27.060715627670287,0.0009762198033627101,0.031244516372680664
37.0,0.0,0.0,27.180222606658937,27.122273921966553,27.130165576934814,27.126219749450684,0.0029163085866550035,0.054002857208253374
38.0,0.0,0.0,27.07459487915039,27.102054500579833,27.09129409790039,27.096674299240114,0.0004875007914985308,0.022079420089724522
39.0,0.0,0.0,27.110521507263183,27.083555030822755,27.079733276367186,27.081644153594972,0.0008339015548789254,0.02887735366821076
40.0,0.0,0.0,27.017011070251463,27.12205810546875,27.120417022705077,27.121237564086915,0.010863162017231379,0.10422649383545135
41.0,0.0,0.0,27.083397102355956,27.046890354156496,27.04097900390625,27.043934679031373,0.001557282854648579,0.03946242332458283
42.0,0.0,0.0,27.10990390777588,27.13308753967285,27.109352779388427,27.12122015953064,0.0001280575537771095,0.011316251754760032
43.0,0.0,0.0,27.118495750427247,27.101415634155273,27.0972580909729,27.099336862564087,0.0003670629841531353,0.01915888786315989
44.0,0.0,0.0,27.092119789123537,27.1261869430542,27.117645072937012,27.121916007995605,0.000887814659072192,0.02979621887206818
45.0,0.0,0.0,27.105549144744874,27.09223041534424,27.091236114501953,27.091733264923096,0.00019087853524979437,0.013815879821777344
46.0,0.0,0.0,27.056749057769775,27.0739953994751,27.10908603668213,27.091540718078612,0.0012104596270455165,0.03479166030883718
47.0,0.0,0.0,27.174944591522216,27.130560398101807,27.14657211303711,27.138566255569458,0.001323383326691731,0.03637833595275808
48.0,0.0,0.0,27.00242462158203,27.113112258911134,27.093124198913575,27.103118228912354,0.010139202557193559,0.1006936073303244
49.0,0.0,0.0,27.054676914215086,27.046619987487794,27.048570442199708,27.04759521484375,5.0150465985997414e-05,0.00708169937133718
50.0,0.0,0.0,27.029428482055664,27.09458770751953,27.08969669342041,27.092142200469972,0.003933010477349122,0.06271371841430806
51.0,0.0,0.0,27.1309983253479,27.094037818908692,27.10656099319458,27.100299406051636,0.0009424236459584827,0.030698919296263227
52.0,0.0,0.0,26.987831401824952,27.097358798980714,27.106303215026855,27.101831007003785,0.01299590998092981,0.11399960517883301
53.0,0.0,0.0,27.043724250793456,27.133253192901613,27.144435596466064,27.138844394683836,0.009047841773726624,0.09512014389038015
54.0,0.0,0.0,27.131176948547363,27.13215103149414,27.12355432510376,27.12785267829895,1.10507726844844e-05,0.003324270248413086
55.0,0.0,0.0,27.07804718017578,27.136264610290528,27.136852741241455,27.13655867576599,0.0034235951162031597,0.05851149559020996
56.0,0.0,0.0,27.149440956115722,27.10804090499878,27.10741424560547,27.107727575302125,0.0017400061389001799,0.04171338081359721
57.0,0.0,0.0,27.02997922897339,27.119224739074706,27.0964599609375,27.107842350006102,0.006062665616954979,0.07786312103271342
58.0,0.0,0.0,27.07537975311279,27.11251382827759,27.088193130493163,27.100353479385376,0.0006236870039379738,0.02497372627258443
59.0,0.0,0.0,27.071841430664062,27.113329887390137,27.12501449584961,27.119172191619874,0.002240200932656282,0.04733076095581268
60.0,0.0,0.0,27.059132671356203,27.136660003662108,27.12056608200073,27.12861304283142,0.0048275220203344285,0.06948037147521902
61.0,0.0,0.0,27.022302627563477,27.06237659454346,27.095775604248047,27.079076099395753,0.003223227103890248,0.0567734718322761
