Epoch	AverageEpRet	StdEpRet	MaxEpRet	MinEpRet	AverageTestEpRet	StdTestEpRet	MaxTestEpRet	MinTestEpRet	EpLen	TestEpLen	TotalEnvInteracts	AverageQ1Vals	StdQ1Vals	MaxQ1Vals	MinQ1Vals	AverageQ2Vals	StdQ2Vals	MaxQ2Vals	MinQ2Vals	LossPi	LossQ	LossFinal	Time
1	3.0	3.3166249	8.0	0.0	70.1	144.66061	457.0	0.0	1000.0	1000.0	3999	-0.07570412	0.093447894	2.4994001	-0.48216048	-0.07567517	0.092784956	2.3967922	-0.58260894	0.05821967	0.003823087	0.003823087	49.57304620742798
2	78.5	71.61878	195.0	0.0	96.1	138.39757	323.0	0.0	1000.0	1000.0	7999	0.2169772	0.815168	10.441132	-0.2915748	0.21696351	0.8150178	10.717708	-0.3246462	-0.2646683	0.013509011	0.013509011	116.9627103805542
3	1.5	2.598076	6.0	0.0	82.9	132.20245	335.0	0.0	1000.0	1000.0	11999	1.1875689	2.7491324	24.160563	-0.3600668	1.1869062	2.7494693	24.397415	-0.5933909	-1.4019165	0.030369744	0.030369744	189.56334948539734
4	105.25	176.57205	411.0	0.0	66.9	110.4866	328.0	0.0	1000.0	1000.0	15999	6.0698223	8.646442	43.450836	-0.4441621	6.0695086	8.646018	43.334282	-0.6345593	-6.5493355	0.11155729	0.11155729	257.39218044281006
5	151.5	151.6336	312.0	0.0	42.8	124.42332	416.0	0.0	1000.0	1000.0	19999	15.228748	14.027827	59.76374	-0.6076281	15.229913	14.025969	59.042587	-0.6150379	-15.925988	0.22625884	0.22625884	325.1495580673218
6	0.0	0.0	0.0	0.0	0.5	1.5	5.0	0.0	1000.0	1000.0	23999	23.190895	16.437569	61.83574	-0.9910062	23.19157	16.43711	61.795532	-0.8200039	-23.78863	0.30516613	0.30516613	392.9549398422241
7	246.0	426.0845	984.0	0.0	1.5	3.0083218	8.0	0.0	1000.0	1000.0	27999	28.94018	16.411484	60.48549	-0.9997933	28.940363	16.412779	60.532257	-0.827318	-29.429398	0.27175233	0.27175233	460.7328522205353
8	40.75	64.38702	152.0	0.0	27.8	77.78792	261.0	0.0	1000.0	1000.0	31999	31.149603	14.534845	57.903625	-0.9062995	31.149847	14.535228	56.43438	-0.68949294	-31.471582	0.25589395	0.25589395	529.757209777832
9	100.75	96.102486	207.0	0.0	99.2	267.69827	900.0	0.0	1000.0	1000.0	35999	30.473103	12.684984	58.322323	-1.3263783	30.472853	12.684607	57.59652	-0.932108	-30.705154	0.2809698	0.2809698	601.6140472888947
10	8.25	9.807523	24.0	0.0	94.3	262.78702	882.0	0.0	1000.0	1000.0	39999	30.546085	12.700099	56.218956	-1.5417113	30.545538	12.701206	58.37487	-1.1939827	-30.768637	0.32265577	0.32265577	672.1883111000061
11	0.0	0.0	0.0	0.0	95.9	276.50912	925.0	0.0	1000.0	1000.0	43999	30.041685	12.400473	56.179783	-2.688408	30.041645	12.4025135	55.588314	-1.3363552	-30.25943	0.40884668	0.40884668	741.3509061336517
12	240.5	387.95135	912.0	0.0	218.9	347.03586	975.0	0.0	1000.0	1000.0	47999	28.891823	11.822684	56.827415	-1.9895552	28.891348	11.825042	56.785362	-1.325979	-29.104006	0.4180981	0.4180981	809.7908828258514
13	2.5	2.5	5.0	0.0	101.6	281.65802	946.0	0.0	1000.0	1000.0	51999	27.238	11.656182	58.065144	-4.9142957	27.237482	11.658883	58.10939	-1.5540946	-27.50396	0.41980022	0.41980022	878.6603147983551
14	219.5	380.18515	878.0	0.0	101.5	284.238	954.0	0.0	1000.0	1000.0	55999	25.857462	11.694092	60.027157	-2.1787739	25.857393	11.696037	60.06693	-2.1157346	-26.128136	0.4072555	0.4072555	948.7973301410675
15	0.0	0.0	0.0	0.0	97.3	277.37054	929.0	0.0	1000.0	1000.0	59999	24.645176	11.826687	62.850388	-3.4773102	24.644424	11.831279	62.658264	-2.268737	-24.826223	0.4159826	0.4159826	1018.6460752487183
16	148.75	253.04483	587.0	0.0	100.5	295.51318	987.0	0.0	1000.0	1000.0	63999	23.17465	11.976089	65.518295	-5.6761727	23.17373	11.981495	65.51804	-4.6638584	-23.380163	0.4362218	0.4362218	1093.5191564559937
17	0.0	0.0	0.0	0.0	196.0	377.09735	957.0	0.0	1000.0	1000.0	67999	21.808935	12.576343	67.261444	-6.4047537	21.808163	12.581521	67.228165	-7.6927667	-21.964655	0.5008884	0.5008884	1177.6003346443176
18	7.0	8.573215	21.0	0.0	97.6	289.8124	967.0	0.0	1000.0	1000.0	71999	20.665443	12.979563	68.576324	-6.791677	20.66368	12.985673	68.88511	-8.018476	-20.849266	0.54852235	0.54852235	1260.5045757293701
19	258.25	405.15945	958.0	0.0	270.7	401.90198	976.0	0.0	1000.0	1000.0	75999	19.276617	13.653905	70.138084	-7.428836	19.274183	13.661935	69.98522	-8.193386	-19.407204	0.59670717	0.59670717	1343.3237075805664
20	41.25	46.88483	121.0	2.0	191.3	376.52493	1000.0	0.0	1000.0	1000.0	79999	17.76166	14.32282	72.9551	-17.821793	17.757786	14.33378	71.48146	-18.037388	-17.94361	0.7082124	0.7082124	1422.8410980701447
21	251.25	423.65042	985.0	0.0	0.0	0.0	0.0	0.0	1000.0	1000.0	83999	16.843418	15.65475	71.984276	-21.950935	16.835312	15.670767	71.971664	-20.506237	-17.042315	0.78349715	0.78349715	1502.2381749153137
22	4.25	7.361216	17.0	0.0	108.8	297.44272	998.0	0.0	1000.0	1000.0	87999	15.402452	16.19521	71.11253	-22.958021	15.389389	16.215673	71.214745	-21.765085	-15.574224	0.859802	0.859802	1583.4773540496826
23	14.0	13.133925	32.0	0.0	282.2	421.8049	976.0	0.0	1000.0	1000.0	91999	13.978036	16.67742	74.738716	-24.366426	13.974226	16.688166	74.215454	-23.383615	-14.183176	0.83950925	0.83950925	1667.2007791996002
24	245.25	242.87999	520.0	1.0	143.6	305.4332	993.0	0.0	1000.0	1000.0	95999	13.148061	16.970755	77.98011	-25.301373	13.146382	16.979301	75.6765	-24.944267	-13.449718	0.86066115	0.86066115	1751.0711624622345
