Epoch	AverageEpRet	StdEpRet	MaxEpRet	MinEpRet	AverageTestEpRet	StdTestEpRet	MaxTestEpRet	MinTestEpRet	EpLen	TestEpLen	TotalEnvInteracts	AverageQVals	StdQVals	MaxQVals	MinQVals	LossPi	LossQ	Time
1	0.25	0.4330127	1.0	0.0	0.0	0.0	0.0	0.0	1000.0	1000.0	3999	0.2684607	0.07210582	0.9279226	-0.5133759	-0.28478166	0.00033541385	45.627989292144775
2	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1000.0	1000.0	7999	0.38552883	0.05156973	1.493138	0.052579075	-0.39450902	0.00019577713	103.59288096427917
3	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1000.0	1000.0	11999	0.38726503	0.027354931	1.7956638	0.17507544	-0.39006886	7.400572e-05	162.429114818573
4	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1000.0	1000.0	15999	0.35749128	0.02546517	2.255424	0.25067154	-0.3588576	3.45396e-05	222.27896690368652
5	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1000.0	1000.0	19999	0.27866632	0.026669005	2.44099	0.226622	-0.27761453	7.749167e-06	281.99601793289185
6	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1000.0	1000.0	23999	0.2232293	0.013787358	1.2863396	0.1934018	-0.22325096	1.3575015e-05	342.4107868671417
7	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1000.0	1000.0	27999	0.18619971	0.01142582	1.6562076	0.16392034	-0.18610284	3.5056317e-05	402.8956639766693
8	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1000.0	1000.0	31999	0.15365833	0.009402015	0.20174918	0.1354691	-0.15365225	1.779853e-05	464.24948501586914
9	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1000.0	1000.0	35999	0.12627974	0.0075520794	0.14941065	0.11137461	-0.1262786	2.5260579e-05	525.7531311511993
10	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1000.0	1000.0	39999	0.10320965	0.005833223	0.11795105	0.09346282	-0.10320447	3.2707787e-05	587.8794233798981
11	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1000.0	1000.0	43999	0.08494872	0.004832267	0.09638059	0.076845475	-0.0849446	2.0147461e-05	650.3552901744843
12	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1000.0	1000.0	47999	0.069864295	0.0039537936	0.08011274	0.06324777	-0.06986088	2.0161144e-05	712.2781450748444
13	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1000.0	1000.0	51999	0.057424743	0.003236056	0.06324436	0.05034001	-0.05742181	1.765875e-05	774.499495267868
14	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1000.0	1000.0	55999	0.047435116	0.0026406597	0.054180652	0.04298446	-0.047432777	2.0143125e-05	837.9121840000153
15	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1000.0	1000.0	59999	0.039111648	0.0022375295	0.047510527	0.034281146	-0.039109673	1.26293635e-05	904.0088999271393
