Epoch	AverageEpRet	StdEpRet	MaxEpRet	MinEpRet	AverageTestEpRet	StdTestEpRet	MaxTestEpRet	MinTestEpRet	EpLen	TestEpLen	TotalEnvInteracts	AverageQ1Vals	StdQ1Vals	MaxQ1Vals	MinQ1Vals	AverageQ2Vals	StdQ2Vals	MaxQ2Vals	MinQ2Vals	AverageLogPi	StdLogPi	MaxLogPi	MinLogPi	LossPi	LossQ	LossRetro	LossFinal	Time
1	17.27482	3.8690479	41.43755	10.769684	55.579346	26.618555	107.14863	28.046005	14.730627	75.7	3999	13.814072	8.25143	31.395578	-1.7277794	13.820758	8.248034	31.00879	-2.6837618	-2.5841813	2.0043116	18.620756	-12.223762	-15.210725	0.9731351	4.541773	5.5149083	113.09495902061462
2	17.117487	3.5174756	30.11967	11.809313	33.24508	21.44708	73.049034	15.452399	14.756457	32.4	7999	35.538902	16.44818	65.47374	-2.371254	35.544094	16.444136	64.89104	-6.2095284	-1.2590878	3.1565852	20.06646	-15.938896	-38.669567	2.3543062	6.9100003	9.264307	261.3271281719208
3	23.876263	17.905142	92.403534	10.913445	71.03618	12.825032	88.25185	37.060684	23.222221	67.7	11999	66.718414	29.750061	121.22324	-4.9155493	66.726395	29.737095	115.28817	-9.633123	0.7103082	3.984939	39.203156	-15.202189	-72.64299	11.787058	13.501875	25.28893	412.7739267349243
4	56.267395	24.76518	96.88907	10.684524	102.87915	32.600597	162.96796	71.62543	72.61818	91.9	15999	91.7537	36.73141	143.01906	-17.720081	91.75003	36.73164	137.28995	-30.559853	0.022119401	4.311302	26.91223	-14.720317	-97.44803	16.424458	16.765764	33.19022	566.220409154892
5	49.347435	30.695877	136.6039	12.318578	330.21906	363.05978	881.6735	13.193549	59.924244	380.0	19999	97.08414	42.71437	148.48409	-24.42806	97.08694	42.719173	146.1478	-51.061504	0.3987447	4.168379	28.554358	-13.3828945	-102.09897	21.145765	19.461718	40.607483	724.5990679264069
6	86.32048	42.31006	206.43457	14.298851	87.47445	51.018696	159.11795	16.708445	116.0	110.0	23999	99.21978	47.806683	150.6284	-22.32381	99.22391	47.79358	150.58234	-50.477066	0.09146836	4.102693	29.094198	-13.381783	-103.79886	23.842283	20.93662	44.778904	878.5997321605682
7	70.73949	44.22993	207.57274	16.609638	234.29973	236.49658	707.1132	64.70667	112.057144	322.5	27999	99.38228	50.072815	157.79784	-18.126959	99.38586	50.06232	163.7463	-29.314436	-0.011446626	3.9760404	27.841837	-14.111113	-103.29823	25.462023	22.733528	48.195553	1039.1056823730469
8	82.05125	54.502815	226.26758	4.226578	269.12543	264.03314	783.8412	30.723671	141.58621	366.2	31999	96.25361	50.896015	181.99757	-14.42024	96.25785	50.886745	179.58588	-25.248165	-0.08154261	3.7548788	30.645443	-14.355907	-99.67036	32.28292	25.69007	57.972992	1205.4581768512726
9	110.10541	80.45819	307.22147	20.534678	540.4352	349.40924	977.17065	62.51204	169.47826	673.1	35999	96.93182	50.792496	224.8141	-12.48634	96.93788	50.78128	217.08385	-27.323902	0.17510031	3.793286	34.520733	-12.995842	-100.24556	39.436237	28.321018	67.75725	1376.086835384369
10	112.5896	47.511368	210.57285	30.757826	283.51407	238.16019	761.425	36.897633	170.125	421.3	39999	100.34199	50.97726	244.5116	-10.218466	100.34742	50.972637	233.30594	-29.514605	0.39649546	3.7648637	29.016605	-12.586714	-103.42335	41.30018	28.51726	69.81744	1538.007811307907
