Epoch	AverageEpRet	StdEpRet	MaxEpRet	MinEpRet	AverageTestEpRet	StdTestEpRet	MaxTestEpRet	MinTestEpRet	EpLen	TestEpLen	TotalEnvInteracts	AverageQ1Vals	StdQ1Vals	MaxQ1Vals	MinQ1Vals	AverageQ2Vals	StdQ2Vals	MaxQ2Vals	MinQ2Vals	AverageLogPi	StdLogPi	MaxLogPi	MinLogPi	LossPi	LossQ	LossFinal	Time
1	-9.046355	13.729014	25.283653	-36.72455	-10.436545	15.108796	5.853729	-45.556606	150.0	150.0	3999	2.7618012	4.812302	44.07374	-27.54357	2.7609935	4.812409	44.87854	-28.15237	-0.24998283	1.5080433	8.054639	-10.329148	-3.3614368	1.0984783	1.0984783	72.32454800605774
2	-14.053517	13.566313	16.696098	-44.870766	-6.8529944	7.626033	11.594842	-16.62926	150.0	150.0	7999	10.181408	6.607576	45.279182	-29.93592	10.180626	6.603863	44.364048	-32.298786	0.01095853	1.461818	8.387204	-10.940765	-10.820633	2.2988408	2.2988408	166.40719151496887
3	-7.0403514	11.291235	17.741188	-36.07584	-2.3187954	9.505276	13.927864	-22.497593	150.0	150.0	11999	15.851051	6.6953077	52.317013	-33.866734	15.850661	6.692865	53.25803	-33.869247	-0.05475335	1.4140098	9.630161	-9.966956	-16.375065	3.2343354	3.2343354	260.110955953598
4	-5.6505795	11.417643	8.411103	-28.730074	-4.870388	11.13916	13.858062	-22.736664	150.0	150.0	15999	17.97872	6.945687	52.614544	-30.91878	17.978336	6.946838	53.927757	-30.380686	-0.30952382	1.3179729	8.824766	-9.568719	-18.31002	3.8238661	3.8238661	354.7357552051544
5	-3.591785	9.575926	14.276291	-20.785269	0.06336403	12.667633	27.388607	-15.265934	150.0	150.0	19999	17.21871	7.027718	49.07625	-29.728657	17.218407	7.0281115	49.06098	-30.765312	-0.4236648	1.2277367	8.17116	-8.955575	-17.492031	3.3915048	3.3915048	448.2510561943054
6	0.20005618	12.613525	28.853529	-24.127535	5.763829	12.28722	28.804136	-13.705294	150.0	150.0	23999	16.00757	6.970658	45.547977	-28.848892	16.006802	6.971441	44.788486	-29.406094	-0.45875323	1.2054008	7.3563366	-10.058456	-16.255682	3.047785	3.047785	541.8411207199097
7	2.2391744	10.255729	23.42749	-13.496951	5.7224483	6.7806354	17.966595	-4.176633	150.0	150.0	27999	14.766849	6.860894	43.375362	-28.315853	14.766145	6.8625503	42.983128	-29.059559	-0.5051484	1.168285	7.5708036	-9.183483	-14.986574	2.6812847	2.6812847	634.7820777893066
8	7.0370245	9.564021	26.728945	-12.424451	10.054058	5.76122	20.292212	-0.6017663	150.0	150.0	31999	13.432998	6.83231	45.659233	-24.20428	13.432749	6.832878	45.790546	-25.872835	-0.5636907	1.1327245	7.2927	-9.627069	-13.637748	2.2470214	2.2470214	729.0569610595703
9	4.906076	11.864989	25.834059	-23.557037	17.04412	10.197594	32.106247	2.2904959	150.0	150.0	35999	12.349019	6.7957053	45.585064	-27.111574	12.348758	6.7961373	46.267773	-25.405691	-0.5766142	1.1260759	6.3410316	-9.316635	-12.544116	1.9670317	1.9670317	821.944864988327
10	6.0529346	12.649148	28.413124	-19.657543	17.826284	7.3612547	30.965668	6.262955	150.0	150.0	39999	11.60846	6.788275	45.880733	-24.9744	11.608345	6.7883043	46.81796	-23.47593	-0.6011086	1.0962777	6.8387613	-9.015095	-11.79407	1.7120198	1.7120198	915.4593396186829
11	9.714059	11.018275	30.252537	-12.284787	9.853621	11.746386	25.499556	-10.502274	150.0	150.0	43999	10.939615	6.7390656	44.654026	-20.09921	10.939463	6.739823	45.575962	-19.64807	-0.62471676	1.077036	6.7304287	-9.401413	-11.123652	1.5748607	1.5748607	1010.6863043308258
12	8.733211	10.33904	27.532146	-9.343628	16.107319	8.671828	30.576374	0.26340896	150.0	150.0	47999	10.548436	6.7030625	42.950825	-21.463614	10.548392	6.702753	42.726334	-22.940712	-0.6514716	1.050011	6.0271425	-9.819548	-10.72344	1.4581971	1.4581971	1106.6474635601044
13	11.659812	11.727681	34.512257	-7.3672934	11.795187	10.647179	27.65477	-2.5209603	150.0	150.0	51999	10.187491	6.6217155	40.8386	-24.25487	10.187681	6.62181	40.368824	-23.257122	-0.6652095	1.047847	6.547697	-9.477054	-10.360408	1.3513594	1.3513594	1200.9624009132385
14	9.048102	10.306742	31.849924	-7.794586	9.888494	9.660735	29.995394	-3.9106715	150.0	150.0	55999	10.039874	6.620562	40.294952	-26.988796	10.039921	6.620222	40.30786	-25.574808	-0.6807489	1.0290732	6.6216707	-9.926212	-10.21164	1.3051533	1.3051533	1296.966451883316
15	8.527743	10.339453	29.921362	-9.294393	9.821506	11.697961	28.848616	-3.9350762	150.0	150.0	59999	9.933828	6.632636	40.108067	-23.58269	9.9335985	6.6328373	40.09099	-21.897097	-0.6942796	1.0206522	6.14922	-9.331165	-10.104523	1.2378553	1.2378553	1393.9256715774536
16	11.012482	10.102671	32.280533	-8.77433	17.03911	9.428287	26.958698	2.390334	150.0	150.0	63999	9.900255	6.6184316	40.956966	-21.447721	9.900265	6.6188197	40.88168	-23.785965	-0.7101717	1.0092249	7.0185537	-10.19408	-10.067523	1.2173427	1.2173427	1491.5955846309662
17	12.097027	9.710301	28.693405	-7.3502917	16.909464	8.017071	37.75046	8.473235	150.0	150.0	67999	9.836954	6.554262	41.459576	-19.43804	9.836855	6.554489	40.68872	-20.022732	-0.72989374	0.9967926	6.299981	-9.495883	-10.000379	1.2290787	1.2290787	1590.3341808319092
18	14.345689	9.364827	34.001717	-2.0301023	10.318022	11.765576	31.05213	-11.0244055	150.0	150.0	71999	9.846406	6.5870132	40.559322	-21.837957	9.846241	6.587208	40.27491	-20.68998	-0.7283104	0.9951153	6.1886845	-11.734216	-10.010473	1.1914877	1.1914877	1694.0136096477509
19	14.016984	9.369	30.47058	-11.026953	18.71986	13.149339	36.080105	-7.5711875	150.0	150.0	75999	9.848576	6.5524893	41.18121	-20.411068	9.8486	6.5525007	40.75347	-21.831648	-0.73848885	0.9931904	7.4297385	-8.90105	-10.012026	1.184	1.184	1807.1550481319427
20	13.533806	10.093309	31.387575	-5.755026	17.82818	13.053258	32.545532	-13.516878	150.0	150.0	79999	9.852135	6.571477	39.36782	-20.858343	9.852086	6.5714035	39.035957	-20.538965	-0.7563755	0.9754233	7.2427654	-9.594698	-10.012278	1.1549008	1.1549008	1917.889485836029
21	9.704087	8.434841	28.7189	-8.932764	21.263987	10.743821	38.15991	4.0293355	150.0	150.0	83999	9.795618	6.5329266	39.46811	-21.567545	9.795491	6.533227	39.1877	-23.035269	-0.7652243	0.96279866	5.3688107	-11.662192	-9.954607	1.1273239	1.1273239	2029.8666620254517
22	9.869069	11.2148285	27.097864	-15.696869	21.221811	11.41159	36.322598	-0.7216571	150.0	150.0	87999	9.83412	6.4968824	39.446346	-21.800196	9.834194	6.497264	39.59292	-22.462156	-0.7774454	0.9566599	5.2970924	-9.978347	-9.992872	1.1360029	1.1360029	2142.1423552036285
23	12.54657	10.966234	31.620285	-18.932209	18.296803	6.6637096	27.910732	7.0089917	150.0	150.0	91999	9.858953	6.4752007	40.51876	-23.489927	9.858975	6.474548	41.22912	-25.2196	-0.7738525	0.96010834	5.4362593	-9.510229	-10.017677	1.150094	1.150094	2258.245367050171
