Checkpoint,Return,Undiscounted Return,Soft Return,Q1,Q2,AvgQ,MSE,MAE
1.0,0.0,0.0,27.02537908554077,9.262523221969605,9.262355756759643,9.262439489364624,315.5220230974024,17.762939596176146
2.0,0.0,0.0,27.042890071868896,15.806013917922973,15.772575092315673,15.789294505119324,126.64341317996563,11.253595566749572
3.0,0.0,0.0,26.98308219909668,20.004256629943846,19.97406005859375,19.989158344268798,48.91497088713047,6.99392385482788
4.0,0.0,0.0,27.11608781814575,22.602905464172363,22.59299898147583,22.597952222824098,20.413549257712543,4.518135595321652
5.0,0.0,0.0,27.0916597366333,24.16715202331543,24.145742988586427,24.15644750595093,8.61547083914738,2.935212230682371
6.0,0.0,0.0,27.02005805969238,25.139950275421143,25.130822563171385,25.135386419296264,3.5519871921133923,1.8846716403961175
7.0,0.0,0.0,27.076487159729005,25.800163555145264,25.78097610473633,25.790569829940797,1.6535833790496368,1.2859173297882087
8.0,0.0,0.0,27.089890575408937,26.17774200439453,26.207860660552978,26.192801332473756,0.8047691097900156,0.8970892429351807
9.0,0.0,0.0,27.013902759552003,26.483357906341553,26.484812927246093,26.484085416793825,0.2807064166873374,0.5298173427581787
10.0,0.0,0.0,27.119653606414794,26.659004306793214,26.663086032867433,26.661045169830324,0.21032169810645168,0.4586084365844698
11.0,0.0,0.0,27.11927547454834,26.744650077819824,26.771663761138917,26.75815691947937,0.13040661081510052,0.3611185550689697
12.0,0.0,0.0,27.053698539733887,26.863570404052734,26.854744911193848,26.859157657623292,0.037846154812368145,0.19454088211059428
13.0,0.0,0.0,26.927014541625976,26.915975666046144,26.903472328186034,26.90972399711609,0.00029896292944838295,0.017290544509886985
14.0,0.0,0.0,27.079090690612794,26.959031200408937,26.966791534423827,26.962911367416382,0.013497635138376485,0.11617932319641255
15.0,0.0,0.0,27.13162326812744,27.02429332733154,27.02136449813843,27.022828912734987,0.011836211765259723,0.10879435539245463
16.0,0.0,0.0,27.10333385467529,27.002375507354735,27.02648229598999,27.014428901672364,0.007904090668452757,0.08890495300292756
17.0,0.0,0.0,27.037564849853517,27.022816848754882,27.041743183135985,27.032280015945435,2.7929469436010785e-05,0.005284833908081765
18.0,0.0,0.0,27.06968984603882,27.053821086883545,27.040671157836915,27.047246122360228,0.0005037207325609782,0.02244372367859171
19.0,0.0,0.0,27.08616704940796,27.048255348205565,27.046800518035887,27.047527933120726,0.0014929813074582492,0.038639116287232156
20.0,0.0,0.0,27.077011585235596,27.0759859085083,27.06111660003662,27.06855125427246,7.157720000578885e-05,0.008460330963135476
21.0,0.0,0.0,27.02660913467407,27.07766342163086,27.038790035247803,27.05822672843933,0.0009996722355048865,0.03161759376525808
22.0,0.0,0.0,27.075360679626463,27.043906021118165,27.0329550743103,27.038430547714235,0.0013638346430546054,0.0369301319122286
23.0,0.0,0.0,27.068368911743164,27.042856788635255,27.052339172363283,27.04759798049927,0.0004314315847386161,0.020770931243895063
24.0,0.0,0.0,27.037242794036864,27.09714593887329,27.082253551483156,27.089699745178223,0.0027517317230469087,0.05245695114135884
25.0,0.0,0.0,27.00111656188965,27.06198215484619,27.025994873046876,27.043988513946534,0.0018380042731678259,0.042871952056884766
