Epoch	AverageEpRet	StdEpRet	MaxEpRet	MinEpRet	AverageTestEpRet	StdTestEpRet	MaxTestEpRet	MinTestEpRet	EpLen	TestEpLen	TotalEnvInteracts	AverageQ1Vals	StdQ1Vals	MaxQ1Vals	MinQ1Vals	AverageQ2Vals	StdQ2Vals	MaxQ2Vals	MinQ2Vals	LossPi	LossQ	LossFinal	Time
1	138.59966	6.8391232	145.56538	130.2235	214.63461	82.66681	270.11307	21.592442	1000.0	1000.0	3999	0.69910353	0.5619054	7.895733	-2.2039013	0.69902086	0.56189626	7.5950556	-2.22162	-0.8505583	0.017450847	0.017450847	64.45020794868469
2	136.21103	6.3570986	144.33804	126.58536	190.19473	109.045906	265.56357	21.037659	1000.0	1000.0	7999	3.0768695	1.2251525	15.271413	0.37317893	3.077005	1.2248931	15.175747	0.46502507	-3.41314	0.029321773	0.029321773	142.73538947105408
3	194.26959	67.274734	265.32748	114.03564	83.75854	99.11327	284.518	21.57227	1000.0	1000.0	11999	6.911518	2.26981	18.611412	-0.1460095	6.9115877	2.270302	18.36893	0.05909285	-7.4219446	0.08612526	0.08612526	221.86018681526184
4	130.49924	48.561226	197.56708	60.305317	236.62553	70.75357	354.2633	148.25552	1000.0	1000.0	15999	11.469369	2.6337461	20.67384	2.452001	11.469349	2.6339867	20.556948	2.6847126	-12.052861	0.1701585	0.1701585	307.4541826248169
5	187.1897	79.924	324.65054	133.07642	156.07315	14.114461	170.98018	134.59587	1000.0	1000.0	19999	13.657988	3.7927663	27.986105	4.6341667	13.658017	3.7927783	27.675583	4.5777926	-14.041903	0.10494389	0.10494389	393.5457818508148
6	200.79095	40.201557	266.11658	167.58943	236.07434	84.73375	405.93948	161.16452	1000.0	1000.0	23999	15.076587	3.912026	37.680573	6.349647	15.076536	3.9120421	38.38954	6.418542	-15.309067	0.090605035	0.090605035	476.02663588523865
7	168.30692	3.9406893	175.02002	164.97165	236.04631	125.605644	534.3483	164.71654	1000.0	1000.0	27999	16.32418	4.9280944	40.037346	6.9655147	16.324213	4.928122	40.65267	7.1210256	-16.740767	0.16375718	0.16375718	562.9578716754913
8	204.16681	120.54244	405.7667	89.95317	203.55357	44.169895	299.03513	156.88716	1000.0	1000.0	31999	18.835737	7.16682	42.120316	7.501015	18.835678	7.1670275	42.819885	7.5665197	-19.318161	0.22338527	0.22338527	649.5661640167236
9	177.84485	59.116	241.7298	85.208046	152.4398	18.783178	188.12286	134.27052	1000.0	1000.0	35999	20.160847	8.633464	47.318966	8.158593	20.160872	8.633647	44.747665	7.944694	-20.48896	0.18397534	0.18397534	731.3334336280823
10	240.30162	93.58476	365.64465	134.63988	185.371	25.635468	250.83302	162.23361	1000.0	1000.0	39999	20.910822	9.248955	44.764236	8.732015	20.910837	9.249111	44.07839	8.700132	-21.160845	0.15320566	0.15320566	816.9424676895142
11	167.64023	5.361359	176.56438	162.26164	211.449	43.02552	306.4057	162.33495	1000.0	1000.0	43999	21.123592	9.536688	43.910854	9.42935	21.12361	9.53684	46.547863	9.4911585	-21.338629	0.14182194	0.14182194	904.4603641033173
12	239.59586	108.766235	427.21628	168.40404	458.36905	313.64713	921.6773	166.58252	1000.0	1000.0	47999	21.34475	9.867986	46.04493	9.4514675	21.344786	9.868115	45.921623	9.316468	-21.571012	0.16653766	0.16653766	988.9935178756714
13	235.75061	101.24805	408.3677	161.32	332.43277	168.7498	589.4561	165.09587	1000.0	1000.0	51999	21.479694	10.325973	47.281002	9.237288	21.47965	10.326123	47.42706	9.160775	-21.697773	0.19265977	0.19265977	1072.7873816490173
14	202.7453	36.808018	263.95834	169.11565	302.71902	165.0484	768.18463	162.99469	1000.0	1000.0	55999	21.672094	10.747464	47.018547	8.976706	21.672108	10.747615	46.80309	7.6442585	-21.873632	0.22560018	0.22560018	1159.855174779892
15	210.64725	52.16559	297.50464	165.72336	500.12564	323.87546	966.5075	161.61493	1000.0	1000.0	59999	21.598703	10.900503	48.443604	8.9460945	21.598658	10.900679	48.782513	8.780204	-21.79982	0.19978802	0.19978802	1248.1785335540771
