Epoch	AverageEpRet	StdEpRet	MaxEpRet	MinEpRet	AverageTestEpRet	StdTestEpRet	MaxTestEpRet	MinTestEpRet	EpLen	TestEpLen	TotalEnvInteracts	AverageQVals	StdQVals	MaxQVals	MinQVals	LossPi	LossQ	Time
1	32.797516	2.3695037	35.670982	30.160088	39.971382	13.363923	48.83886	5.6897593	1000.0	1000.0	3999	0.4285027	0.37633803	3.162146	-2.5919404	-0.50491196	0.0052574226	53.49826002120972
2	29.713457	1.1716001	31.072886	27.956268	35.19117	18.683125	49.047188	4.357465	1000.0	1000.0	7999	4.7137327	2.6590636	15.22945	0.6243291	-5.174611	0.02903563	121.05355095863342
3	41.41384	9.356016	52.934288	31.846375	14.700468	20.221495	55.28575	3.6342053	1000.0	1000.0	11999	14.578376	3.9131842	23.0653	-1.1260574	-15.204605	0.080984846	189.56416702270508
4	51.706696	17.45291	81.175095	36.411247	36.745758	12.349432	49.348763	4.561426	1000.0	1000.0	15999	18.508554	1.6744457	24.547749	9.119205	-18.765633	0.07610222	257.5494472980499
5	37.384155	7.0382633	43.882202	25.60399	26.024832	17.28545	51.033566	4.6151624	1000.0	1000.0	19999	19.904228	1.6342655	28.808527	14.267806	-20.10295	0.045647725	324.15602016448975
6	33.585545	9.422169	45.748104	24.392939	24.936316	9.096401	42.315147	11.171343	1000.0	1000.0	23999	21.188412	2.3716664	32.64812	15.104593	-21.472977	0.050862692	393.10739612579346
7	56.675568	29.405193	101.32101	19.836836	139.41466	19.291447	172.27495	113.07562	1000.0	1000.0	27999	22.65137	2.701178	34.666634	16.581188	-22.903078	0.04761834	461.520446062088
8	64.50278	23.781807	103.63244	40.884796	100.94946	25.95643	128.50566	53.30497	1000.0	1000.0	31999	23.451893	2.8389223	33.360184	19.076931	-23.633877	0.042984847	529.4355101585388
9	108.39714	12.75062	127.698326	92.11404	97.62926	42.584255	144.20746	49.566483	1000.0	1000.0	35999	23.072403	2.7893476	32.326935	18.918407	-23.233118	0.046747208	598.1704442501068
10	122.98656	42.478016	158.23814	50.47601	156.86234	23.435818	178.018	111.70841	1000.0	1000.0	39999	22.29587	2.645277	31.899366	17.594177	-22.436596	0.042796876	665.8147597312927
11	166.6066	6.653382	174.5007	159.26512	156.81018	8.37084	168.10904	143.6514	1000.0	1000.0	43999	21.867952	2.2848845	33.67309	17.442865	-22.008547	0.051771957	738.3347814083099
12	157.93205	16.567701	175.59903	131.14066	160.90005	29.244413	197.8706	109.787415	1000.0	1000.0	47999	21.539915	2.5221596	40.07135	17.343315	-21.696547	0.063209854	807.5414574146271
13	143.30615	31.03495	175.34802	91.93368	141.00188	29.953814	168.978	81.07963	1000.0	1000.0	51999	22.115194	3.7476163	47.230713	17.089527	-22.309523	0.09982463	876.3490817546844
14	205.4968	36.940384	254.97786	153.28877	90.113174	18.96499	116.89593	65.68188	1000.0	1000.0	55999	23.30059	5.3002386	47.75305	17.099957	-23.508234	0.14591388	945.4789040088654
15	108.83238	65.17628	203.53069	20.941648	184.50632	62.586117	351.31982	131.58171	1000.0	1000.0	59999	25.617647	7.127357	56.81393	17.465405	-25.998503	0.30504963	1013.0203161239624
16	100.31641	49.622963	176.6914	41.03135	205.58118	101.44581	409.01096	100.22201	1000.0	1000.0	63999	32.687393	6.3202324	57.436977	19.42277	-33.302834	0.49720296	1083.2536413669586
17	149.7001	93.99042	255.58984	14.158456	81.87532	83.319405	234.88277	18.30476	1000.0	1000.0	67999	38.062607	4.27691	58.15249	24.11504	-38.53798	0.3486056	1155.790605545044
18	207.32744	121.16213	381.18674	64.89817	315.41116	167.72296	463.76126	10.352192	1000.0	1000.0	71999	39.141663	4.3151345	64.46414	30.357267	-39.409733	0.26838386	1227.6996974945068
19	342.3573	119.474	496.12628	218.62057	279.09515	231.22264	568.34326	14.313648	1000.0	1000.0	75999	40.885876	4.9492126	64.17139	31.746147	-41.421947	0.37328613	1300.5953044891357
20	328.31543	155.01222	465.1573	82.15932	281.86813	204.19348	543.8184	49.39441	1000.0	1000.0	79999	43.597866	4.5459294	64.97027	31.899384	-43.902615	0.32502136	1375.4167973995209
21	478.007	81.880974	576.9584	358.33548	526.1536	49.911175	582.1073	430.91162	1000.0	1000.0	83999	43.256424	6.497276	69.66665	32.412823	-43.569084	0.37577662	1450.1361985206604
22	578.2066	45.023014	630.49414	506.24652	627.05695	32.440945	676.8924	561.324	1000.0	1000.0	87999	45.50769	7.9585805	75.73852	31.32813	-45.965317	0.56528723	1522.8646492958069
23	670.8213	18.133633	689.7729	651.7011	795.35284	37.050888	852.25055	742.4004	1000.0	1000.0	91999	49.641254	8.3478155	77.199295	31.546926	-50.164173	0.6650579	1597.8936250209808
24	758.65344	88.54492	854.0496	641.0342	499.90543	173.50542	773.36035	253.19928	1000.0	1000.0	95999	54.18555	9.129155	83.069756	36.491283	-54.773777	0.7565814	1673.863798379898
25	586.01794	266.06702	862.3792	184.18309	572.73395	295.1776	796.99554	56.249428	1000.0	1000.0	99999	62.137154	7.925632	88.3953	40.44349	-62.92589	0.9316487	1749.8186519145966
26	641.53314	341.01627	862.5723	51.45455	470.79852	393.34875	897.73816	71.87471	1000.0	1000.0	103999	65.57597	8.197936	91.532364	45.38739	-66.01699	0.73108506	1826.6122817993164
27	678.4988	334.0832	896.0359	100.93065	834.02405	53.008415	884.6756	704.0779	1000.0	1000.0	107999	65.87933	11.686311	97.23086	46.97709	-66.33539	0.84035695	1901.6117131710052
28	728.99493	42.841484	796.0877	685.34375	768.44354	50.997204	824.3478	678.19965	1000.0	1000.0	111999	69.44209	12.879484	100.48568	45.600956	-70.13647	1.1694266	1978.3124041557312
29	633.58484	349.36725	852.59906	28.913263	565.6584	439.169	949.2398	27.606699	1000.0	1000.0	115999	76.25728	10.256913	100.17374	49.12851	-77.089905	1.1167799	2054.5423126220703
30	635.05994	348.6855	876.45074	32.837524	706.32556	194.75574	958.68066	428.5084	1000.0	1000.0	119999	79.54486	8.9542465	104.01897	56.13333	-79.990326	0.8689698	2132.3749418258667
31	851.4038	9.031652	859.0175	836.3586	885.90497	38.777428	930.6542	796.0383	1000.0	1000.0	123999	78.87506	12.311701	109.04164	54.791122	-79.38716	1.0220683	2208.03168964386
32	851.24347	71.00426	945.4296	745.35645	914.0129	29.445547	941.33636	843.0167	1000.0	1000.0	127999	82.18276	11.990633	108.42225	53.3758	-82.87541	1.0995327	2284.645538330078
33	859.38464	40.901108	894.0238	790.08496	911.35516	19.543148	936.4976	871.5503	1000.0	1000.0	131999	85.01378	10.923056	108.289764	52.39815	-85.585686	1.0489149	2365.4731590747833
34	920.8146	10.6192255	939.0339	913.4858	907.9943	44.600044	956.33905	804.11725	1000.0	1000.0	135999	85.81997	11.532478	108.65131	58.08283	-86.27184	0.8767954	2444.8829996585846
35	871.89825	35.77252	905.07983	815.4702	603.5836	395.94238	944.5898	17.823975	1000.0	1000.0	139999	86.58979	12.505196	108.29308	57.493027	-87.30366	0.9862825	2523.712265253067
36	751.4425	166.94487	911.57825	474.39508	915.1168	58.155323	966.55743	750.2798	1000.0	1000.0	143999	89.74795	9.865304	109.01663	61.058247	-90.191284	0.8168133	2604.902764558792
37	889.0836	6.0000076	895.1741	880.36664	922.17706	33.054787	960.5133	862.2919	1000.0	1000.0	147999	88.16393	12.347607	109.17711	62.264217	-88.64691	0.8729609	2684.2670278549194
38	897.78174	33.602917	955.008	870.07214	890.05945	32.18337	923.5432	814.1817	1000.0	1000.0	151999	90.04698	11.072944	109.1873	60.057636	-90.58364	1.0235506	2764.1660401821136
