Epoch	AverageEpRet	StdEpRet	MaxEpRet	MinEpRet	AverageTestEpRet	StdTestEpRet	MaxTestEpRet	MinTestEpRet	EpLen	TestEpLen	TotalEnvInteracts	AverageQVals	StdQVals	MaxQVals	MinQVals	LossPi	LossQ	Time
1	0.25	0.4330127	1.0	0.0	0.0	0.0	0.0	0.0	1000.0	1000.0	3999	0.15896639	0.05578424	0.84940386	-0.7754457	-0.17420691	0.00031494873	45.4234254360199
2	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1000.0	1000.0	7999	0.2351861	0.03381292	1.5877854	0.05181043	-0.2427775	5.9077083e-05	103.534499168396
3	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1000.0	1000.0	11999	0.25191715	0.028925663	1.6426308	0.18971962	-0.25164866	2.1988293e-05	162.4681441783905
4	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1000.0	1000.0	15999	0.18153842	0.020313038	1.6992638	0.15182644	-0.18077989	8.179841e-06	221.62420392036438
5	0.0	0.0	0.0	0.0	1.8	2.8913662	8.0	0.0	1000.0	1000.0	19999	0.1448805	0.011928623	1.615224	0.113646954	-0.1449326	3.3682736e-05	280.35648918151855
6	0.0	0.0	0.0	0.0	0.8	1.8330302	6.0	0.0	1000.0	1000.0	23999	0.11943036	0.011731395	1.5404898	0.107708015	-0.11948745	2.4916066e-05	340.1368086338043
7	0.0	0.0	0.0	0.0	0.3	0.90000004	3.0	0.0	1000.0	1000.0	27999	0.0990044	0.0099541815	1.6893824	0.059361476	-0.09903059	2.3413204e-05	399.85116267204285
8	0.0	0.0	0.0	0.0	1.9	3.8587565	11.0	0.0	1000.0	1000.0	31999	0.081908345	0.0065424903	1.4295335	0.057098493	-0.08194008	5.5287703e-05	460.1256363391876
9	1.25	2.1650636	5.0	0.0	3.0	5.7965508	19.0	0.0	1000.0	1000.0	35999	0.06929196	0.0041988976	1.4555795	0.06347393	-0.06929642	0.00017756497	520.8918962478638
10	3.0	3.082207	7.0	0.0	3.9	6.394529	16.0	0.0	1000.0	1000.0	39999	0.060537796	0.0022852777	0.066573754	0.055952724	-0.06053639	0.0002481799	581.9118499755859
11	6.0	4.0620193	11.0	0.0	1.4	4.2000003	14.0	0.0	1000.0	1000.0	43999	0.057770252	0.0013364657	0.06332698	0.054861665	-0.05777095	0.0006507949	643.2969164848328
12	0.0	0.0	0.0	0.0	2.5	3.981206	11.0	0.0	1000.0	1000.0	47999	0.062211383	0.0018585972	0.06735794	0.05791694	-0.062213864	0.00089799176	705.0453975200653
