Checkpoint,Return,Undiscounted Return,Soft Return,Q1,Q2,AvgQ,MSE,MAE
1.0,0.0,0.0,27.146272373199462,9.244654846191406,9.212946271896362,9.228800559043885,321.0357962110595,17.917471814155576
2.0,0.0,0.0,27.07293643951416,15.876639080047607,15.870917463302613,15.87377827167511,125.42114366827606,11.199158167839048
3.0,0.0,0.0,27.077058219909667,19.946380519866942,19.932037925720216,19.93920922279358,50.94888830563114,7.1378489971160874
4.0,0.0,0.0,27.017666244506835,22.618045330047607,22.613461112976076,22.61575322151184,19.376838262012917,4.401913022994993
5.0,0.0,0.0,26.999145793914796,24.15627212524414,24.163727283477783,24.159999704360963,8.060750517828817,2.8391460895538323
6.0,0.0,0.0,27.021653270721437,25.158366203308105,25.123128795623778,25.14074749946594,3.5378065203422295,1.8809057712554953
7.0,0.0,0.0,27.0637996673584,25.75805797576904,25.75284585952759,25.755451917648315,1.71177383417144,1.3083477497100837
8.0,0.0,0.0,27.01828908920288,26.154631042480467,26.151279163360595,26.152955102920533,0.7488029078152987,0.8653339862823479
9.0,0.0,0.0,27.109300899505616,26.407450103759764,26.422011375427246,26.414730739593505,0.48242770704033516,0.6945701599121108
10.0,0.0,0.0,27.08478479385376,26.56868906021118,26.577740955352784,26.573215007781982,0.26170364602152474,0.511569786071778
11.0,0.0,0.0,27.001756191253662,26.734628200531006,26.716245079040526,26.725436639785766,0.07635249452341934,0.2763195514678962
12.0,0.0,0.0,27.074358463287354,26.76998977661133,26.772213077545167,26.771101427078246,0.09196483001033173,0.30325703620910716
13.0,0.0,0.0,27.09609375,26.82913179397583,26.82821445465088,26.828673124313354,0.07151379104263773,0.26742062568664693
14.0,0.0,0.0,27.02307233810425,26.911254787445067,26.92630786895752,26.918781328201295,0.010876614746578219,0.10429100990295481
15.0,0.0,0.0,27.0195104598999,26.89933099746704,26.920395374298096,26.909863185882568,0.012022524699432324,0.10964727401733398
16.0,0.0,0.0,27.01079053878784,26.900534248352052,26.944495582580565,26.92251491546631,0.0077925856728050915,0.08827562332153249
17.0,0.0,0.0,27.194110107421874,27.014982509613038,27.01576738357544,27.01537494659424,0.03194625771608066,0.1787351608276353
18.0,0.0,0.0,26.96638116836548,27.046728229522706,27.043367004394533,27.04504761695862,0.006188410134257083,0.07866644859313965
19.0,0.0,0.0,27.092189216613768,27.029590702056886,27.02777166366577,27.028681182861327,0.004033270351101237,0.0635080337524414
20.0,0.0,0.0,27.097812843322753,27.075070190429688,27.05213632583618,27.063603258132936,0.0011702957188593605,0.034209585189817204
21.0,0.0,0.0,27.098565769195556,27.045658302307128,27.036104202270508,27.04088125228882,0.0033275034907635287,0.05768451690673615
22.0,0.0,0.0,27.0508150100708,27.045178604125976,27.04723176956177,27.04620518684387,2.1250470183531434e-05,0.004609823226928711
23.0,0.0,0.0,27.11736125946045,27.038029193878174,27.04991931915283,27.043974256515504,0.005385652201241243,0.07338700294494416
24.0,0.0,0.0,27.054643154144287,27.024262142181396,27.0295241355896,27.026893138885498,0.0007700633468630258,0.027750015258789062
25.0,0.0,0.0,27.144316577911376,27.04338607788086,27.032712745666505,27.03804941177368,0.011292710598936386,0.1062671661376946
26.0,0.0,0.0,27.11216468811035,27.12653293609619,27.11221981048584,27.119376373291015,5.200840314500965e-05,0.0072116851806640625
27.0,0.0,0.0,27.04392251968384,27.09448823928833,27.093852043151855,27.094170141220093,0.002524823470050634,0.05024762153625417
28.0,0.0,0.0,27.04678077697754,27.093671607971192,27.09015417098999,27.09191288948059,0.002036907578988057,0.04513211250305105
29.0,0.0,0.0,27.052885723114013,27.030708217620848,27.030577659606934,27.03064293861389,0.0004947414623188706,0.02224278450012207
30.0,0.0,0.0,27.101567268371582,27.118743324279784,27.141627883911134,27.13018560409546,0.0008190091396045318,0.028618335723876953
31.0,0.0,0.0,27.04623203277588,27.080876731872557,27.058965492248536,27.06992111206055,0.0005611724773553188,0.02368907928466868
32.0,0.0,0.0,27.07888708114624,27.095931816101075,27.09590902328491,27.095920419692995,0.0002901346220482992,0.01703333854675293
33.0,0.0,0.0,27.095416355133057,27.0983793258667,27.08658685684204,27.09248309135437,8.604036395354342e-06,0.0029332637786865234
34.0,0.0,0.0,27.09941177368164,27.090744304656983,27.072038078308104,27.081391191482545,0.0003247413827943745,0.01802058219909597
35.0,0.0,0.0,27.003776836395264,27.039603805541994,27.045995712280273,27.042799758911134,0.0015227884816795267,0.03902292251586914
36.0,0.0,0.0,27.008900451660157,27.089977741241455,27.088818645477296,27.089398193359376,0.006479886418674141,0.08049774169921875
37.0,0.0,0.0,26.971275806427002,27.07790002822876,27.085563945770264,27.08173198699951,0.012200567826666727,0.11045618057250906
38.0,0.0,0.0,27.04191780090332,27.105110454559327,27.105306243896486,27.105208349227905,0.0040056935072265345,0.06329054832458425
39.0,0.0,0.0,27.096227073669432,27.092884254455566,27.09168472290039,27.09228448867798,1.554397641483003e-05,0.0039425849914529465
40.0,0.0,0.0,27.115827655792238,27.11703758239746,27.115213775634764,27.116125679016115,8.881784197001252e-08,0.0002980232238769531
41.0,0.0,0.0,27.030131530761718,27.127788066864014,27.13556365966797,27.13167586326599,0.0103112514637381,0.10154433250427175
42.0,0.0,0.0,27.06517086029053,27.124872779846193,27.11608304977417,27.12047791481018,0.0030588702796397475,0.0553070545196519
43.0,0.0,0.0,27.044828128814697,27.088609313964845,27.08602657318115,27.087317943572998,0.0018053843581947752,0.04248981475830149
44.0,0.0,0.0,27.113887310028076,27.114630889892577,27.100840759277343,27.10773582458496,3.7840773156867376e-05,0.006151485443115945
45.0,0.0,0.0,27.048689460754396,27.112053871154785,27.11666955947876,27.11436171531677,0.004312845019305489,0.0656722545623758
46.0,0.0,0.0,27.02201852798462,27.116608238220216,27.112652206420897,27.114630222320557,0.008576925927772854,0.09261169433593608
47.0,0.0,0.0,27.24348020553589,27.076412010192872,27.08070125579834,27.078556632995607,0.027199784779449586,0.16492357254028178
