Epoch	AverageEpRet	StdEpRet	MaxEpRet	MinEpRet	AverageTestEpRet	StdTestEpRet	MaxTestEpRet	MinTestEpRet	EpLen	TestEpLen	TotalEnvInteracts	AverageQVals	StdQVals	MaxQVals	MinQVals	LossPi	LossQ	Time
1	0.0	0.0	0.0	0.0	4.4	13.2	44.0	0.0	1000.0	1000.0	3999	0.015303749	0.051657937	0.2055364	-0.38334733	-0.026300717	4.76062e-05	39.969099283218384
2	20.75	20.753012	42.0	0.0	0.0	0.0	0.0	0.0	1000.0	1000.0	7999	0.3772537	0.4983988	8.646404	-0.07713411	-0.4156289	0.0020267752	103.17399764060974
3	0.0	0.0	0.0	0.0	0.4	0.8	2.0	0.0	1000.0	1000.0	11999	1.570299	1.1782091	13.483222	-7.3531375	-1.6632859	0.0076195477	171.8604724407196
4	0.0	0.0	0.0	0.0	0.3	0.64031243	2.0	0.0	1000.0	1000.0	15999	2.08554	2.3178828	22.105577	-2.991669	-2.1256998	0.0041941535	238.44163632392883
5	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1000.0	1000.0	19999	4.212179	14.49322	170.60432	-2.5991068	-4.2932544	0.02519813	296.0761544704437
6	1.0	1.7320508	4.0	0.0	11.2	33.600002	112.0	0.0	1000.0	1000.0	23999	17.130234	32.27299	163.47798	-2.0541604	-17.256237	0.028735649	364.46819257736206
7	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1000.0	1000.0	27999	24.318254	32.85348	136.76164	-1.9442275	-24.414383	0.020143338	428.560653924942
8	0.0	0.0	0.0	0.0	0.8	1.2489996	3.0	0.0	1000.0	1000.0	31999	26.493305	28.911427	113.09527	-2.0620794	-26.559605	0.014991684	492.56371331214905
9	1.0	1.7320508	4.0	0.0	9.5	26.87471	90.0	0.0	1000.0	1000.0	35999	26.238976	24.445292	93.64381	-1.4047785	-26.287292	0.016546119	565.0040044784546
10	0.0	0.0	0.0	0.0	8.7	25.11593	84.0	0.0	1000.0	1000.0	39999	24.573263	20.264719	77.81719	-1.4561931	-24.593885	0.013915705	634.5708737373352
11	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1000.0	1000.0	43999	22.125328	16.670853	64.64212	-1.1887844	-22.132076	0.015920935	701.8866391181946
12	0.0	0.0	0.0	0.0	20.2	41.801437	125.0	0.0	1000.0	1000.0	47999	19.340973	13.586726	53.07112	-1.40682	-19.343433	0.010557804	764.9919214248657
13	0.0	0.0	0.0	0.0	11.7	34.438496	115.0	0.0	1000.0	1000.0	51999	16.705946	11.028607	44.19506	-1.3006635	-16.699331	0.0106262015	828.3793513774872
14	28.75	49.79646	115.0	0.0	0.2	0.59999996	2.0	0.0	1000.0	1000.0	55999	14.193531	9.037847	36.17	-1.6751572	-14.182135	0.011959521	893.0874211788177
15	0.0	0.0	0.0	0.0	11.1	33.3	111.0	0.0	1000.0	1000.0	59999	11.97056	7.45997	29.85365	-1.2879708	-11.956477	0.010835966	961.4178509712219
16	0.0	0.0	0.0	0.0	0.2	0.59999996	2.0	0.0	1000.0	1000.0	63999	9.988032	6.2006965	24.484917	-1.2616205	-9.973983	0.010467925	1039.1767735481262
17	0.0	0.0	0.0	0.0	1.2	1.8330302	4.0	0.0	1000.0	1000.0	67999	8.27878	5.0826516	20.005653	-1.1979074	-8.265246	0.010598638	1123.2340919971466
18	0.75	1.299038	3.0	0.0	0.0	0.0	0.0	0.0	1000.0	1000.0	71999	6.8317437	4.1289706	16.653868	-0.89376473	-6.818079	0.00792668	1209.785635471344
19	1.0	1.7320508	4.0	0.0	12.3	36.9	123.0	0.0	1000.0	1000.0	75999	5.6141624	3.3381395	13.30676	-0.92422205	-5.6019983	0.007427068	1296.8509500026703
20	0.0	0.0	0.0	0.0	0.4	0.9165151	3.0	0.0	1000.0	1000.0	79999	4.5929418	2.6746874	11.048549	-0.81087005	-4.5824943	0.0071971454	1382.4974892139435
21	25.0	40.466034	95.0	0.0	0.0	0.0	0.0	0.0	1000.0	1000.0	83999	3.7567403	2.134452	8.8967085	-0.64479566	-3.7476506	0.007068615	1470.6612634658813
22	0.0	0.0	0.0	0.0	0.6	1.2	3.0	0.0	1000.0	1000.0	87999	3.0747218	1.6924183	7.6013856	-1.1501462	-3.0673344	0.007860722	1559.3350298404694
23	1.0	1.7320508	4.0	0.0	8.3	24.9	83.0	0.0	1000.0	1000.0	91999	2.5324352	1.3385874	5.904407	-0.65563214	-2.5264022	0.0073566455	1646.8305535316467
24	20.75	35.940056	83.0	0.0	0.3	0.90000004	3.0	0.0	1000.0	1000.0	95999	2.1110914	1.0580565	5.932846	-0.33502987	-2.1067364	0.007443133	1733.6606249809265
25	0.0	0.0	0.0	0.0	0.3	0.90000004	3.0	0.0	1000.0	1000.0	99999	1.7850097	0.83851826	5.097051	-0.49117038	-1.7821062	0.007012122	1820.03652882576
26	0.0	0.0	0.0	0.0	0.5	1.5	5.0	0.0	1000.0	1000.0	103999	1.5259379	0.6657596	5.1984277	-0.52836716	-1.5247005	0.0069355657	1904.4528186321259
27	0.0	0.0	0.0	0.0	0.4	1.1999999	4.0	0.0	1000.0	1000.0	107999	1.3323982	0.5257964	6.9503903	-0.8153216	-1.3326651	0.006409778	1989.0679965019226
28	30.75	53.260563	123.0	0.0	11.4	32.888294	110.0	0.0	1000.0	1000.0	111999	1.1815221	0.42123112	5.9298787	-0.66090196	-1.181511	0.0066460804	2073.5857820510864
29	0.0	0.0	0.0	0.0	0.4	0.91651505	3.0	0.0	1000.0	1000.0	115999	1.0567372	0.38160917	5.567123	-1.3532279	-1.0567975	0.00690828	2158.787971496582
30	19.75	34.208004	79.0	0.0	0.0	0.0	0.0	0.0	1000.0	1000.0	119999	0.96786046	0.38349393	6.3733478	-0.83492744	-0.9686762	0.0072486545	2244.6734223365784
31	30.0	51.961525	120.0	0.0	13.7	41.1	137.0	0.0	1000.0	1000.0	123999	0.901017	0.4075005	6.3966875	-1.0238783	-0.90153104	0.008269156	2331.150313138962
32	0.0	0.0	0.0	0.0	0.4	1.1999999	4.0	0.0	1000.0	1000.0	127999	0.8645535	0.45562565	7.2345853	-1.221127	-0.8656328	0.0088555245	2417.4608018398285
33	0.0	0.0	0.0	0.0	12.7	36.122158	121.0	0.0	1000.0	1000.0	131999	0.83565825	0.50765646	7.395673	-1.9103911	-0.8365845	0.008116836	2502.2907164096832
34	0.0	0.0	0.0	0.0	0.4	1.1999999	4.0	0.0	1000.0	1000.0	135999	0.8190115	0.53245604	6.852354	-2.071688	-0.82132864	0.008383193	2590.0228836536407
35	0.5	0.8660254	2.0	0.0	0.0	0.0	0.0	0.0	1000.0	1000.0	139999	0.8162175	0.5739513	7.248114	-2.5113592	-0.8187754	0.008365906	2678.691831111908
36	28.0	48.49742	112.0	0.0	0.5	1.5	5.0	0.0	1000.0	1000.0	143999	0.81055474	0.5973056	7.4018784	-2.623264	-0.81211036	0.009228507	2764.9528245925903
37	0.0	0.0	0.0	0.0	29.3	46.84453	117.0	0.0	1000.0	1000.0	147999	0.79683745	0.6174463	7.484436	-2.8085575	-0.79850453	0.008916651	2850.8254346847534
38	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1000.0	1000.0	151999	0.7783622	0.64702517	7.769648	-3.0285008	-0.7789722	0.009260706	2935.3119983673096
39	0.0	0.0	0.0	0.0	22.4	44.90924	119.0	0.0	1000.0	1000.0	155999	0.74949384	0.6883297	6.1277165	-3.2042718	-0.75055164	0.009830457	3021.6450250148773
40	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1000.0	1000.0	159999	0.7307191	0.70823103	6.3291645	-3.1630945	-0.7319267	0.01027549	3110.413565158844
41	0.0	0.0	0.0	0.0	5.4	16.199999	54.0	0.0	1000.0	1000.0	163999	0.73404163	0.7177117	6.701943	-2.9956129	-0.7363283	0.010132046	3199.185104370117
42	2.0	2.0	4.0	0.0	0.0	0.0	0.0	0.0	1000.0	1000.0	167999	0.7444023	0.72446173	6.6608577	-2.892096	-0.7452559	0.010215283	3283.9416193962097
43	0.75	1.299038	3.0	0.0	0.0	0.0	0.0	0.0	1000.0	1000.0	171999	0.70963764	0.720635	8.228792	-2.7639074	-0.710107	0.0092804115	3369.275892972946
44	0.0	0.0	0.0	0.0	3.9	10.143471	34.0	0.0	1000.0	1000.0	175999	0.6867704	0.7222233	8.950218	-3.030977	-0.68774587	0.009516392	3458.021168231964
