Epoch	AverageEpRet	StdEpRet	MaxEpRet	MinEpRet	AverageTestEpRet	StdTestEpRet	MaxTestEpRet	MinTestEpRet	EpLen	TestEpLen	TotalEnvInteracts	AverageQ1Vals	StdQ1Vals	MaxQ1Vals	MinQ1Vals	AverageQ2Vals	StdQ2Vals	MaxQ2Vals	MinQ2Vals	AverageLogPi	StdLogPi	MaxLogPi	MinLogPi	LossPi	LossQ	LossRetro	LossFinal	Time
1	305.21698	184.2943	504.15567	50.711082	4.5417385	0.32807434	4.961456	3.84395	605.8	20.0	3999	12.770244	6.641491	27.999468	-0.18682009	12.771459	6.64099	27.988018	-0.1115738	-5.367873	0.58785796	8.43642	-11.954729	-13.840906	0.49101824	1.8772957	2.368314	96.08369207382202
2	390.94516	193.87901	517.8062	5.575958	309.41748	68.40272	447.55188	234.93411	804.0	1000.0	7999	38.23668	8.356764	92.45672	8.9639845	38.23462	8.36048	93.986404	5.581624	-5.0052485	1.6656902	22.326668	-12.007252	-39.349373	2.132201	3.3635	5.4957013	249.18416786193848
3	293.16235	170.76662	506.64502	57.362183	243.20291	102.39011	396.37967	30.801744	690.4286	918.2	11999	73.82721	31.375217	571.4162	-8.429651	73.822266	31.37967	641.68445	0.10570179	0.63023096	7.838842	64.22537	-13.417473	-76.52343	21.296696	13.302206	34.598904	408.1478452682495
4	187.71	142.4138	378.47916	1.9176649	6.911841	1.2525345	9.342263	5.670564	587.5	20.5	15999	189.5576	104.71917	587.45624	19.22077	189.55284	104.72439	594.5788	12.982139	7.130186	5.2317367	56.26185	-15.167835	-194.85661	60.640255	29.148006	89.78827	537.7063751220703
5	368.65198	68.13166	459.43997	294.9041	445.8841	62.426853	568.26935	348.7548	1000.0	1000.0	19999	306.65344	112.85128	726.91693	-10.127204	306.6549	112.86045	752.39514	-1.3726623	7.3869023	5.1826687	50.65896	-14.281502	-311.1888	87.89413	31.986195	119.880325	695.1728730201721
6	407.9767	63.167015	505.1434	348.18494	363.13092	43.581303	475.72	317.9139	1000.0	1000.0	23999	362.5767	93.1079	641.8859	-6.248279	362.57376	93.109665	640.4538	-2.702811	6.6618276	5.187263	54.842037	-13.605892	-365.73062	77.60505	29.5841	107.18915	859.4978997707367
7	410.45886	77.32969	538.0756	330.07736	496.76382	82.4961	631.0122	308.70975	1000.0	1000.0	27999	376.80353	68.229095	601.4666	-12.351957	376.80783	68.22451	600.6094	-2.7561405	5.0525093	4.730236	53.077496	-14.68099	-379.3867	63.721558	26.034813	89.75638	1014.476001739502
8	380.73288	96.68578	525.8716	282.56396	384.99017	148.86942	535.948	91.973145	1000.0	850.5	31999	370.48172	54.246395	632.35785	-14.1597	370.48993	54.231396	634.6575	-3.209128	3.0613513	4.479426	49.50496	-17.296442	-372.42886	51.958706	23.05211	75.01082	1168.1481156349182
9	398.27817	108.337746	526.7425	236.24393	373.85715	76.937386	497.07568	270.29886	1000.0	1000.0	35999	356.4324	47.572735	646.5952	-45.186024	356.4418	47.5546	647.48035	-5.211192	2.357793	4.770311	39.856503	-15.757441	-358.04694	48.894497	22.303122	71.197624	1322.8782472610474
10	332.81995	66.84732	426.05002	262.23615	351.62128	32.767513	387.73706	258.2053	1000.0	1000.0	39999	345.98956	48.96407	569.18207	-29.828764	346.00635	48.921772	574.2552	-5.348944	2.5274246	4.4432344	38.041306	-14.900671	-347.5554	39.96063	21.250168	61.210796	1478.3620626926422
