Checkpoint,Return,Undiscounted Return,Soft Return,Q1,Q2,AvgQ,MSE,MAE
1.0,0.0,0.0,27.109012603759766,11.470720243453979,11.455761480331422,11.4632408618927,244.790173398606,15.645771741867065
2.0,0.0,0.0,26.650337886810302,19.719634437561034,19.707534790039062,19.713584613800048,48.11854597061847,6.936753273010254
3.0,0.01963555141789025,0.05,26.704452991485596,24.917711162567137,24.899538135528566,24.90862464904785,3.2249994355026956,1.7958283424377441
4.0,0.37408572951560404,1.15,26.468067359924316,28.132030487060547,28.078044128417968,28.10503730773926,2.679670610049259,1.6369699478149435
5.0,1.22791542449901,4.75,26.536054134368896,30.068858528137206,30.069924449920656,30.06939148902893,12.484472861835968,3.533337354660034
6.0,3.4164491258369614,26.35,25.2360631942749,31.72284917831421,31.559967708587646,31.641408443450928,41.02844776114189,6.405345249176026
7.0,4.064785718827635,39.1,23.049394607543945,34.4133378982544,34.42018089294434,34.416759395599364,129.21698222472222,11.367364788055419
8.0,4.330362082776243,13.75,14.829941844940185,35.87716503143311,35.9084358215332,35.892800426483156,443.6440116260783,21.06285858154297
9.0,6.319285020791425,41.75,24.555458307266235,37.52027359008789,37.53933219909668,37.52980289459229,168.3336174706768,12.974344587326051
10.0,4.57247568672185,26.5,21.605124473571777,38.76073303222656,38.75769176483154,38.75921239852905,294.26273253716494,17.154087924957274
11.0,12.735403868942772,100.35,27.35456829071045,40.56273174285889,40.48447208404541,40.52360191345215,173.4234465569013,13.169033622741697
12.0,7.46788180609038,11.75,19.477387070655823,41.40008735656738,41.32203197479248,41.36105966567993,478.8951262462092,21.88367259502411
13.0,14.338943590877232,99.4,22.556339693069457,43.197550773620605,43.14582862854004,43.171689701080325,424.9926559527937,20.615350008010868
14.0,17.866138164412,161.7,31.753979873657226,44.80247135162354,45.06212387084961,44.93229761123657,173.6680583925984,13.178317737579345
15.0,13.713060560008921,121.0,27.977265644073487,47.86823844909668,47.79362182617187,47.830930137634276,394.1679938228764,19.85366449356079
16.0,19.095964083657048,200.75,34.3741361618042,51.03999691009521,50.959448623657224,50.99972276687622,276.41012996275003,16.625586605072016
17.0,12.997891559246312,141.75,28.183932876586915,52.448073387145996,52.564564895629886,52.50631914138794,591.5784736141816,24.322386264801025
18.0,22.56779241220496,227.4,32.68362045288086,55.305404853820804,55.186015129089355,55.24570999145508,509.0478843466403,22.56208953857422
19.0,29.661594245165826,302.9,42.69230883717537,57.86191329956055,57.85002174377441,57.85596752166748,229.93654469977307,15.163658684492113
20.0,33.12360823015245,340.6,40.789726686477664,62.21296558380127,62.16605472564697,62.18951015472412,457.9507324878342,21.399783468246454
21.0,40.91376152283706,456.45,49.74706897735596,63.20703601837158,63.27540225982666,63.24121913909912,182.09208858767306,13.494150161743164
22.0,57.500339602987516,674.05,65.90670442581177,66.78139057159424,66.88761825561524,66.83450441360473,0.8608128173486277,0.9277999877929659
23.0,46.83857226184412,558.95,51.62453036308288,68.73597297668456,68.58351631164551,68.65974464416504,290.19852560238564,17.035214281082162
24.0,64.11935596409003,697.3,71.80186519622802,74.82711791992188,74.80303497314453,74.8150764465332,9.07944203896568,3.013211250305176
25.0,67.88460516704654,768.0,74.46373805999755,75.27835693359376,75.14591217041016,75.21213455200196,0.5600973092444965,0.7483964920044031
26.0,62.40561135405433,725.7,64.66021342277527,76.71748352050781,76.6142677307129,76.66587562561035,144.13592492858294,12.005662202835083
27.0,67.95917645183115,767.95,71.63020515441895,78.203617477417,77.9472526550293,78.07543506622315,41.54098861601564,6.445229911804205
28.0,70.05144053190419,796.2,71.9109561920166,78.88376541137696,78.637451171875,78.76060829162597,46.91773388568308,6.849652099609372
29.0,62.66949736841739,774.2,68.26285171508789,77.73383941650391,77.80326042175292,77.76854991912842,90.3582983462993,9.505698204040527
