Epoch	AverageEpRet	StdEpRet	MaxEpRet	MinEpRet	AverageTestEpRet	StdTestEpRet	MaxTestEpRet	MinTestEpRet	EpLen	TestEpLen	TotalEnvInteracts	AverageQVals	StdQVals	MaxQVals	MinQVals	LossPi	LossQ	Time
1	3.0250044	1.5737348	4.62022	1.3697661	0.45712486	0.042782087	0.53743625	0.4036767	1000.0	1000.0	3999	0.7181426	0.26196957	1.4440536	-0.3479569	-0.7907368	0.00069139054	44.75745606422424
2	3.7942524	1.0798535	5.415233	2.5482285	0.44132382	0.05497393	0.5291177	0.35689867	1000.0	1000.0	7999	2.7060208	1.223059	6.688761	0.6954078	-2.935075	0.0035907307	102.01286292076111
3	2.0766447	0.5959429	2.8740957	1.4471728	0.2739998	0.04246999	0.32907218	0.20340164	1000.0	1000.0	11999	7.9682384	2.3310852	16.736403	-2.4888244	-8.38549	0.030726315	159.9583306312561
4	2.013634	0.2828851	2.292431	1.5410094	0.602184	0.2275829	1.044781	0.35625142	1000.0	1000.0	15999	9.914976	1.7852442	17.004765	3.53938	-9.837873	0.013300787	218.54755687713623
5	2.0887527	0.22517802	2.4093866	1.7777113	0.6847572	0.2802369	1.2219698	0.37501395	1000.0	1000.0	19999	7.276964	0.5325983	10.35081	4.4922667	-7.283931	0.0027167676	277.27009296417236
6	2.1069033	0.2494676	2.486631	1.8104392	0.5559515	0.20804448	0.88608766	0.34458134	1000.0	1000.0	23999	6.185356	0.34367147	8.296289	4.683238	-6.1963253	0.0014254706	336.2105932235718
7	1.9252701	0.29898444	2.2672315	1.6102656	0.7528779	0.21627976	0.99928397	0.4275781	1000.0	1000.0	27999	5.254055	0.29340884	7.042473	4.351598	-5.261911	0.00075994903	395.089284658432
8	1.6908473	0.24967936	1.9824291	1.3965499	0.628448	0.22793287	0.9633762	0.38718802	1000.0	1000.0	31999	4.434345	0.2417732	5.8455315	3.3834217	-4.4373784	0.00034864276	454.1486430168152
9	1.8837745	0.52269465	2.756883	1.3702158	0.660262	0.30457306	1.2598002	0.33633164	1000.0	1000.0	35999	3.7325242	0.21871835	5.1243	3.2693248	-3.7366455	0.00020671051	514.3147976398468
10	2.0534933	0.22578438	2.4401147	1.8837897	0.59408695	0.21045713	0.8742791	0.3245669	1000.0	1000.0	39999	3.0960712	0.2024741	4.446864	2.683689	-3.0957496	0.000155732	575.2965302467346
11	2.1223824	0.21657208	2.3231874	1.7629184	0.5272261	0.19224615	0.88713425	0.33203673	1000.0	1000.0	43999	2.5710318	0.17063041	3.566259	2.2261167	-2.5716903	0.0001368898	636.1983652114868
12	2.0458565	0.1793802	2.2216284	1.7458965	0.49437588	0.15106808	0.88310283	0.29114157	1000.0	1000.0	47999	2.144835	0.16000451	2.9969838	1.8345106	-2.1449862	9.373161e-05	697.294420003891
13	1.8323938	0.0749546	1.9215885	1.7417021	0.49464315	0.11614202	0.8163537	0.41028506	1000.0	1000.0	51999	1.7769054	0.1363952	2.6528497	1.5139744	-1.7771133	7.077188e-05	758.2963075637817
14	1.7882476	0.28428677	2.1474855	1.37819	0.44695196	0.08395135	0.5808766	0.29324606	1000.0	1000.0	55999	1.4857272	0.13445434	2.4000258	1.249738	-1.4853175	6.6409346e-05	819.7843499183655
15	1.5360816	0.21909566	1.7873455	1.218132	0.6178259	0.2725944	1.1712502	0.37165034	1000.0	1000.0	59999	1.2363573	0.11809017	2.024547	1.0323019	-1.2357492	4.5995526e-05	881.500470161438
16	1.435575	0.08115902	1.5537817	1.3445185	0.27879518	0.008929974	0.29167268	0.262133	1000.0	1000.0	63999	1.707922	0.37818158	3.0356154	0.94335496	-1.735799	0.0002758326	944.1149597167969
17	1.4103514	0.018897854	1.4403082	1.3900796	0.27351004	0.013086669	0.28932634	0.24494648	1000.0	1000.0	67999	1.1469036	0.25687543	2.5625603	0.56909096	-1.1285238	0.0001660774	1010.7272529602051
18	1.3894318	0.075419396	1.4754024	1.269386	0.27855724	0.007795544	0.28594804	0.264683	1000.0	1000.0	71999	0.87005526	0.116188474	2.3070078	0.48190278	-0.8754035	7.4901385e-05	1080.7901344299316
19	1.3791417	0.07615003	1.4968773	1.2862073	0.28294194	0.010130051	0.29464442	0.26659545	1000.0	1000.0	75999	0.7327761	0.092814684	1.6643313	0.46556693	-0.73358357	6.0938903e-05	1152.0275864601135
20	1.3423212	0.064145036	1.4387815	1.2811528	0.27983278	0.008701328	0.2941024	0.26804236	1000.0	1000.0	79999	0.614001	0.09258327	1.879128	0.46219206	-0.6144982	7.811583e-05	1223.9041819572449
21	1.3924031	0.0444566	1.4577876	1.3499484	0.2810933	0.00727441	0.29125297	0.26743758	1000.0	1000.0	83999	0.6548948	0.16021194	1.3471965	0.42790216	-0.6599609	4.2201787e-05	1297.207921743393
22	2.7361329	0.8846195	3.6921732	1.3930694	1.5844489	0.119081385	1.7307311	1.383568	1000.0	1000.0	87999	0.6113781	0.17190005	1.8225635	0.37327927	-0.6356073	7.928243e-05	1371.0187842845917
23	2.7502756	0.12528645	2.8750143	2.5413046	1.4869282	0.10310173	1.6955242	1.3296826	1000.0	1000.0	91999	1.0059851	0.2138359	2.2317433	0.39684945	-1.0232707	0.00016560372	1445.506923675537
24	2.5644116	0.2392493	2.9633374	2.360465	1.4736925	0.111270666	1.6976787	1.2638657	1000.0	1000.0	95999	1.083635	0.28926313	2.2757635	0.27152067	-1.0926226	0.0001857407	1521.269671678543
25	2.5308294	0.10389632	2.6584048	2.3786783	1.4981562	0.11746727	1.6672481	1.2484262	1000.0	1000.0	99999	0.9987068	0.25059968	2.2365532	0.21007693	-1.0054749	0.00017165649	1598.383617401123
26	2.7591867	0.32981202	3.204962	2.3971066	1.5419639	0.17995906	1.801423	1.2194598	1000.0	1000.0	103999	1.0260504	0.34683713	2.7792368	0.12451124	-1.0375673	0.00022427374	1676.1943984031677
27	2.867093	0.29038408	3.2158923	2.4167075	1.4350663	0.11895831	1.635834	1.2252053	1000.0	1000.0	107999	0.94245416	0.36002737	2.5513368	0.057708383	-0.9410521	0.00019086605	1754.6270365715027
28	2.7076664	0.23687206	2.932273	2.3110297	1.4630976	0.08791511	1.5462884	1.2800393	1000.0	1000.0	111999	0.7665232	0.33257875	2.393495	-0.03915584	-0.76882106	0.00015825125	1834.16916847229
29	4.8797364	3.1400402	10.020901	2.0737183	16.361813	1.5677665	19.261965	13.329549	1000.0	1000.0	115999	0.86021006	0.3733482	2.5016618	-0.03302318	-0.8947373	0.00019882563	1912.495687007904
30	10.630283	4.791932	15.478273	3.9780564	4.176669	1.2417845	7.8315015	3.4803119	1000.0	1000.0	119999	1.8123702	0.44560316	3.4195197	0.24471045	-1.8818269	0.00039136602	1989.201336145401
31	11.72007	1.9442838	14.062114	8.732306	19.741367	4.617137	26.182678	12.5233555	1000.0	1000.0	123999	2.6641896	0.50624824	4.8328776	0.41259688	-2.730586	0.00054840447	2065.6282017230988
32	12.104307	1.7313491	13.693536	9.3224535	11.669572	3.218583	19.301718	8.763489	1000.0	1000.0	127999	3.566474	0.63643366	6.3462453	0.46824357	-3.6466322	0.00074228883	2142.219525575638
33	40.03058	14.717477	63.868385	25.767897	81.037865	25.348742	122.024475	41.14467	1000.0	1000.0	131999	4.6700277	0.9732209	12.645735	-0.509881	-4.8023944	0.0025509968	2218.4825987815857
34	62.400055	22.181782	79.54443	24.47141	24.423222	7.9210763	46.316628	15.249452	1000.0	1000.0	135999	6.2533607	1.2543331	15.25824	-0.19430983	-6.380561	0.0060880566	2294.4284999370575
35	63.36679	34.48236	115.60586	23.509811	27.194462	14.946005	54.046833	11.102892	1000.0	1000.0	139999	7.646782	1.4416679	16.695354	1.3858873	-7.788094	0.00772723	2370.248475074768
36	53.057827	31.507698	92.286446	18.345478	0.34736156	0.06411169	0.4970855	0.2740535	1000.0	1000.0	143999	9.24319	1.7530597	20.528711	2.9701424	-9.524839	0.014554308	2446.460945367813
37	64.104004	37.962543	128.70528	31.809929	52.644554	16.077745	75.12732	19.686245	1000.0	1000.0	147999	14.500643	1.7181125	23.159618	5.0678673	-14.846685	0.016233692	2522.113014936447
38	66.62973	46.30808	117.017525	13.525373	46.384922	22.921394	82.652565	15.077012	1000.0	1000.0	151999	16.235315	1.1372855	24.697525	11.03824	-16.39657	0.018011825	2597.706578731537
