Epoch	AverageEpRet	StdEpRet	MaxEpRet	MinEpRet	AverageTestEpRet	StdTestEpRet	MaxTestEpRet	MinTestEpRet	EpLen	TestEpLen	TotalEnvInteracts	AverageQ1Vals	StdQ1Vals	MaxQ1Vals	MinQ1Vals	AverageQ2Vals	StdQ2Vals	MaxQ2Vals	MinQ2Vals	AverageLogPi	StdLogPi	MaxLogPi	MinLogPi	LossPi	LossQ	LossFinal	Time
1	0.25	0.4330127	1.0	0.0	0.0	0.0	0.0	0.0	1000.0	1000.0	3999	1.9259492	1.0052408	6.3452578	-0.59806204	1.9259955	1.0052366	6.3407955	-0.7632311	-1.3626788	0.19701417	0.9246855	-6.950267	-2.1903203	0.0068250173	0.0068250173	138.95722365379333
2	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1000.0	1000.0	7999	5.68726	1.1614947	9.170559	2.7950823	5.687252	1.1615428	8.909646	2.8039575	-1.3660009	0.17531121	-0.3337257	-7.0011272	-5.9463224	0.007856738	0.007856738	321.3741834163666
3	0.25	0.4330127	1.0	0.0	0.0	0.0	0.0	0.0	1000.0	1000.0	11999	9.3303	0.9558075	11.5322275	6.6270833	9.330299	0.95578516	11.364158	6.291988	-1.3645833	0.17958115	-0.41279125	-6.170611	-9.585317	0.009364186	0.009364186	506.5434513092041
4	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1000.0	1000.0	15999	12.32382	0.80139697	14.517403	9.469534	12.323821	0.80141294	14.539101	9.599855	-1.3639692	0.18310294	0.6545837	-6.6517763	-12.579885	0.0101644425	0.0101644425	693.5870525836945
5	2.0	2.0	4.0	0.0	0.0	0.0	0.0	0.0	1000.0	1000.0	19999	14.811463	0.66441363	17.999664	12.54006	14.811465	0.66437817	17.789679	12.525868	-1.3640369	0.18319154	0.74761486	-5.5571437	-15.067027	0.011611109	0.011611109	882.4303424358368
6	1.0	1.7320508	4.0	0.0	0.0	0.0	0.0	0.0	1000.0	1000.0	23999	16.859236	0.55830467	19.98862	14.6167555	16.859232	0.5584203	19.96118	13.842584	-1.3651412	0.18090266	1.1332374	-7.7275257	-17.11704	0.0119917095	0.0119917095	1072.9379651546478
7	1.5	1.5	3.0	0.0	0.0	0.0	0.0	0.0	1000.0	1000.0	27999	18.561007	0.46792898	21.908802	14.738869	18.56101	0.4677628	21.969875	15.825513	-1.3651824	0.1791088	1.4303315	-7.0261545	-18.818712	0.013327654	0.013327654	1262.1626708507538
8	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1000.0	1000.0	31999	19.969576	0.39650154	23.725428	16.228167	19.969572	0.39652914	23.37839	16.363749	-1.3652841	0.17766279	1.8766012	-6.135063	-20.228827	0.013397532	0.013397532	1450.9227163791656
9	6.5	5.17204	14.0	0.0	0.0	0.0	0.0	0.0	1000.0	1000.0	35999	21.14107	0.3340528	26.2199	18.617012	21.141068	0.33420286	25.826145	18.530443	-1.3648391	0.1771606	2.592558	-5.4378223	-21.398556	0.015783386	0.015783386	1640.2096145153046
10	1.0	1.7320508	4.0	0.0	0.0	0.0	0.0	0.0	1000.0	1000.0	39999	22.112942	0.2887073	27.364424	20.268162	22.112947	0.2887955	28.207409	19.9773	-1.3643559	0.18644339	2.8381596	-6.1879005	-22.371624	0.019551085	0.019551085	1830.8617188930511
