Epoch	AverageEpRet	StdEpRet	MaxEpRet	MinEpRet	AverageTestEpRet	StdTestEpRet	MaxTestEpRet	MinTestEpRet	EpLen	TestEpLen	TotalEnvInteracts	AverageQ1Vals	StdQ1Vals	MaxQ1Vals	MinQ1Vals	AverageQ2Vals	StdQ2Vals	MaxQ2Vals	MinQ2Vals	LossPi	LossQ	LossFinal	Time
1	0.25	0.4330127	1.0	0.0	2.0	4.0	10.0	0.0	1000.0	1000.0	3999	-0.046432935	0.032029096	0.50773835	-0.7754457	-0.0464948	0.03221188	0.4679878	-0.8361953	0.04147679	0.00088491564	0.00088491564	61.61879205703735
2	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1000.0	1000.0	7999	-0.041627407	0.017097048	1.625145	-0.18515697	-0.041649267	0.017177975	1.3959218	-0.238247	0.039390013	0.00017500321	0.00017500321	140.60059070587158
3	2.5	4.3301272	10.0	0.0	0.0	0.0	0.0	0.0	1000.0	1000.0	11999	-0.024725502	0.031430174	1.6213363	-0.1428029	-0.024699122	0.03133531	1.9441491	-0.08410071	0.02109888	0.0009393137	0.0009393137	222.75469183921814
4	12.0	15.116217	37.0	0.0	45.2	8.292165	57.0	31.0	1000.0	1000.0	15999	0.014403645	0.0540671	2.1884267	-0.15535803	0.014434059	0.056259487	2.661863	-0.1459988	-0.021611072	0.0028388673	0.0028388673	307.2146544456482
5	52.25	24.893524	77.0	13.0	29.1	8.431489	41.0	15.0	1000.0	1000.0	19999	0.17338361	0.28190458	7.6772947	-0.18409097	0.1727571	0.2808384	6.9079328	-0.3035947	-0.208236	0.05270552	0.05270552	391.8430643081665
6	73.5	25.24381	111.0	48.0	153.4	17.065756	177.0	130.0	1000.0	1000.0	23999	0.4948234	0.47385418	9.1610985	-0.37300897	0.4948621	0.47349256	8.201817	-0.24730384	-0.5372388	0.1224087	0.1224087	477.5875039100647
7	143.5	51.344425	220.0	87.0	146.9	28.419888	191.0	91.0	1000.0	1000.0	27999	0.8642282	0.6501579	9.264588	-0.3318684	0.86450994	0.65096503	9.723234	0.019663453	-0.916631	0.20953242	0.20953242	562.4115307331085
8	186.0	32.67262	229.0	137.0	207.7	25.416727	247.0	170.0	1000.0	1000.0	31999	1.3845423	0.93953174	10.771436	-0.118780255	1.3853354	0.9408927	10.728648	-0.26100314	-1.4697193	0.3044499	0.3044499	646.85240483284
9	224.25	42.34014	264.0	153.0	199.5	61.683468	321.0	85.0	1000.0	1000.0	35999	2.376955	1.3373356	12.322643	0.029595137	2.3778372	1.3369422	13.146898	0.047964454	-2.533044	0.43921363	0.43921363	731.6209280490875
10	264.0	42.467636	300.0	193.0	208.7	77.21793	329.0	22.0	1000.0	1000.0	39999	3.6887631	1.6298846	15.748411	0.3428502	3.6893969	1.630441	16.425314	0.23811388	-3.8832169	0.47615942	0.47615942	816.4365067481995
11	386.75	44.285297	443.0	332.0	52.6	25.88513	107.0	22.0	1000.0	1000.0	43999	5.2149286	1.9203258	17.784315	1.0022616	5.216753	1.9183015	18.840866	0.95973325	-5.435047	0.5906259	0.5906259	901.196790933609
12	284.75	141.19734	396.0	48.0	534.9	36.434734	595.0	483.0	1000.0	1000.0	47999	6.9522176	2.2772574	23.695988	1.5563803	6.9529886	2.275576	23.194016	1.5947118	-7.2036605	0.7396067	0.7396067	985.5045094490051
13	398.5	66.28914	490.0	319.0	532.8	40.585217	585.0	472.0	1000.0	1000.0	51999	8.891796	2.753921	26.30537	2.7796812	8.892418	2.7533188	26.380466	2.7971265	-9.167648	1.0113945	1.0113945	1070.3768756389618
14	452.0	51.633324	504.0	368.0	402.6	82.3932	501.0	179.0	1000.0	1000.0	55999	10.972408	3.1603308	27.590961	3.6064503	10.972801	3.158506	32.559837	3.3552074	-11.283283	1.1886821	1.1886821	1155.6166279315948
15	486.75	48.323776	547.0	412.0	470.9	51.00088	558.0	384.0	1000.0	1000.0	59999	13.058917	3.5422986	28.538918	4.0872226	13.05966	3.540434	29.812609	4.071645	-13.381875	1.2790712	1.2790712	1240.929965019226
16	510.5	35.738636	549.0	470.0	167.4	147.63684	569.0	15.0	1000.0	1000.0	63999	15.219962	3.7946784	30.981035	5.0051537	15.220626	3.7918766	30.754257	4.9699845	-15.579239	1.3468148	1.3468148	1327.905204296112
17	592.75	32.972527	638.0	545.0	550.1	25.70778	595.0	505.0	1000.0	1000.0	67999	17.331068	3.9176054	32.952515	6.662824	17.331884	3.917122	32.48272	6.431522	-17.699718	1.551956	1.551956	1416.4084458351135
18	578.75	32.43744	621.0	542.0	509.2	22.103394	547.0	471.0	1000.0	1000.0	71999	19.268248	4.025968	34.107246	8.387442	19.268702	4.0297337	33.38045	7.484213	-19.64282	1.6404057	1.6404057	1510.2969388961792
19	592.5	21.136461	615.0	559.0	669.1	37.540512	732.0	613.0	1000.0	1000.0	75999	21.266172	4.1459365	35.904278	9.576073	21.266363	4.1507945	34.98748	9.122562	-21.65694	1.6129518	1.6129518	1605.4905171394348
20	605.75	30.498976	637.0	556.0	608.6	34.246754	654.0	540.0	1000.0	1000.0	79999	23.18234	4.3305106	39.162315	10.598402	23.182547	4.333793	37.46436	10.84678	-23.577381	1.6805762	1.6805762	1701.055068731308
21	597.0	59.476887	696.0	543.0	645.0	27.629694	701.0	597.0	1000.0	1000.0	83999	24.95939	4.394768	40.109524	13.047453	24.959572	4.3961816	38.959286	12.463736	-25.360144	1.7276853	1.7276853	1796.905535697937
22	620.25	23.402723	654.0	593.0	576.0	44.877613	632.0	494.0	1000.0	1000.0	87999	26.626308	4.4212384	40.17375	14.322466	26.62667	4.419394	39.97443	13.035566	-27.002583	1.715905	1.715905	1893.3576428890228
23	636.5	30.8099	668.0	589.0	592.3	21.799313	628.0	567.0	1000.0	1000.0	91999	28.147543	4.476314	41.618874	15.740103	28.147715	4.473612	40.72785	14.994739	-28.507917	1.7161343	1.7161343	1990.5930125713348
24	620.75	17.369154	640.0	598.0	666.2	28.396479	695.0	611.0	1000.0	1000.0	95999	29.538227	4.5164347	40.887524	16.495667	29.538515	4.5128136	41.342846	16.615646	-29.903889	1.7526385	1.7526385	2091.886442899704
25	639.25	38.329983	685.0	581.0	599.9	18.843832	647.0	579.0	1000.0	1000.0	99999	30.854448	4.5181227	42.52895	17.8213	30.854607	4.514063	42.870155	16.871574	-31.19684	1.745807	1.745807	2193.0513207912445
26	659.75	10.917303	678.0	650.0	638.2	48.190872	715.0	550.0	1000.0	1000.0	103999	32.053696	4.44652	43.808372	19.317394	32.054058	4.4430494	43.16001	18.926483	-32.395866	1.724273	1.724273	2294.691097974777
27	644.5	59.571384	705.0	553.0	654.1	24.196901	690.0	607.0	1000.0	1000.0	107999	33.14078	4.4169855	44.792152	19.362469	33.14094	4.414723	44.326126	19.318567	-33.46876	1.7019383	1.7019383	2397.3378431797028
28	668.75	16.14582	690.0	649.0	651.5	23.286263	699.0	614.0	1000.0	1000.0	111999	34.163994	4.3910637	45.50891	20.845602	34.16417	4.3877897	45.725475	21.097662	-34.474186	1.7119483	1.7119483	2499.473755121231
29	670.5	16.874537	690.0	650.0	637.7	24.928097	686.0	610.0	1000.0	1000.0	115999	35.06791	4.385179	45.431133	20.315895	35.068146	4.38338	45.429394	21.362452	-35.38097	1.7388761	1.7388761	2603.0282621383667
30	625.75	33.017986	662.0	582.0	616.7	19.570642	639.0	583.0	1000.0	1000.0	119999	35.917583	4.322811	46.074028	21.334152	35.91775	4.322191	47.240234	22.02299	-36.219563	1.6920054	1.6920054	2708.3999738693237
31	631.25	20.607948	662.0	611.0	666.3	27.745451	718.0	626.0	1000.0	1000.0	123999	36.737724	4.3082757	47.5349	22.15607	36.73795	4.30759	47.902954	22.30194	-37.03368	1.7042898	1.7042898	2813.8925347328186
32	637.5	20.402206	657.0	606.0	681.1	22.971502	721.0	647.0	1000.0	1000.0	127999	37.601734	4.2917438	47.77598	21.456669	37.601982	4.290755	48.161453	23.075203	-37.88263	1.695385	1.695385	2919.159956216812
33	631.25	36.044243	673.0	593.0	635.2	27.891935	675.0	593.0	1000.0	1000.0	131999	38.34703	4.3538	48.691296	22.674156	38.347103	4.352906	48.719795	23.44251	-38.626377	1.7189622	1.7189622	3026.413789987564
34	636.0	47.513157	685.0	562.0	718.1	12.3	740.0	697.0	1000.0	1000.0	135999	39.12258	4.3747687	49.246883	21.942966	39.12286	4.374631	49.592094	23.664217	-39.406757	1.7015224	1.7015224	3132.9328639507294
35	647.0	24.114311	682.0	618.0	701.9	28.476131	740.0	656.0	1000.0	1000.0	139999	39.84219	4.38891	50.145622	22.6586	39.842205	4.38809	49.773052	24.19153	-40.11317	1.7315627	1.7315627	3239.246558189392
36	653.0	43.110325	714.0	593.0	686.5	44.385246	750.0	604.0	1000.0	1000.0	143999	40.601097	4.3417773	51.990654	22.424662	40.601357	4.3410482	50.472588	24.425167	-40.8943	1.7014961	1.7014961	3346.031793117523
37	636.25	35.01696	669.0	580.0	716.0	41.88556	782.0	619.0	1000.0	1000.0	147999	41.351994	4.3514214	51.367382	23.820644	41.352116	4.3500433	51.334793	25.581049	-41.63205	1.65422	1.65422	3453.165253162384
38	659.0	28.062431	689.0	614.0	698.4	36.94374	773.0	647.0	1000.0	1000.0	151999	42.06598	4.367558	52.524845	23.946104	42.06613	4.366667	53.427364	25.805895	-42.33177	1.7024347	1.7024347	3558.937145471573
39	662.75	22.398382	684.0	629.0	687.4	23.393162	727.0	657.0	1000.0	1000.0	155999	42.710495	4.3858657	53.404263	24.515419	42.710636	4.3843246	53.376656	25.289268	-42.973156	1.73736	1.73736	3666.4928550720215
40	627.0	13.416408	645.0	609.0	701.1	26.23147	743.0	663.0	1000.0	1000.0	159999	43.30655	4.32681	53.15184	24.111473	43.306595	4.3263326	52.89845	26.491611	-43.56854	1.6868218	1.6868218	3772.923444509506
41	669.25	27.725214	692.0	622.0	664.5	17.800282	702.0	640.0	1000.0	1000.0	163999	43.836285	4.192952	53.467583	25.5982	43.836414	4.191276	55.528606	27.050364	-44.0935	1.6308913	1.6308913	3879.594076156616
42	694.25	34.164127	734.0	640.0	688.3	23.21228	720.0	651.0	1000.0	1000.0	167999	44.356285	4.1795287	53.93076	26.890556	44.356544	4.1778884	54.06501	28.348967	-44.61628	1.6510499	1.6510499	3986.26922249794
43	663.5	19.931131	694.0	639.0	709.4	40.035484	757.0	643.0	1000.0	1000.0	171999	44.86013	4.2082725	53.917004	26.495163	44.86013	4.207974	54.231396	27.79763	-45.11539	1.6624923	1.6624923	4093.991544008255
44	693.0	31.104662	736.0	652.0	692.0	31.906113	754.0	651.0	1000.0	1000.0	175999	45.326244	4.217526	54.95465	26.774263	45.32635	4.2159996	55.0223	26.938433	-45.576687	1.6273352	1.6273352	4201.023836374283
45	682.0	46.49731	754.0	632.0	587.4	12.555477	609.0	561.0	1000.0	1000.0	179999	45.764107	4.2134447	55.34975	26.735786	45.76424	4.2118645	55.339066	27.950869	-46.006767	1.6614933	1.6614933	4308.208285570145
46	678.5	16.039015	695.0	652.0	700.9	24.716188	738.0	649.0	1000.0	1000.0	183999	46.10918	4.178763	55.5065	28.20363	46.109295	4.1772738	54.99176	29.002178	-46.3525	1.6288422	1.6288422	4415.471942663193
47	686.75	13.863171	706.0	667.0	646.4	28.153864	676.0	594.0	1000.0	1000.0	187999	46.49864	4.15122	56.074604	27.741129	46.49882	4.149862	55.28784	28.893984	-46.739376	1.6224968	1.6224968	4521.717040300369
48	682.0	21.598612	713.0	652.0	705.4	21.72648	736.0	669.0	1000.0	1000.0	191999	46.800964	4.121924	56.084488	26.922098	46.800976	4.1201234	55.656	28.951738	-47.02548	1.6119707	1.6119707	4628.442660808563
49	640.0	11.575837	656.0	628.0	647.8	32.473988	703.0	583.0	1000.0	1000.0	195999	47.15574	4.1238313	56.10637	28.234827	47.15588	4.1229377	55.78285	29.59887	-47.384396	1.5959082	1.5959082	4734.92049741745
50	693.75	53.138382	753.0	617.0	702.3	29.075935	761.0	645.0	1000.0	1000.0	199999	47.50168	4.151415	56.640953	28.538296	47.501835	4.1513567	56.352875	29.828983	-47.74144	1.6077656	1.6077656	4841.84148645401
51	675.75	17.879807	689.0	645.0	703.4	37.10849	762.0	652.0	1000.0	1000.0	203999	47.84691	4.136835	56.84551	28.841068	47.846935	4.1362276	57.320118	29.414707	-48.075066	1.6339866	1.6339866	4946.44421005249
52	694.75	21.323402	710.0	658.0	705.3	36.70708	771.0	638.0	1000.0	1000.0	207999	48.195454	4.1307454	57.144733	30.087328	48.195576	4.1301675	57.923695	30.597265	-48.426086	1.6262633	1.6262633	5052.187638044357
53	666.0	22.825424	699.0	635.0	693.9	18.506485	714.0	650.0	1000.0	1000.0	211999	48.41867	4.0741825	57.29776	30.464577	48.418884	4.073257	58.24546	30.742268	-48.644115	1.6140444	1.6140444	5158.6354258060455
54	660.0	32.148094	699.0	620.0	710.8	18.502972	736.0	679.0	1000.0	1000.0	215999	48.635876	4.0709066	57.961838	30.906824	48.635895	4.0697975	58.852844	31.559391	-48.851494	1.612221	1.612221	5266.489564657211
55	653.75	17.195566	683.0	640.0	705.1	33.263943	753.0	657.0	1000.0	1000.0	219999	48.82232	4.106628	58.864033	29.834919	48.822456	4.1053796	57.935337	30.743052	-49.03213	1.639522	1.639522	5372.931773662567
56	662.5	13.647344	678.0	647.0	663.3	21.452505	701.0	624.0	1000.0	1000.0	223999	49.01234	4.0898075	57.888725	29.875874	49.0124	4.0886106	57.46745	30.471731	-49.240047	1.6335361	1.6335361	5479.387237787247
57	681.75	24.447649	707.0	648.0	697.8	16.624079	719.0	671.0	1000.0	1000.0	227999	49.186745	4.085652	58.648174	30.582752	49.186874	4.085353	58.14394	31.444004	-49.40029	1.6127505	1.6127505	5585.959594488144
58	667.0	49.127384	732.0	595.0	680.0	29.728773	734.0	627.0	1000.0	1000.0	231999	49.348045	4.0648766	57.955032	31.522305	49.348156	4.064538	58.337387	31.873968	-49.56524	1.6366032	1.6366032	5690.462211608887
59	687.25	20.27776	709.0	657.0	702.2	24.436857	756.0	672.0	1000.0	1000.0	235999	49.526146	4.074403	58.210926	30.848099	49.526245	4.074097	57.700783	31.284977	-49.73542	1.6177646	1.6177646	5796.619768857956
60	635.5	31.705677	684.0	599.0	712.5	31.916298	779.0	662.0	1000.0	1000.0	239999	49.6071	4.0151477	57.893032	31.010923	49.60721	4.014708	59.92398	31.963448	-49.808445	1.6336726	1.6336726	5903.477252960205
61	653.75	35.953964	709.0	615.0	705.6	12.978444	728.0	686.0	1000.0	1000.0	243999	49.665646	3.9972465	58.458115	30.95981	49.66581	3.996366	57.92308	32.079082	-49.874836	1.5814577	1.5814577	6009.91654753685
62	678.0	22.416512	715.0	657.0	720.1	28.818224	773.0	675.0	1000.0	1000.0	247999	49.759754	4.0317082	58.41217	31.251348	49.75981	4.0319514	58.873444	31.907766	-49.964046	1.6476345	1.6476345	6116.682102680206
63	692.75	46.007473	764.0	644.0	707.7	27.225172	765.0	666.0	1000.0	1000.0	251999	49.81276	4.0117383	58.10603	31.141129	49.81281	4.0110826	58.3046	31.65561	-50.013897	1.6481078	1.6481078	6223.8044629096985
64	680.5	22.276669	695.0	642.0	721.6	32.91565	785.0	680.0	1000.0	1000.0	255999	49.86819	3.9899533	58.643356	30.401646	49.868496	3.986425	58.259068	31.047148	-50.067345	1.6909574	1.6909574	6322.39811873436
65	700.75	35.541348	759.0	663.0	720.7	20.683567	765.0	691.0	1000.0	1000.0	259999	49.952076	3.972369	58.108692	29.466854	49.952084	3.9706244	58.951057	30.789959	-50.1444	1.5907781	1.5907781	6419.341986179352
66	704.0	8.602325	712.0	690.0	701.0	23.937418	730.0	659.0	1000.0	1000.0	263999	50.072857	3.9766557	58.077	30.765469	50.072865	3.9751413	58.72603	30.797947	-50.25957	1.6174837	1.6174837	6518.562673568726
67	686.0	24.667793	724.0	660.0	692.1	30.088037	737.0	627.0	1000.0	1000.0	267999	50.130096	3.9487817	59.04105	30.597797	50.1303	3.9475772	61.069794	30.686966	-50.33317	1.6306238	1.6306238	6617.810173034668
68	702.75	27.716196	743.0	665.0	716.0	35.216473	751.0	627.0	1000.0	1000.0	271999	50.201317	3.9424298	58.90634	31.304848	50.201435	3.9401028	58.60681	31.237738	-50.39161	1.6653496	1.6653496	6717.7685713768005
69	699.5	6.726812	709.0	691.0	690.3	24.992199	736.0	658.0	1000.0	1000.0	275999	50.32324	3.953548	59.112316	31.188892	50.3234	3.951198	58.16328	31.32757	-50.51578	1.6344242	1.6344242	6817.319888353348
70	665.0	18.261982	696.0	649.0	727.5	29.880596	781.0	688.0	1000.0	1000.0	279999	50.41092	3.9904296	58.604767	30.396345	50.410954	3.987661	58.302574	31.011778	-50.597633	1.6451062	1.6451062	6916.820910692215
71	684.25	18.899405	715.0	666.0	696.5	24.463238	750.0	664.0	1000.0	1000.0	283999	50.48941	4.026132	59.437794	30.423555	50.48946	4.0230174	62.86108	30.357677	-50.68085	1.7112478	1.7112478	7012.737538099289
72	702.25	12.234684	719.0	687.0	692.9	34.016026	766.0	637.0	1000.0	1000.0	287999	50.54356	4.013648	58.725742	29.897083	50.543755	4.008756	58.21081	29.83313	-50.73115	1.6730739	1.6730739	7110.281205415726
73	695.75	3.6996622	701.0	691.0	729.7	11.824127	748.0	707.0	1000.0	1000.0	291999	50.57016	3.9659848	58.437096	30.242107	50.57039	3.960719	58.84254	31.165325	-50.748627	1.6765293	1.6765293	7209.264681100845
