Epoch	AverageEpRet	StdEpRet	MaxEpRet	MinEpRet	AverageTestEpRet	StdTestEpRet	MaxTestEpRet	MinTestEpRet	EpLen	TestEpLen	TotalEnvInteracts	AverageQ1Vals	StdQ1Vals	MaxQ1Vals	MinQ1Vals	AverageQ2Vals	StdQ2Vals	MaxQ2Vals	MinQ2Vals	AverageLogPi	StdLogPi	MaxLogPi	MinLogPi	LossPi	LossQ	LossRetro	LossFinal	Time
1	20.40194	3.1886845	39.0553	13.396146	64.948135	4.730192	74.05164	59.37343	12.176829	40.9	3999	13.996688	8.404816	32.25939	-1.5423181	14.007832	8.40057	32.29714	-1.1544149	-0.45342436	1.3030425	4.3468337	-13.321819	-15.172388	1.2796481	5.337522	6.617171	89.73482751846313
2	19.916956	3.1996307	38.70867	9.628254	56.872364	2.6325245	61.93883	51.97754	11.6793	37.0	7999	29.34346	14.407495	56.95187	-4.7410927	29.348743	14.404503	56.977764	-3.062602	0.22301297	1.8175585	10.45476	-11.435385	-31.837711	1.8523376	6.0939484	7.946286	208.65482020378113
3	28.57938	16.630293	74.35958	11.3335285	74.242165	10.5540905	85.982414	47.35887	19.028572	47.5	11999	48.921703	22.513239	84.507454	-8.389016	48.92026	22.508204	85.84185	-4.1061907	0.93054235	2.2520895	15.15823	-11.785547	-53.49071	10.992138	9.830811	20.822948	327.54726910591125
4	83.12238	29.609718	226.3983	39.787395	131.38309	15.536663	176.22836	120.21906	61.307693	91.1	15999	66.42603	29.17223	102.43375	-11.06466	66.42713	29.167065	100.403206	-4.27362	0.8873664	2.2961829	25.372414	-12.869272	-71.254684	9.095021	12.504691	21.59971	447.4389452934265
5	179.34035	68.2814	407.91052	104.33026	238.01762	226.6311	917.0694	147.53394	154.07692	200.2	19999	74.87242	32.867054	110.55291	-19.728329	74.88014	32.85839	110.57759	-4.8495517	0.65459704	2.399491	19.341015	-12.255663	-79.273094	9.944631	13.560082	23.504713	571.5097606182098
6	158.96523	94.52911	644.94586	96.98106	180.97519	36.843773	276.1347	147.22173	122.6129	126.3	23999	82.03831	35.517742	123.624535	-18.730864	82.04794	35.509457	122.6624	-7.195143	0.63653475	2.3357208	20.345053	-12.037082	-86.00574	11.296818	14.124827	25.421644	694.004848241806
7	194.65916	65.21024	354.10437	102.75564	782.5851	15.113973	805.85034	753.07764	163.21739	1000.0	27999	86.66464	37.71122	133.2567	-20.801004	86.669	37.701107	130.2653	-8.646126	0.72310436	2.3757472	20.555967	-10.714565	-90.33391	11.276588	14.352215	25.628801	830.8126554489136
8	319.8855	104.116394	531.49835	180.08888	245.81564	11.50103	269.54025	232.18362	305.92856	200.4	31999	90.22149	37.895603	133.47304	-23.060589	90.2252	37.88453	133.06964	-9.129683	0.70442873	2.3197975	20.321331	-12.224825	-93.55979	10.293386	13.650911	23.944298	951.198539018631
9	290.87756	175.93163	854.6858	140.63069	909.7887	2.4906695	914.7542	905.7772	248.5625	1000.0	35999	92.01277	37.600204	138.15468	-24.145733	92.01416	37.590176	136.63084	-7.5072255	0.46487457	2.2256293	22.744776	-12.272156	-94.96378	9.471272	12.75497	22.226242	1086.4488291740417
10	750.92993	179.7996	899.598	445.0894	910.7814	1.2055441	912.7682	909.1114	848.0	1000.0	39999	93.75145	36.796497	147.86841	-30.347404	93.75591	36.78324	141.7252	-7.7114086	0.4619026	2.1961136	21.876211	-13.705741	-96.47049	9.058225	12.232252	21.290476	1221.6782834529877
11	530.9584	241.27803	830.5812	186.79147	921.85205	29.201021	987.02515	904.7458	660.8571	1000.0	43999	96.92991	35.67702	142.20372	-43.634815	96.93665	35.66049	150.73851	-10.567617	0.3171042	2.1783195	22.293398	-11.781501	-99.44481	8.696201	11.459168	20.155369	1357.7598497867584
12	259.9669	118.82121	508.10892	60.29269	962.93994	64.007866	1052.4645	908.8519	306.0	1000.0	47999	99.51404	34.66378	144.23811	-33.140823	99.51781	34.64206	146.98526	-16.619335	0.39630297	2.148489	23.46793	-12.651157	-101.78661	11.794926	11.906283	23.70121	1496.6858966350555
13	697.3485	288.98358	911.7068	129.20116	1177.2574	12.434147	1202.4431	1165.8403	823.4	1000.0	51999	102.67328	33.976456	141.92407	-52.87993	102.67503	33.959274	143.92273	-28.74865	0.23986502	2.172799	20.108833	-11.41434	-104.8428	12.457376	11.923024	24.380402	1637.8552496433258
14	574.27704	200.4446	869.01776	396.0828	960.0748	295.90436	1189.7018	303.30167	688.6667	828.6	55999	105.72145	33.55764	142.5888	-90.99769	105.72397	33.53887	141.52927	-43.83811	0.102809265	2.1509628	20.289408	-13.734712	-107.72768	12.147394	11.6368475	23.784243	1778.0346546173096
15	343.3763	310.32953	993.9974	95.78374	98.80748	7.9221873	109.743095	78.9592	365.0	96.7	59999	108.31821	33.44775	150.20891	-101.46539	108.31133	33.429447	150.88219	-62.40354	0.13428238	2.1146238	26.86308	-12.232651	-110.25677	13.211469	11.897412	25.108881	1905.422313451767
16	505.57477	423.3978	1088.3076	82.498184	1042.6478	136.47993	1218.3219	905.07214	478.77777	1000.0	63999	110.54772	33.42856	147.2247	-104.60183	110.54052	33.426777	152.51022	-53.395725	0.36476296	2.1719723	17.690834	-11.216819	-112.35971	14.204964	12.715818	26.920784	2050.2131066322327
17	874.05536	369.49072	1206.2146	203.85631	382.80585	354.3356	960.80286	92.41322	767.6667	385.9	67999	112.87334	33.505352	152.66824	-44.205463	112.87272	33.496155	156.59828	-34.974754	0.3142536	2.1130009	21.161095	-12.924913	-114.62175	12.691576	12.408893	25.10047	2191.1652569770813
18	502.52155	385.31662	1207.2502	100.94009	181.73695	64.53182	267.43805	115.173004	442.77777	148.7	71999	115.05943	33.82766	156.5974	-38.261818	115.05611	33.8303	159.78307	-21.651884	0.24620728	2.0517244	20.988167	-11.276704	-116.69525	12.604019	12.483679	25.0877	2339.9322707653046
