Epoch	AverageEpRet	StdEpRet	MaxEpRet	MinEpRet	AverageTestEpRet	StdTestEpRet	MaxTestEpRet	MinTestEpRet	EpLen	TestEpLen	TotalEnvInteracts	AverageQVals	StdQVals	MaxQVals	MinQVals	LossPi	LossQ	Time
1	3.0	3.3166249	8.0	0.0	70.0	138.79842	433.0	0.0	1000.0	1000.0	3999	0.0493463	0.07823536	2.5702348	-0.38334733	-0.060929444	0.0017665158	46.480533838272095
2	78.5	71.61878	195.0	0.0	102.7	158.14363	419.0	0.0	1000.0	1000.0	7999	1.1759466	2.0552893	19.978043	0.00088238716	-1.3421487	0.00804633	104.77941155433655
3	1.5	2.598076	6.0	0.0	82.9	132.20245	335.0	0.0	1000.0	1000.0	11999	8.128428	8.688184	49.91533	-27.612722	-8.8166895	0.019884668	164.18579816818237
4	59.75	103.490036	239.0	0.0	34.8	61.246708	194.0	0.0	1000.0	1000.0	15999	18.273062	22.352646	136.98866	-26.855726	-19.047955	0.07276552	224.0319845676422
5	66.75	100.103386	239.0	0.0	12.5	35.864326	120.0	0.0	1000.0	1000.0	19999	41.644196	30.796394	138.11801	-26.278349	-42.57586	0.1473775	283.4511892795563
6	121.75	210.87718	487.0	0.0	99.6	297.4691	992.0	0.0	1000.0	1000.0	23999	51.476173	27.069841	111.87458	-25.738424	-52.056602	0.13754666	343.39584732055664
7	27.5	40.4753	97.0	0.0	0.0	0.0	0.0	0.0	1000.0	1000.0	27999	53.606686	23.041193	92.26848	-22.373497	-54.051575	0.13270359	403.58346915245056
8	242.25	234.56169	544.0	6.0	101.1	264.77518	892.0	0.0	1000.0	1000.0	31999	55.202705	19.11413	82.583916	-22.712236	-55.714024	0.12070841	465.6872103214264
9	259.75	379.8489	916.0	16.0	103.3	289.64774	972.0	0.0	1000.0	1000.0	35999	54.818985	17.139065	77.11819	-22.41629	-55.193905	0.13398157	527.8454329967499
10	0.0	0.0	0.0	0.0	93.3	270.27988	904.0	0.0	1000.0	1000.0	39999	54.35263	15.20548	74.4745	-21.467337	-54.73328	0.11575534	591.1692678928375
11	2.0	3.4641016	8.0	0.0	192.7	362.76245	925.0	0.0	1000.0	1000.0	43999	53.3963	13.354354	74.4132	-13.897089	-53.749443	0.12616758	655.9801280498505
12	1.5	1.5	3.0	0.0	389.1	476.58524	985.0	0.0	1000.0	1000.0	47999	52.233	12.311041	79.35187	-4.6175184	-52.635952	0.14001296	721.1449875831604
13	84.5	130.21233	310.0	7.0	433.1	366.2536	985.0	0.0	1000.0	1000.0	51999	52.69609	12.8367605	82.45092	3.6194296	-53.157505	0.15679355	786.8321144580841
14	157.75	152.84694	362.0	0.0	337.1	413.27655	967.0	0.0	1000.0	1000.0	55999	53.1225	13.448294	85.22978	7.4072704	-53.631214	0.18445115	853.4158549308777
15	378.25	382.8305	840.0	0.0	766.4	382.34625	991.0	0.0	1000.0	1000.0	59999	55.10195	14.419989	90.4724	6.8488865	-55.66221	0.21686873	923.5257685184479
16	310.25	365.59018	894.0	0.0	418.7	455.2505	991.0	0.0	1000.0	1000.0	63999	57.93932	15.823025	93.67478	2.4952476	-58.528805	0.24607565	996.7682464122772
17	474.0	354.16168	963.0	0.0	664.9	436.0072	999.0	0.0	1000.0	1000.0	67999	61.580154	16.19032	101.32851	5.187865	-62.250366	0.30353284	1072.5988183021545
18	487.5	487.70508	995.0	0.0	890.4	215.66	987.0	245.0	1000.0	1000.0	71999	66.20687	16.100992	107.61473	4.674928	-66.901505	0.3274614	1151.0526354312897
