Epoch	AverageEpRet	StdEpRet	MaxEpRet	MinEpRet	AverageTestEpRet	StdTestEpRet	MaxTestEpRet	MinTestEpRet	EpLen	TestEpLen	TotalEnvInteracts	AverageQVals	StdQVals	MaxQVals	MinQVals	LossPi	LossQ	Time
1	3.0250044	1.5737348	4.62022	1.3697661	0.42060226	0.13990124	0.6609801	0.26668426	1000.0	1000.0	3999	0.6516127	0.27589473	1.3595763	-0.5069093	-0.7138026	0.00077704154	44.866522550582886
2	3.7942524	1.0798535	5.415233	2.5482285	0.62185067	0.05620932	0.6918098	0.51864797	1000.0	1000.0	7999	1.4908801	0.46485564	2.9411979	0.67645824	-1.5667319	0.00075814774	102.02740430831909
3	1.9830835	0.6856851	2.8740957	1.2810979	0.21064644	0.030116865	0.26384592	0.16833769	1000.0	1000.0	11999	1.7377518	0.38672033	2.9604173	0.61973995	-1.7109479	0.00062332145	159.79876065254211
4	4.1010857	2.9404562	7.6904716	1.1547562	4.8859205	0.40702495	5.6167693	4.302554	1000.0	1000.0	15999	1.1671162	0.16658466	2.4131932	0.7178054	-1.1624264	0.0003129013	218.75105690956116
5	17.819561	4.1829414	21.499891	10.710671	8.752577	1.1126096	10.623072	6.9603195	1000.0	1000.0	19999	1.2633276	0.48426566	8.905063	0.49183288	-1.3485856	0.001514143	277.6272747516632
6	10.612093	3.7470593	16.820183	6.807688	3.1572175	1.656872	6.7361345	1.8910017	1000.0	1000.0	23999	3.7483928	0.9061352	7.993836	1.1485074	-3.9090478	0.003452467	336.0157325267792
7	13.503647	5.1896853	22.091667	8.205868	10.38096	1.6740638	15.115007	9.17989	1000.0	1000.0	27999	5.5624857	1.101039	9.395528	2.7093682	-5.69923	0.003912864	394.3240432739258
8	21.384504	5.6399093	30.06477	14.968738	65.76354	8.293368	82.55568	54.667274	1000.0	1000.0	31999	6.794985	1.6139627	11.591661	3.4939167	-6.9188704	0.006236273	453.1942067146301
9	22.570894	15.222406	47.73393	8.795287	13.771802	3.4276407	20.433191	10.005931	1000.0	1000.0	35999	9.115048	1.4456271	15.5759115	3.6203475	-9.343662	0.015512942	512.9469769001007
10	20.851273	15.346374	46.99302	7.6099453	3.7445805	0.9049781	5.0911026	2.6907356	1000.0	1000.0	39999	11.670508	1.932553	20.374226	6.1182747	-11.909815	0.013609418	573.1953754425049
