Epoch	AverageEpRet	StdEpRet	MaxEpRet	MinEpRet	AverageTestEpRet	StdTestEpRet	MaxTestEpRet	MinTestEpRet	EpLen	TestEpLen	TotalEnvInteracts	AverageQ1Vals	StdQ1Vals	MaxQ1Vals	MinQ1Vals	AverageQ2Vals	StdQ2Vals	MaxQ2Vals	MinQ2Vals	LossPi	LossQ	LossFinal	Time
1	3.0250044	1.5737348	4.62022	1.3697661	6.959717	0.7003124	8.03529	6.151588	1000.0	1000.0	3999	0.17130789	0.08947954	0.5330078	-0.8376648	0.17127344	0.089522265	0.5468073	-0.46934107	-0.21687874	0.00079245283	0.00079245283	47.73695158958435
2	3.7942524	1.0798535	5.415233	2.5482285	33.49216	5.271191	41.641167	24.213844	1000.0	1000.0	7999	0.46660945	0.15691364	1.4284295	0.14332269	0.4666184	0.15691826	1.4720727	0.14907154	-0.5345417	0.00060864585	0.00060864585	107.36539030075073
3	29.888489	33.82042	85.476654	2.4252748	54.82136	31.85656	116.142975	21.788418	1000.0	1000.0	11999	1.1109275	0.3062921	4.1772776	0.4106237	1.1109254	0.30628747	4.14669	0.42209843	-1.2134925	0.0023077303	0.0023077303	170.88482856750488
4	99.94852	20.16295	115.29804	65.827095	39.355827	11.481059	59.356968	30.482855	1000.0	1000.0	15999	1.8355005	0.73820126	5.959291	0.3498564	1.8355305	0.73820317	5.8738375	0.31486392	-1.9224586	0.0125470655	0.0125470655	233.71869730949402
5	69.44318	21.929714	92.30757	38.09243	90.349625	37.06372	157.76373	35.575188	1000.0	1000.0	19999	2.5831301	1.2625705	9.781801	-0.19346488	2.5831401	1.262596	9.66828	-0.26817566	-2.7140996	0.026230285	0.026230285	300.5934376716614
6	39.757507	7.4088044	46.301807	27.2789	21.652296	5.622116	35.477287	15.782049	1000.0	1000.0	23999	3.1407394	1.8986126	12.515327	-0.22689587	3.1407435	1.8986723	12.526938	-0.5327262	-3.2620537	0.040074725	0.040074725	369.37449407577515
7	60.105404	36.535786	120.13556	26.597187	141.3025	34.45555	177.53265	71.54344	1000.0	1000.0	27999	3.6194715	2.688263	15.402655	-1.0932082	3.6194425	2.6884959	15.1635	-0.82278407	-3.831758	0.060845412	0.060845412	438.1013379096985
8	143.36005	55.17489	200.43173	68.99235	121.98354	71.33396	249.04852	27.668	1000.0	1000.0	31999	4.7439513	3.5817628	17.24046	-0.79780555	4.7439227	3.581886	17.250967	-1.0127052	-4.973669	0.100258686	0.100258686	501.95558977127075
9	27.241327	4.5692344	33.0784	20.363161	74.12618	45.659893	175.6716	19.711626	1000.0	1000.0	35999	5.0985246	4.1170506	17.144974	-0.98169434	5.098518	4.1170783	17.304031	-0.80344373	-5.2817607	0.08905879	0.08905879	569.7807087898254
10	16.366547	16.321543	39.9496	0.54765	5.6858606	0.861607	6.773957	4.133971	1000.0	1000.0	39999	5.702811	4.630862	18.195303	-1.8993995	5.7028327	4.630902	18.106691	-2.1011155	-6.0167174	0.09951753	0.09951753	644.4710700511932
