Epoch	AverageEpRet	StdEpRet	MaxEpRet	MinEpRet	AverageTestEpRet	StdTestEpRet	MaxTestEpRet	MinTestEpRet	EpLen	TestEpLen	TotalEnvInteracts	AverageQVals	StdQVals	MaxQVals	MinQVals	LossPi	LossQ	Time
1	138.59966	6.8391232	145.56538	130.2235	214.73709	82.672424	269.7409	21.48161	1000.0	1000.0	3999	1.7013533	1.2052027	11.960075	-1.9580381	-1.8575726	0.012815399	63.46225118637085
2	136.21103	6.3570986	144.33804	126.58536	167.7954	114.35614	265.5855	26.251738	1000.0	1000.0	7999	8.2955065	3.4725525	26.386856	0.9234488	-8.845755	0.05024733	131.77121090888977
3	193.96172	66.933495	263.45514	114.03564	99.58659	116.58642	377.1797	25.605082	1000.0	1000.0	11999	22.651518	5.521367	39.30809	2.2868733	-23.54573	0.23009637	207.33081316947937
4	146.01857	112.17397	328.3362	21.937662	161.83412	85.06797	335.32938	93.12974	1000.0	1000.0	15999	32.43722	4.5094285	50.106968	12.74638	-33.003048	0.3030706	280.8303997516632
5	233.7245	68.96584	324.11435	131.334	224.538	36.824455	264.85614	173.11113	1000.0	1000.0	19999	34.35628	4.561439	50.87703	18.192446	-34.584473	0.15209429	351.2782475948334
6	130.34268	79.284935	254.83473	37.04152	154.6984	8.079742	165.78929	143.82	1000.0	1000.0	23999	35.31661	3.68246	50.611298	20.222075	-35.64781	0.11544286	421.3104498386383
7	109.74229	49.974243	165.12427	52.268158	83.64659	85.670425	254.2939	24.638775	1000.0	1000.0	27999	37.833252	3.1191485	51.726395	24.76494	-38.218647	0.14891772	491.8051381111145
8	175.8776	86.58932	274.15625	54.98139	196.10733	132.42223	336.38126	53.330227	1000.0	1000.0	31999	40.11052	1.9881473	53.994785	31.1611	-40.50155	0.13056502	561.6786181926727
9	219.34766	106.03164	378.4928	86.80925	220.2021	22.686165	257.6022	196.38187	1000.0	1000.0	35999	42.342525	1.9818598	58.376255	33.612167	-42.661186	0.10949932	630.372563123703
10	330.53198	82.62535	405.0715	194.08907	88.509254	58.114628	184.73372	26.352953	1000.0	1000.0	39999	42.609726	2.4105663	58.807724	35.106617	-42.91566	0.1223154	701.2605555057526
11	363.49918	124.28688	454.4854	149.97672	330.89102	112.70467	433.9421	26.25835	1000.0	1000.0	43999	44.403606	3.4395387	62.307095	34.08305	-44.791492	0.15689768	772.526891708374
12	435.67462	42.17674	491.7524	374.64322	574.03186	33.61463	610.12024	516.72766	1000.0	1000.0	47999	47.312683	4.293964	68.98641	36.861492	-47.73031	0.2076755	843.508969783783
13	453.28503	172.20245	676.7337	194.24754	464.4913	43.89828	533.1063	389.01456	1000.0	1000.0	51999	50.774956	4.351259	77.42057	37.57586	-51.22003	0.31021598	914.3639640808105
14	467.99152	76.40285	574.7462	359.63397	591.0853	306.1257	890.2672	26.183384	1000.0	1000.0	55999	54.013447	5.1876273	85.60275	41.034077	-54.537537	0.46009055	985.1899175643921
15	537.301	140.5472	761.8678	376.79944	559.7	115.67809	758.39484	440.02518	1000.0	1000.0	59999	59.673454	5.79786	89.12394	43.325462	-60.305264	0.62323827	1055.4678308963776
16	755.37366	47.08912	792.6831	675.3905	676.429	110.921234	800.3224	459.12903	1000.0	1000.0	63999	65.2203	6.1677346	93.30964	49.66898	-65.837265	0.663883	1131.1368741989136
17	677.54553	37.014458	739.8224	642.9368	895.0231	72.52876	999.5086	799.6457	1000.0	1000.0	67999	70.01933	7.2292266	96.78479	51.916225	-70.619576	0.7161574	1205.8871002197266
18	916.0768	60.85281	993.8976	829.6408	930.08514	24.963829	968.0713	878.04553	1000.0	1000.0	71999	74.35803	8.124771	100.50968	54.583424	-74.942795	0.85094947	1300.733526468277
