Epoch	AverageEpRet	StdEpRet	MaxEpRet	MinEpRet	AverageTestEpRet	StdTestEpRet	MaxTestEpRet	MinTestEpRet	EpLen	TestEpLen	TotalEnvInteracts	AverageQVals	StdQVals	MaxQVals	MinQVals	LossPi	LossQ	Time
1	3.0	3.3166249	8.0	0.0	69.1	144.00934	455.0	0.0	1000.0	1000.0	3999	0.12040844	0.16228426	4.5005364	-0.60607755	-0.14789574	0.0021268562	46.419597148895264
2	78.5	71.61878	195.0	0.0	97.0	143.225	372.0	0.0	1000.0	1000.0	7999	1.881485	2.643575	20.81727	0.14178185	-2.0989423	0.010196887	105.25978326797485
3	2.0	3.4641016	8.0	0.0	80.8	126.41187	319.0	0.0	1000.0	1000.0	11999	14.760684	24.08275	237.6565	0.9684386	-15.410455	0.05584581	164.85132789611816
4	80.0	138.56407	320.0	0.0	106.5	269.22714	905.0	0.0	1000.0	1000.0	15999	43.50884	42.574017	242.54362	2.335226	-44.34591	0.09908044	225.14402604103088
5	115.5	183.69064	433.0	0.0	0.5	1.5	5.0	0.0	1000.0	1000.0	19999	56.0064	28.571608	202.58003	11.640893	-56.869	0.1687847	285.33638429641724
6	0.0	0.0	0.0	0.0	51.3	152.24063	508.0	0.0	1000.0	1000.0	23999	61.424637	20.723167	169.96814	20.971626	-62.106228	0.17244382	345.83278608322144
7	1.5	2.598076	6.0	0.0	0.5	1.5	5.0	0.0	1000.0	1000.0	27999	63.414326	20.923155	178.99281	26.180202	-63.89213	0.1410314	406.1561498641968
8	277.25	342.1311	838.0	0.0	1.6	2.7640553	7.0	0.0	1000.0	1000.0	31999	59.34622	21.587702	193.96393	25.578276	-59.62067	0.1336538	467.04786586761475
9	118.0	133.57582	331.0	0.0	84.6	165.4359	474.0	0.0	1000.0	1000.0	35999	55.036236	26.01105	222.264	17.402124	-55.25986	0.16123728	528.4514145851135
10	0.0	0.0	0.0	0.0	156.4	279.7339	885.0	0.0	1000.0	1000.0	39999	58.72779	37.350746	231.96263	14.176765	-58.974102	0.2261932	590.0880420207977
11	3.25	3.4186985	8.0	0.0	193.1	380.72025	956.0	0.0	1000.0	1000.0	43999	60.86355	37.99721	205.60638	14.615143	-61.145306	0.18947771	651.7226612567902
12	110.25	190.9586	441.0	0.0	196.4	354.93216	959.0	0.0	1000.0	1000.0	47999	58.133106	30.53715	173.5587	14.265426	-58.401825	0.19083896	713.3316717147827
13	2.75	2.772634	6.0	0.0	194.2	364.85474	966.0	0.0	1000.0	1000.0	51999	52.5907	23.870024	144.84764	14.512536	-52.767452	0.19066013	775.5838603973389
14	122.25	211.16626	488.0	0.0	164.8	303.02768	982.0	0.0	1000.0	1000.0	55999	47.717705	19.046274	122.289604	15.177993	-47.86719	0.18966447	839.0678925514221
15	7.25	12.557368	29.0	0.0	0.7	1.5524175	5.0	0.0	1000.0	1000.0	59999	45.90656	16.064163	107.25649	12.440645	-46.32196	0.21579163	904.9560587406158
16	200.75	254.12337	626.0	2.0	288.5	438.71933	992.0	0.0	1000.0	1000.0	63999	50.0414	14.934236	101.50338	12.958232	-50.775127	0.2882051	974.196063041687
17	3.75	3.8971143	9.0	0.0	226.9	300.3849	999.0	0.0	1000.0	1000.0	67999	58.74568	22.16443	358.7395	16.958132	-59.54257	0.44625524	1047.2293441295624
18	20.0	34.641018	80.0	0.0	53.3	107.04677	329.0	0.0	1000.0	1000.0	71999	71.43818	38.69348	369.6547	20.07033	-72.27781	0.39156672	1121.9521255493164
19	16.5	28.578838	66.0	0.0	89.5	268.5	895.0	0.0	1000.0	1000.0	75999	76.62243	37.000996	314.48376	20.140713	-77.34837	0.34825972	1196.8314118385315
20	74.0	127.59506	295.0	0.0	200.8	393.90604	998.0	0.0	1000.0	1000.0	79999	79.39748	28.053617	261.10773	25.886421	-80.19955	0.3383141	1272.1153936386108
21	259.5	217.57355	552.0	0.0	99.4	281.6353	944.0	0.0	1000.0	1000.0	83999	80.37097	22.458158	209.37056	34.674004	-81.008766	0.2950838	1347.4333724975586
22	417.25	243.57481	650.0	25.0	131.6	292.82767	945.0	0.0	1000.0	1000.0	87999	79.466324	20.750248	176.63466	29.637892	-80.14095	0.32742065	1422.993266582489
23	468.5	468.6307	982.0	0.0	348.2	440.19217	999.0	0.0	1000.0	1000.0	91999	79.55724	19.66006	161.54883	27.87829	-80.31911	0.36354548	1498.3378241062164
24	379.0	393.33002	930.0	0.0	251.4	248.9129	657.0	0.0	1000.0	1000.0	95999	81.75	21.392199	149.71185	29.674675	-82.525406	0.38053423	1573.6870772838593
25	226.0	227.94298	494.0	0.0	294.2	390.50476	998.0	0.0	1000.0	1000.0	99999	84.36138	23.333775	149.06104	27.820065	-85.20141	0.44625506	1649.1731462478638
26	567.5	394.68057	984.0	0.0	670.6	438.562	995.0	0.0	1000.0	1000.0	103999	87.54521	25.289635	150.14394	16.962612	-88.39843	0.44834194	1724.7386825084686
27	446.0	450.71942	984.0	0.0	739.6	387.939	981.0	0.0	1000.0	1000.0	107999	89.744	27.225111	149.42743	18.340612	-90.53714	0.42204472	1800.3585171699524
28	655.0	382.81262	951.0	0.0	788.6	372.97113	991.0	0.0	1000.0	1000.0	111999	90.53941	29.599394	151.90828	15.738572	-91.255486	0.40181017	1876.0045845508575
29	636.5	398.53638	983.0	0.0	783.0	370.89297	989.0	32.0	1000.0	1000.0	115999	90.34334	31.960554	153.60255	15.475356	-91.020706	0.40003732	1951.7621881961823
30	930.5	76.100266	991.0	800.0	774.9	388.06094	997.0	0.0	1000.0	1000.0	119999	90.49436	34.0397	152.05206	13.554524	-91.15813	0.41166487	2027.6119096279144
31	596.25	409.49564	985.0	0.0	673.5	443.69836	1000.0	0.0	1000.0	1000.0	123999	91.51573	34.96512	149.64539	8.848844	-92.18879	0.449527	2103.5726742744446
32	902.0	52.63554	977.0	832.0	846.3	293.85406	996.0	0.0	1000.0	1000.0	127999	92.19518	36.116486	151.35909	2.000627	-92.88532	0.4361259	2179.978530883789
33	962.5	12.439856	981.0	947.0	899.1	133.75534	989.0	624.0	1000.0	1000.0	131999	93.59009	38.684467	152.93669	-3.54257	-94.25617	0.4095744	2256.6558635234833
34	927.5	75.572815	987.0	798.0	960.6	26.325653	1000.0	905.0	1000.0	1000.0	135999	94.44027	39.75896	152.87988	-5.613707	-95.109955	0.39155024	2333.2371215820312
35	953.5	13.5	975.0	942.0	879.5	293.44003	995.0	0.0	1000.0	1000.0	139999	95.37362	40.964127	152.22752	-13.177452	-95.997696	0.3809035	2410.011066198349
36	828.25	204.49007	976.0	477.0	684.8	441.22302	993.0	0.0	1000.0	1000.0	143999	96.6484	41.545906	150.84172	-15.392373	-97.34521	0.37736776	2487.24990773201
37	936.75	49.916805	995.0	860.0	850.2	286.91455	997.0	0.0	1000.0	1000.0	147999	99.06771	40.57597	155.00194	-14.373207	-99.855545	0.3963699	2564.324944496155
38	499.75	463.5873	976.0	0.0	760.3	375.7156	987.0	9.0	1000.0	1000.0	151999	103.01217	39.784584	154.29156	-11.65158	-103.86734	0.40469226	2641.5163249969482
39	800.75	288.9069	990.0	301.0	601.9	460.7035	995.0	0.0	1000.0	1000.0	155999	106.26137	40.389057	153.00574	-16.782278	-106.98247	0.39994836	2718.63143992424
40	820.75	244.9167	979.0	397.0	927.2	74.13744	988.0	766.0	1000.0	1000.0	159999	106.31196	41.01567	151.762	-19.176542	-106.989174	0.36814496	2795.9047105312347
41	964.75	13.681648	987.0	953.0	894.0	155.5802	1000.0	492.0	1000.0	1000.0	163999	107.03793	41.143307	152.44649	-15.98704	-107.74514	0.38920295	2873.2654049396515
42	949.25	40.34461	999.0	902.0	689.1	437.04337	991.0	17.0	1000.0	1000.0	167999	108.24922	40.863754	153.71098	-15.849529	-108.9616	0.40991694	2950.7182807922363
43	938.75	20.53503	960.0	905.0	971.2	15.574337	997.0	945.0	1000.0	1000.0	171999	109.81346	39.97465	157.16708	-14.680321	-110.56545	0.4077548	3028.2613258361816
44	870.25	111.92268	987.0	717.0	967.8	19.518198	1000.0	936.0	1000.0	1000.0	175999	111.58744	39.37942	160.04102	-15.032379	-112.33264	0.40399837	3106.0756430625916
45	916.75	83.744774	993.0	775.0	774.4	381.55164	997.0	0.0	1000.0	1000.0	179999	113.03348	38.96087	159.00009	-20.507055	-113.75331	0.40488294	3183.907294988632
46	782.5	297.23602	969.0	268.0	964.3	19.498974	988.0	919.0	1000.0	1000.0	183999	113.47267	38.214855	157.32584	-20.756834	-114.135735	0.394052	3262.0171205997467
47	939.25	67.10952	994.0	826.0	868.7	290.0324	990.0	0.0	1000.0	1000.0	187999	113.13069	37.264484	157.88663	-21.326244	-113.76026	0.37877232	3339.9648633003235
48	972.25	21.358547	1000.0	946.0	961.5	19.551214	991.0	938.0	1000.0	1000.0	191999	112.09459	37.080643	156.73322	-23.181364	-112.67338	0.37819874	3418.28302192688
49	905.25	85.04521	988.0	764.0	972.3	18.520529	1000.0	940.0	1000.0	1000.0	195999	111.07929	37.56388	157.4916	-26.222437	-111.657005	0.38491717	3496.650045633316
50	980.0	17.874563	997.0	952.0	781.9	384.35983	998.0	0.0	1000.0	1000.0	199999	110.34291	38.044174	155.89908	-23.996916	-110.90831	0.38517052	3575.213337659836
51	922.75	46.208088	953.0	843.0	872.2	291.05148	1000.0	0.0	1000.0	1000.0	203999	109.9165	38.4723	152.77602	-26.83063	-110.491516	0.39797252	3653.76247549057
52	947.5	12.134661	960.0	933.0	951.3	50.703156	991.0	809.0	1000.0	1000.0	207999	109.62872	38.835407	151.90834	-26.67077	-110.21035	0.3781804	3732.313112974167
53	946.25	39.9398	981.0	880.0	872.5	291.787	1000.0	0.0	1000.0	1000.0	211999	109.87088	38.13985	149.88443	-28.082014	-110.45326	0.38972944	3811.0593292713165
54	877.0	159.37378	973.0	601.0	871.0	289.1543	991.0	5.0	1000.0	1000.0	215999	110.18597	37.809166	151.69017	-26.575127	-110.78952	0.4022813	3889.6381011009216
55	959.25	19.600702	980.0	935.0	778.4	385.79507	981.0	0.0	1000.0	1000.0	219999	111.24178	36.71405	151.3298	-25.150747	-111.86907	0.39784092	3968.463168859482
56	700.5	275.57983	958.0	267.0	711.3	365.15668	984.0	12.0	1000.0	1000.0	223999	111.90645	35.34499	148.70323	-21.137924	-112.50723	0.39234975	4047.3548455238342
57	736.75	302.57095	954.0	221.0	868.6	289.97937	989.0	0.0	1000.0	1000.0	227999	112.22754	34.042828	148.73541	-16.560263	-112.81557	0.41144136	4126.137378692627
58	960.5	28.324018	999.0	919.0	666.6	378.3396	989.0	15.0	1000.0	1000.0	231999	112.04623	33.18682	146.76826	-19.862312	-112.59294	0.3988709	4205.131454706192
59	948.75	26.022827	981.0	909.0	880.3	290.81473	1000.0	9.0	1000.0	1000.0	235999	111.56977	33.86198	146.01704	-25.836277	-112.08989	0.39086092	4284.011355161667
60	972.75	16.361158	994.0	948.0	758.6	383.7427	1000.0	0.0	1000.0	1000.0	239999	110.90898	34.655495	148.11424	-27.826424	-111.41543	0.3962914	4363.058924198151
61	751.0	400.42102	996.0	58.0	779.8	388.97787	997.0	0.0	1000.0	1000.0	243999	110.23827	35.023888	148.02603	-25.527973	-110.74126	0.37820488	4442.035479545593
62	978.75	18.859678	998.0	948.0	870.2	292.34836	1000.0	0.0	1000.0	1000.0	247999	110.12746	34.68568	147.0738	-24.96335	-110.639305	0.40066335	4520.924736261368
63	887.0	153.7319	999.0	622.0	971.7	13.535508	988.0	942.0	1000.0	1000.0	251999	110.00681	33.62514	145.3168	-21.783663	-110.51785	0.40324688	4599.679377555847
64	968.5	10.688779	981.0	956.0	973.3	12.52238	995.0	957.0	1000.0	1000.0	255999	110.06611	33.169495	143.9315	-18.764011	-110.589035	0.4070019	4678.419476270676
65	969.0	8.916277	984.0	961.0	957.9	22.893011	997.0	914.0	1000.0	1000.0	259999	110.4606	32.513393	141.74384	-13.000684	-110.988556	0.3958268	4757.239230871201
66	964.25	14.872374	980.0	940.0	948.6	72.21108	995.0	735.0	1000.0	1000.0	263999	110.54376	32.613026	141.54312	-9.248236	-111.02044	0.4422704	4835.863837957382
67	919.5	61.52032	983.0	857.0	921.8	140.56586	993.0	506.0	1000.0	1000.0	267999	110.27675	32.696777	144.42143	-5.3308735	-110.771126	0.48879045	4914.693074226379
68	917.75	85.479164	983.0	771.0	871.0	291.76086	994.0	0.0	1000.0	1000.0	271999	110.36828	32.686214	144.93042	-8.933927	-110.87303	0.48942766	4993.623485088348
69	943.75	48.18908	983.0	862.0	978.0	8.786353	996.0	968.0	1000.0	1000.0	275999	110.9039	32.04654	144.34645	-13.642996	-111.440125	0.4768939	5072.574301242828
70	973.75	14.821858	991.0	953.0	770.3	378.90924	976.0	0.0	1000.0	1000.0	279999	111.25914	31.515654	142.27959	-10.861702	-111.752785	0.43465826	5151.921451330185
71	890.0	71.794846	980.0	800.0	770.7	385.45792	982.0	0.0	1000.0	1000.0	283999	111.05198	30.867834	139.51906	-12.665415	-111.525345	0.4325357	5230.874339342117
72	977.0	10.931605	990.0	963.0	929.8	160.42369	1000.0	451.0	1000.0	1000.0	287999	110.72655	30.396503	139.06633	-7.3233266	-111.1724	0.38524824	5309.690270423889
73	864.25	169.72533	975.0	571.0	864.0	285.1133	998.0	13.0	1000.0	1000.0	291999	110.20997	29.8482	137.70924	-2.9500217	-110.66723	0.3775473	5388.483976364136
74	496.75	491.27353	992.0	0.0	785.2	392.18384	993.0	0.0	1000.0	1000.0	295999	109.83973	29.23084	141.4643	-1.5807374	-110.28277	0.3870448	5467.636330127716
75	736.75	420.787	986.0	8.0	875.3	290.23404	994.0	6.0	1000.0	1000.0	299999	109.35932	28.79846	135.32718	-3.800407	-109.80917	0.38646612	5546.6002695560455
76	840.25	243.30576	989.0	419.0	858.8	232.67609	994.0	308.0	1000.0	1000.0	303999	109.22519	28.17268	133.17479	-2.8950126	-109.66694	0.38496244	5625.888356208801
77	983.5	8.20061	997.0	976.0	878.8	290.8308	990.0	7.0	1000.0	1000.0	307999	108.92436	28.234858	133.42628	0.11530936	-109.36347	0.37252396	5705.016338348389
