Epoch	AverageEpRet	StdEpRet	MaxEpRet	MinEpRet	AverageTestEpRet	StdTestEpRet	MaxTestEpRet	MinTestEpRet	EpLen	TestEpLen	TotalEnvInteracts	AverageQ1Vals	StdQ1Vals	MaxQ1Vals	MinQ1Vals	AverageQ2Vals	StdQ2Vals	MaxQ2Vals	MinQ2Vals	LossPi	LossQ	LossFinal	Time
1	32.797516	2.3695037	35.670982	30.160088	41.938408	16.76461	61.58131	23.179413	1000.0	1000.0	3999	0.11639384	0.22870737	1.4082258	-2.5322218	0.116469495	0.22809914	1.3771416	-1.8918093	-0.19114734	0.0104907	0.0104907	60.236454248428345
2	29.713457	1.1716001	31.072886	27.956268	59.233765	13.729137	84.946205	45.074192	1000.0	1000.0	7999	0.76130146	0.46706268	5.5640364	-0.00012082979	0.7612901	0.4668963	5.605877	0.04831653	-0.92116433	0.009233411	0.009233411	137.5420000553131
3	43.33895	12.071757	61.061043	31.846375	35.170185	10.999871	58.904873	27.240164	1000.0	1000.0	11999	2.9521694	1.3921669	9.703585	-0.12995929	2.9521823	1.3921319	9.496324	-0.025932968	-3.417583	0.040059216	0.040059216	221.4268479347229
4	32.623272	8.047952	46.52617	27.274076	35.557507	15.336816	69.03579	26.448202	1000.0	1000.0	15999	5.6648607	2.1616971	10.359085	0.7442114	5.6648593	2.1615748	10.357048	0.7842839	-5.9852033	0.041404463	0.041404463	301.56187081336975
5	31.936533	4.1785016	37.613136	27.182447	40.41761	7.106018	50.74682	31.319374	1000.0	1000.0	19999	5.661327	2.6098077	9.384015	1.1809444	5.6613283	2.6097155	9.254462	1.1065688	-5.7793336	0.01927372	0.01927372	383.8375961780548
6	34.344788	5.1759396	38.920845	25.55659	28.977589	13.530813	40.226753	5.5936675	1000.0	1000.0	23999	5.7977858	2.360193	9.274551	1.4007893	5.797812	2.360134	9.180307	1.3744035	-5.942568	0.012592872	0.012592872	471.7017779350281
7	34.956047	18.900366	65.031395	14.986001	62.325054	13.355635	90.23939	44.10847	1000.0	1000.0	27999	5.931067	1.991998	9.07205	2.2064211	5.931086	1.9919351	9.26703	2.1925282	-5.997952	0.008408403	0.008408403	559.7490181922913
8	79.56566	19.014969	107.65084	54.762108	112.94862	7.1464014	125.91418	100.70635	1000.0	1000.0	31999	5.922332	1.7777202	11.559366	2.3255293	5.92238	1.7776163	12.511298	2.3630104	-6.0303907	0.013526905	0.013526905	644.4142866134644
9	94.37623	13.77691	113.81614	79.211754	55.711468	7.084103	70.853935	49.73851	1000.0	1000.0	35999	6.440168	1.5200378	13.023892	3.066772	6.440169	1.5199345	14.950972	2.937509	-6.5791817	0.019859444	0.019859444	733.6665210723877
10	142.1273	12.249081	156.5876	124.1696	161.6579	7.8260922	171.19527	145.80763	1000.0	1000.0	39999	6.9503026	1.2231797	13.365065	3.634915	6.95033	1.2230638	12.668432	3.7590418	-7.1042695	0.022287704	0.022287704	823.2481427192688
