Epoch	AverageEpRet	StdEpRet	MaxEpRet	MinEpRet	AverageTestEpRet	StdTestEpRet	MaxTestEpRet	MinTestEpRet	EpLen	TestEpLen	TotalEnvInteracts	AverageQ1Vals	StdQ1Vals	MaxQ1Vals	MinQ1Vals	AverageQ2Vals	StdQ2Vals	MaxQ2Vals	MinQ2Vals	AverageLogPi	StdLogPi	MaxLogPi	MinLogPi	LossPi	LossQ	LossFinal	Time
1	285.07785	219.0803	507.46686	20.74884	390.6099	27.197454	435.43713	367.57803	580.5	1000.0	3999	11.773751	5.966585	30.305908	-0.4244269	11.774499	5.966361	30.283958	-3.3659453	-5.292988	0.8484905	11.289275	-12.008728	-12.852679	0.24877726	0.24877726	97.92270827293396
2	352.29193	191.15956	506.07574	4.8075624	148.35172	36.698757	195.5467	107.3968	723.4	1000.0	7999	37.711777	14.355437	150.6288	-0.9423974	37.711777	14.357346	150.93452	-2.9555094	-1.8182416	5.8710933	34.128872	-13.328457	-40.751625	2.2995863	2.2995863	216.76549434661865
3	306.51782	188.70479	504.36572	47.060505	222.07156	106.262436	328.60995	15.451683	819.6	824.8	11999	141.09192	35.93148	278.26837	6.274831	141.09206	35.931866	270.77283	-0.90593266	5.9179854	5.3117046	76.50216	-13.842719	-147.19685	23.40762	23.40762	336.2036716938019
4	79.02557	102.86846	361.88928	3.901838	417.1088	100.27374	535.8831	227.30537	237.05556	1000.0	15999	187.89326	17.473259	293.87814	12.516652	187.8926	17.491938	296.99796	17.374586	3.0739052	4.5451922	51.413357	-15.40918	-190.23573	52.41111	52.41111	457.157185792923
5	397.70456	72.527534	505.25906	302.07236	255.6584	138.14821	450.08734	45.340393	1000.0	712.4	19999	198.23454	16.363647	275.3472	3.469005	198.23376	16.38102	272.99762	-5.5708866	3.9429297	4.660591	34.62514	-18.487206	-200.69328	70.44328	70.44328	575.6361567974091
6	379.4677	108.34671	468.35876	166.25513	514.82025	90.51659	656.7923	373.38663	874.4	1000.0	23999	213.10666	19.061323	302.97028	-1.3288854	213.10684	19.072748	305.3368	-6.5310354	6.129342	4.4309487	40.212402	-14.024561	-215.77809	64.95884	64.95884	696.5385525226593
7	297.9116	151.6069	416.6286	3.5251915	428.3834	193.6554	631.7703	12.538599	804.0	822.1	27999	227.11882	21.430136	416.86743	-6.72289	227.1182	21.44724	428.75305	-17.945387	6.600466	4.436712	44.718903	-13.546349	-229.98373	74.37261	74.37261	814.945433139801
8	263.84775	170.01811	484.20926	5.1731253	397.43353	125.7944	567.96185	140.85011	578.5	929.5	31999	244.54118	23.972477	436.55334	-0.022880375	244.54153	23.98067	431.10886	-30.374088	7.4488187	4.3542366	60.214752	-14.59805	-247.73174	82.436615	82.436615	937.7654740810394
9	458.72168	33.194004	500.18262	419.42255	284.7397	102.650826	566.86566	226.21957	1000.0	1000.0	35999	258.3753	30.083246	482.0376	-5.9374537	258.3755	30.09483	481.76126	-32.240044	7.9479938	4.5498624	44.691048	-11.691076	-261.36377	75.8674	75.8674	1059.5567152500153
10	278.87384	111.76688	413.10898	92.67949	420.33945	130.37325	643.7525	206.06305	854.8	907.4	39999	273.96072	36.482155	529.8168	-0.30736017	273.96033	36.494587	525.3279	-26.978897	8.419424	4.657696	60.87062	-12.675302	-277.15512	83.21238	83.21238	1183.1434807777405
11	183.35849	181.0604	480.22452	3.186718	355.12573	157.49896	572.76434	64.724	483.1111	844.4	43999	287.01215	34.20006	563.98413	-0.045029104	287.01068	34.222374	565.533	-12.966271	8.029278	4.538677	57.05561	-11.541565	-289.99692	89.953125	89.953125	1301.9683909416199
12	396.94965	81.32594	480.828	262.62183	431.1642	62.168003	528.19116	312.0785	1000.0	1000.0	47999	289.39844	34.647987	612.53906	-16.427626	289.39777	34.66553	617.05743	-9.388586	7.820623	4.588332	49.04371	-12.486454	-292.22702	77.83922	77.83922	1425.9308307170868
13	434.9662	67.611855	523.06824	361.0162	343.00763	155.55954	713.95667	119.83873	1000.0	850.5	51999	294.5053	36.49821	646.23114	-4.302798	294.5046	36.514164	646.24097	-19.24585	7.692326	4.514278	48.829304	-15.666696	-297.21582	79.0888	79.0888	1550.6893227100372
14	260.20526	188.64499	441.41467	16.149378	408.6176	146.23302	566.3713	36.89545	688.6	914.5	55999	296.75525	38.559937	721.39294	-9.084723	296.75473	38.580597	714.1556	-15.794185	7.324772	4.2876377	54.73059	-13.745877	-299.5427	91.656784	91.656784	1673.805222272873
15	312.74115	48.454315	388.3048	263.06644	274.779	100.98791	429.77216	160.94316	1000.0	1000.0	59999	297.5008	37.004883	638.3278	-11.904264	297.50015	37.035507	640.73193	-39.54244	7.3876414	4.225818	51.629265	-12.453238	-300.05786	80.85767	80.85767	1802.9898433685303
16	352.70184	140.5789	526.6856	137.50134	396.89655	130.67719	536.29767	91.73678	788.0	925.5	63999	292.9241	33.391403	546.7469	-19.543665	292.9229	33.421444	539.48755	-38.31661	7.034285	4.2992253	44.96839	-13.70092	-295.31268	78.261795	78.261795	1929.1251709461212
17	51.870293	118.98874	503.53073	1.8909523	472.80527	117.198105	631.3014	268.4195	138.54546	1000.0	67999	283.34427	29.441721	543.30237	-28.360935	283.34424	29.46655	539.7432	-27.585564	6.098931	4.2200456	46.22056	-15.299247	-285.37286	84.18681	84.18681	2063.5886585712433
18	415.0675	116.35031	554.1833	231.26907	476.24457	198.57864	702.6186	-5.3131733	1000.0	917.7	71999	269.79565	27.667742	530.30646	-29.089655	269.79688	27.685064	523.77545	-28.620174	5.7248282	4.3723254	45.692856	-14.641468	-271.70963	85.80169	85.80169	2208.4358808994293
19	331.33383	151.56908	520.221	63.621292	331.09036	94.78795	480.21677	159.6006	783.6	933.3	75999	256.29837	28.231384	513.9045	-24.043318	256.29855	28.2532	512.42957	-31.799337	5.1775627	4.3346696	44.18727	-15.25058	-257.9862	72.612595	72.612595	2355.2059478759766
20	446.86066	114.96376	586.9866	284.05444	534.6295	92.593025	668.0492	391.9806	1000.0	1000.0	79999	241.04442	25.743593	430.36563	-48.87214	241.0443	25.773994	436.42657	-85.91609	4.350406	4.053471	36.735237	-14.092857	-242.48186	60.811405	60.811405	2506.319100856781
21	376.38293	45.644604	428.95502	330.48105	41.99339	62.716255	229.87352	13.553939	935.0	184.9	83999	225.90723	23.978973	398.05722	-56.11205	225.9076	24.008884	400.16348	-63.297283	3.6806428	4.1363626	35.317577	-14.017518	-227.21175	51.70604	51.70604	2639.4611451625824
22	320.67633	127.709366	524.53345	171.87457	357.11362	78.77264	507.89282	293.6664	1000.0	1000.0	87999	213.48026	22.228222	371.16254	-12.628526	213.48048	22.252	366.6393	-33.530403	3.334941	4.1977177	39.852985	-16.678268	-214.75842	42.41864	42.41864	2796.586248397827
23	408.90295	52.62519	463.61682	334.8313	425.33023	58.93802	533.68744	354.26523	1000.0	1000.0	91999	202.33516	20.299477	301.36597	-65.12596	202.33574	20.317665	301.44638	-43.319496	2.370183	4.0741844	34.71594	-14.75695	-203.41853	36.444828	36.444828	2949.042479276657
24	433.39142	79.42125	563.53906	348.20847	524.1739	111.76559	739.26935	349.42688	990.5	1000.0	95999	188.70224	18.68934	266.51654	-56.695747	188.70232	18.707375	270.59326	-53.267063	1.4606214	3.9449444	34.935368	-15.2651005	-189.62341	29.636618	29.636618	3102.2880387306213
25	431.6847	43.889988	473.56317	358.02393	485.87128	92.94775	674.77	341.41577	1000.0	1000.0	99999	175.10732	16.561058	236.74214	-81.32411	175.10762	16.583212	237.46199	-31.280476	0.6518527	3.830765	35.275864	-16.933224	-175.91801	27.694891	27.694891	3256.5024683475494
26	466.9366	120.12286	595.5145	342.99884	365.6364	269.14337	692.17505	2.8889184	1000.0	628.0	103999	163.3493	14.48018	216.93143	-53.876408	163.34943	14.496676	219.63576	-55.817535	-0.03986273	3.7148576	30.418056	-14.200956	-164.11656	22.321726	22.321726	3404.6123440265656
27	410.37207	176.25421	538.27814	61.429504	353.50433	197.35483	630.30505	47.827972	825.0	731.2	107999	153.02727	12.947391	200.14198	-93.870735	153.02829	12.955171	197.90057	-94.23127	-0.6427278	3.6800392	28.678814	-14.642523	-153.7486	19.508738	19.508738	3552.8754091262817
28	447.3502	185.4725	679.58185	119.74751	436.987	93.461555	581.4175	281.39688	851.0	1000.0	111999	144.99979	11.64711	190.66423	-86.04125	144.99998	11.658457	197.6282	-97.78887	-1.1197168	3.496905	32.7902	-14.696753	-145.73994	16.050934	16.050934	3706.406840801239
29	422.79254	106.79947	528.7509	246.00418	552.46985	85.8395	680.2505	452.55203	871.0	1000.0	115999	139.31036	10.724851	182.99297	-99.18251	139.3113	10.724967	185.35835	-55.795925	-1.7576798	3.282529	29.238031	-14.85384	-140.05785	14.343386	14.343386	3859.8633732795715
30	418.72012	190.8492	568.2993	43.81069	245.60934	231.24506	689.3128	21.587168	825.2	442.3	119999	134.4773	9.809488	174.55754	-90.75304	134.478	9.807206	172.05896	-61.51432	-2.1370478	3.2027097	32.742786	-15.163209	-135.22658	12.832515	12.832515	4003.844961166382
