Checkpoint,Return,Undiscounted Return,Soft Return,Q1,Q2,AvgQ,MSE,MAE
1.0,0.0,0.0,26.748869132995605,11.554728317260743,11.528683233261109,11.541705775260926,231.25781738882827,15.207163357734679
2.0,0.21136220753361692,0.3,26.758011436462404,19.90231924057007,19.97290153503418,19.937610387802124,46.51787046456624,6.82040104866028
3.0,0.5184584867295177,0.95,25.68698606491089,25.02507104873657,25.077292442321777,25.051181745529174,0.4042471325444471,0.635804319381716
4.0,0.6786116213414509,1.35,25.360301876068114,28.26126174926758,28.30550880432129,28.283385276794434,8.544416567601747,2.92308340072632
5.0,2.303060131759399,19.3,20.00290756225586,30.602881240844727,30.758727073669434,30.68080415725708,114.01747569353861,10.677896595001219
6.0,6.5152617190137665,39.05,21.338626003265382,33.27886066436768,33.29250822067261,33.28568444252014,142.7322053509684,11.94705843925476
7.0,13.770767427290806,114.8,25.932093238830568,37.30858936309814,37.37328701019287,37.34093818664551,130.1617430432825,11.408844947814941
8.0,22.066787507475706,278.95,31.424660873413085,40.51717586517334,40.57912178039551,40.54814882278443,83.23803236232409,9.123487949371341
9.0,28.91892152812637,330.5,37.20058434009552,44.86055030822754,44.91130142211914,44.88592586517334,59.06447435708554,7.685341525077824
10.0,33.91458782206525,372.85,38.1229642868042,49.503062057495114,49.57233200073242,49.53769702911377,130.29612357835427,11.414732742309575
11.0,37.10166075004696,451.7,42.09344038963318,52.78150634765625,52.631432151794435,52.706469249725345,112.6363815851492,10.613028860092165
12.0,44.261338004073394,476.35,50.69701671600342,56.94488945007324,56.95523109436035,56.950060272216795,39.10055371590164,6.2530435562133775
13.0,36.50871024782648,429.65,41.798393020033835,58.19001293182373,58.101852607727054,58.14593276977539,267.24205586938024,16.347539749741557
14.0,42.18617140350957,507.1,47.73803162574768,59.460017395019534,59.34829940795898,59.404158401489255,136.0985139476745,11.666126775741574
15.0,46.89444896275616,519.0,52.007857704162596,61.01132087707519,61.06429119110108,61.037806034088135,81.53996684112502,9.029948329925539
16.0,45.905461493038025,527.55,54.46913747787475,63.0154972076416,63.152397346496585,63.08394727706909,74.21494787629483,8.61480979919434
17.0,47.301789305530484,512.35,52.860062217712404,65.10440578460694,65.04435634613037,65.07438106536866,149.18958491221073,12.214318847656251
18.0,42.08788421455095,485.65,49.53693809509277,63.86531238555908,63.94152774810791,63.9034200668335,206.3958042443513,14.366481971740725
19.0,50.77227586116577,559.7,56.00313034057617,65.52837734222412,65.52990112304687,65.5291392326355,90.74484541159343,9.52600889205933
20.0,45.68862060431955,518.25,52.81279096603394,64.6297477722168,64.6594648361206,64.6446063041687,139.99185419572115,11.831815338134767
21.0,47.29556791304371,526.75,54.09777722358704,65.76077880859376,66.10374774932862,65.93226327896119,140.0550601948452,11.83448605537415
22.0,50.099735291951276,575.0,54.731882619857785,66.67679138183594,66.73840255737305,66.7075969696045,143.41773418672926,11.97571434974671
23.0,44.768907390110726,530.65,51.69633846282959,67.55885696411133,67.35508480072022,67.45697088241577,248.39753426531115,15.760632419586187
24.0,52.14302930179988,604.3,56.329618549346925,68.21653804779052,68.2197338104248,68.21813592910766,141.33684548887305,11.888517379760735
25.0,49.16466114304019,583.25,55.05059585571289,68.39125728607178,68.25956382751465,68.32541055679322,176.22070534801827,13.274814701080324
26.0,55.94042527732809,640.6,60.15139636993408,68.3906795501709,68.35001735687256,68.37034845352173,67.55117335230969,8.218952083587645
27.0,41.49015303063446,522.85,48.8943473815918,67.00539474487304,66.80434761047363,66.90487117767334,324.3789674092195,18.010523796081543
28.0,53.23316635265326,593.75,58.00160348415375,69.30143032073974,69.20081520080566,69.2511227607727,126.55168395502145,11.249519276618955
29.0,50.70863814199729,606.45,54.81977972984314,69.25278854370117,69.19753036499023,69.2251594543457,207.51496500710942,14.40537972450256
30.0,57.599349735342834,685.2,61.351564693450925,69.67758598327637,69.59126853942871,69.63442726135254,68.60581231874576,8.282862567901617
31.0,56.520056444282226,655.55,61.135431385040285,68.63387966156006,68.70902709960937,68.67145338058472,56.79162751732957,7.536021995544438
32.0,62.76752381775604,717.8,65.5839303970337,69.72647895812989,69.97091293334961,69.84869594573975,18.18822518543003,4.264765548706052
33.0,64.1093476729474,762.8,64.00909671783447,69.88173751831054,69.99738464355468,69.93956108093262,35.170407561977186,5.930464363098153
34.0,65.37104890298322,753.2,64.2392029762268,72.42826232910156,72.37273406982422,72.40049819946289,66.60673972081608,8.161295223236081
35.0,66.23756327895458,735.55,68.66927890777588,73.55219345092773,73.2864776611328,73.41933555603028,22.563038161625826,4.7500566482544
36.0,61.662558443257446,710.95,62.97187204360962,72.62431640625,72.66354484558106,72.64393062591553,93.54871721955737,9.672058582305908
37.0,64.86439824983822,764.5,67.37122344970703,74.35582466125489,74.1392261505127,74.24752540588379,47.28352859252035,6.876301956176761
38.0,62.621123414052136,698.35,65.91605787277221,75.39189987182617,75.142822265625,75.26736106872559,87.44687146264785,9.351303195953378
39.0,72.56967082961133,804.75,76.5295394897461,78.51637229919433,78.32756881713867,78.4219705581665,3.5812953487228043,1.8924310684204073
40.0,71.1143115304994,793.45,74.29904346466064,77.64128952026367,77.51866302490234,77.57997627258301,10.76452009010136,3.280932807922369
41.0,69.10729768754541,799.05,70.42116832733154,78.16256752014161,77.85210075378419,78.0073341369629,57.54991169121973,7.586165809631353
42.0,72.39263989899236,822.2,76.6297040939331,79.43561096191407,79.36746673583984,79.40153884887695,7.683067908714651,2.7718347549438533
43.0,68.89799590038447,778.65,69.92982616424561,80.53995628356934,80.38415222167968,80.46205425262451,110.92782850563746,10.5322280883789
44.0,74.40934240130137,850.9,73.65210285186768,80.28737869262696,80.08714599609375,80.18726234436035,42.708309592317015,6.535159492492667
45.0,68.68653004646589,771.7,70.05809946060181,82.55135612487793,82.44956398010254,82.50046005249024,154.8123370985782,12.44236059188843
46.0,70.90506312556086,838.65,71.3882339477539,81.70710182189941,81.8597297668457,81.78341579437256,108.05980562427004,10.395181846618655
47.0,72.6989726168743,873.95,74.5013822555542,83.15692138671875,83.24517822265625,83.2010498046875,75.68421546544292,8.699667549133295
48.0,74.5365349931096,870.4,74.7458309173584,83.49456481933593,83.38217124938964,83.4383680343628,75.56020153049901,8.692537117004392
49.0,75.4912240946333,855.5,75.39059295654297,86.18764266967773,86.36340637207032,86.27552452087403,118.4817351601705,10.884931564331055
50.0,80.14290252492579,932.05,79.67726211547851,88.35934143066406,88.44681587219239,88.40307865142822,76.1398742190533,8.725816535949704
