Epoch	AverageEpRet	StdEpRet	MaxEpRet	MinEpRet	AverageTestEpRet	StdTestEpRet	MaxTestEpRet	MinTestEpRet	EpLen	TestEpLen	TotalEnvInteracts	AverageQVals	StdQVals	MaxQVals	MinQVals	LossPi	LossQ	Time
1	3.0250044	1.5737348	4.62022	1.3697661	0.12682597	0.03348085	0.18724683	0.08005339	1000.0	1000.0	3999	0.58619493	0.28840834	1.2600065	-0.6531246	-0.64681506	0.00071837765	44.756043910980225
2	3.7942524	1.0798535	5.415233	2.5482285	0.61403614	0.028442523	0.6615418	0.56947196	1000.0	1000.0	7999	0.9276751	0.14449503	1.5528026	0.33755505	-0.9462596	0.00044182732	101.62360787391663
3	2.1537638	0.5207564	2.8740957	1.6460898	0.62067807	0.025809933	0.65365267	0.5684348	1000.0	1000.0	11999	1.2835575	0.1669223	2.230956	0.8070395	-1.3059685	0.0004858063	158.93567609786987
4	1.4370277	0.07590993	1.5536472	1.3417426	0.62190443	0.029043466	0.6692497	0.57948303	1000.0	1000.0	15999	1.101664	0.14788084	2.061091	0.67873025	-1.0914153	0.0001640897	217.1456081867218
5	5.1628084	4.7199397	13.236085	1.3142762	0.21955033	0.12869976	0.540895	0.10434901	1000.0	1000.0	19999	1.1292627	0.29966316	3.0446627	0.4318505	-1.176185	0.0006458534	275.2677731513977
6	28.034803	20.10241	62.623703	13.844496	16.305248	1.6717066	18.93909	11.878381	1000.0	1000.0	23999	2.4094245	0.7918036	6.1701303	0.55250293	-2.5377789	0.0030168763	333.25288581848145
7	18.73177	5.1708403	26.136	13.819813	54.9734	18.907066	75.3451	13.833572	1000.0	1000.0	27999	6.193699	1.6942489	13.147919	1.1712133	-6.4797373	0.00875562	391.1644456386566
8	15.30831	5.3406043	21.87748	7.6955175	4.339226	4.0835395	14.918644	1.2813889	1000.0	1000.0	31999	9.135535	1.0712252	13.565621	5.8635187	-9.290308	0.008455031	449.98415970802307
9	69.51822	40.63268	127.834526	30.009203	40.991047	25.485033	108.98731	17.432444	1000.0	1000.0	35999	10.479731	0.91027147	18.669703	6.735362	-10.654715	0.011185468	509.2543034553528
10	55.013336	38.079	98.76773	10.959287	61.260246	31.382833	141.34943	17.557955	1000.0	1000.0	39999	11.774078	1.3147681	25.510397	8.713452	-11.923769	0.01965392	568.691782951355
11	93.67147	18.06918	110.387794	63.445923	0.1182253	0.059284132	0.2805187	0.06664927	1000.0	1000.0	43999	13.133738	2.10279	26.17019	8.904085	-13.310511	0.03613975	628.5310134887695
12	49.957134	51.340298	136.17053	1.3705504	43.32463	10.368379	55.909004	22.83588	1000.0	1000.0	47999	14.879996	2.011793	29.612434	9.403895	-15.086144	0.04491276	688.1714339256287
13	62.08935	27.94707	105.80276	28.265026	66.523865	11.322996	88.602844	55.59309	1000.0	1000.0	51999	16.551577	2.4519155	33.379246	9.561373	-16.77516	0.063612886	747.7267513275146
14	54.48263	31.221043	105.24672	24.41728	84.15971	34.25251	127.09943	20.800146	1000.0	1000.0	55999	18.347717	2.863274	36.176506	10.357265	-18.60708	0.095224276	807.6155295372009
15	83.07182	49.416264	158.32904	29.111633	70.0998	30.728685	125.96904	21.103209	1000.0	1000.0	59999	19.679276	3.2179384	41.72746	11.527428	-19.874048	0.0959052	867.7449617385864
16	68.055145	32.732155	111.20163	27.62593	109.50554	45.745663	192.42331	15.33323	1000.0	1000.0	63999	21.0402	3.9011881	43.498257	11.991941	-21.297977	0.11938711	928.4262833595276
17	74.26586	31.616882	120.90675	38.063904	85.12587	21.353792	120.41272	42.68101	1000.0	1000.0	67999	21.799347	4.372344	44.24116	11.579981	-22.00516	0.11068454	992.9800584316254
18	88.0972	35.50303	130.35945	31.898155	95.97479	60.12411	214.52112	35.03199	1000.0	1000.0	71999	22.250202	5.0417175	44.281914	12.08921	-22.45605	0.10935967	1061.5537221431732
19	81.217	23.716095	106.74814	42.418297	79.05687	37.349728	151.97374	42.89344	1000.0	1000.0	75999	22.472225	5.843769	44.680912	11.563492	-22.681168	0.1184911	1131.0744352340698
20	104.295204	44.52681	163.40457	46.827415	56.392395	31.211893	138.37088	36.045094	1000.0	1000.0	79999	22.57771	6.6137223	45.61878	10.453791	-22.764872	0.13387802	1201.1791169643402
21	86.77976	42.47371	136.2407	34.111866	37.530502	5.3849673	50.20079	28.12255	1000.0	1000.0	83999	22.620377	7.1990952	47.541092	9.83058	-22.809164	0.141833	1271.8480262756348
22	107.13303	65.91807	207.39595	31.59589	127.3939	54.93401	231.07254	65.65938	1000.0	1000.0	87999	22.440994	7.686992	48.23158	9.079885	-22.625635	0.1440062	1342.973617553711
23	61.845108	14.679143	85.54364	48.18441	107.96145	54.60705	192.68657	46.610626	1000.0	1000.0	91999	22.46882	8.279908	47.57139	8.777511	-22.67371	0.1602629	1414.499653339386
24	158.03699	84.96583	263.28345	39.711143	112.0706	47.160313	197.26059	55.057358	1000.0	1000.0	95999	22.42574	8.666234	47.350353	8.327651	-22.583984	0.15499808	1486.4833064079285
