Epoch	AverageEpRet	StdEpRet	MaxEpRet	MinEpRet	AverageTestEpRet	StdTestEpRet	MaxTestEpRet	MinTestEpRet	EpLen	TestEpLen	TotalEnvInteracts	AverageQ1Vals	StdQ1Vals	MaxQ1Vals	MinQ1Vals	AverageQ2Vals	StdQ2Vals	MaxQ2Vals	MinQ2Vals	AverageLogPi	StdLogPi	MaxLogPi	MinLogPi	LossPi	LossQ	LossFinal	Time
1	-1263.542	75.21755	-1199.7537	-1391.534	-1366.1848	39.795033	-1274.3811	-1412.8794	1000.0	1000.0	3999	-0.9538605	3.9436858	30.721144	-9.842057	-0.95323217	3.949871	30.380909	-10.120985	-1.5234776	2.6680365	16.266106	-12.671737	-0.56796014	1.0297447	1.0297447	91.60617566108704
2	-1333.8743	51.98939	-1294.2372	-1423.225	-1492.5127	27.386425	-1411.5283	-1507.5251	1000.0	1000.0	7999	15.683269	11.753113	70.89233	-12.073723	15.682682	11.758329	71.583046	-11.730647	1.5474119	3.0458126	23.410881	-13.976997	-18.728075	2.9841454	2.9841454	206.9833378791809
3	-1183.4707	200.57129	-841.2946	-1344.4504	-1466.0647	46.012283	-1376.8649	-1513.4326	1000.0	1000.0	11999	46.36647	12.6798725	101.991486	14.133941	46.36644	12.686574	103.01472	13.097183	1.8375167	3.4910448	33.368317	-14.365831	-49.439167	5.689413	5.689413	325.2822301387787
4	-1111.7446	243.22543	-692.01904	-1284.0371	-1348.8176	166.77997	-962.2793	-1493.3984	1000.0	1000.0	15999	57.403187	10.032398	125.92442	29.782917	57.402786	10.036056	125.56185	30.331732	-0.02883457	2.8701632	19.022606	-14.199174	-59.0607	3.963669	3.963669	442.1026566028595
5	-940.89124	307.6574	-489.7867	-1334.7435	-818.6039	343.26633	-168.89957	-1325.9226	1000.0	1000.0	19999	51.763165	12.935023	124.89965	24.907003	51.762974	12.937221	126.74566	24.785122	-0.466472	2.5031452	18.741343	-13.561779	-53.048653	3.7192233	3.7192233	557.5587894916534
6	-767.5004	170.04416	-527.43976	-928.7844	39.24368	394.18274	466.1705	-653.68976	1000.0	1000.0	23999	43.16556	10.840428	88.817566	12.79224	43.165283	10.843446	89.04401	13.04907	-0.9775042	2.3872085	15.840106	-15.115492	-44.16336	3.1204674	3.1204674	674.8616473674774
7	296.1753	140.82578	444.12497	128.51811	741.37683	56.478527	783.5847	575.7313	1000.0	1000.0	27999	35.149494	10.731274	86.93865	6.2523537	35.14937	10.735193	86.65734	6.3559732	-0.5454812	2.343512	17.137808	-13.777084	-36.236164	2.9695773	2.9695773	790.1790511608124
8	379.96902	166.09607	490.1846	93.44327	295.15594	364.08197	790.73126	-169.96542	1000.0	1000.0	31999	34.046806	11.846173	86.42191	3.57109	34.046707	11.849616	84.66936	3.42696	-0.25756267	2.3373206	17.560852	-13.347523	-35.170364	2.7781825	2.7781825	907.9653823375702
9	641.43024	14.312522	664.37274	627.9325	518.54944	233.6648	710.797	-28.97898	1000.0	1000.0	35999	35.844315	13.034101	92.62031	3.159855	35.84403	13.037528	91.70221	2.9029982	-0.22986521	2.3578892	16.230404	-13.580124	-36.92267	2.6867793	2.6867793	1023.8002083301544
10	486.06012	161.37982	665.6375	267.9866	-941.38464	551.82263	691.26483	-1262.5684	1000.0	1000.0	39999	41.16124	14.642288	100.13909	3.1637628	41.16117	14.645115	100.36944	3.0761259	-0.12593989	2.5048048	16.722464	-13.557072	-42.329594	2.5236983	2.5236983	1140.4330263137817
11	587.9254	73.733734	634.4635	460.36667	286.62198	574.1743	618.0102	-1290.0806	1000.0	1000.0	43999	46.975746	15.320026	104.36551	6.6689095	46.97589	15.32218	104.73938	8.461184	-0.26074624	2.5363703	20.41394	-13.001524	-48.099777	2.4768467	2.4768467	1258.608540058136
12	604.52637	10.496456	621.45233	593.60046	546.87384	105.03586	775.84247	329.45816	1000.0	1000.0	47999	53.943497	15.517252	101.76783	11.175069	53.94344	15.518628	100.80794	10.5638	-0.40743852	2.6274166	17.999197	-13.757171	-55.050507	2.2704058	2.2704058	1374.2331988811493
13	579.57214	28.46148	610.8199	533.45593	681.2245	11.202086	694.9863	661.09283	1000.0	1000.0	51999	59.33371	15.836937	104.10541	19.487097	59.333706	15.838267	105.68391	19.18555	-0.5825666	2.6179254	18.784195	-13.0060005	-60.37247	2.1272123	2.1272123	1492.845100402832
14	606.1555	14.904567	630.64417	592.8284	758.98627	55.780487	789.5176	592.3319	1000.0	1000.0	55999	64.85829	16.195583	102.95402	23.234344	64.85848	16.19634	101.18146	22.309029	-0.7185072	2.620039	15.11232	-14.223777	-65.870544	1.9900693	1.9900693	1609.6650137901306
15	617.60425	17.0503	640.0818	592.178	605.98755	40.898956	687.91907	584.2591	1000.0	1000.0	59999	70.27576	16.112907	106.32256	25.557379	70.27571	16.114138	103.56439	24.762028	-0.8001326	2.7238097	18.229733	-13.53256	-71.28591	2.0466478	2.0466478	1727.4154071807861
16	616.47107	30.17657	641.18195	564.9471	340.26642	708.9366	713.80566	-1662.4327	1000.0	1000.0	63999	76.00659	15.1496525	100.54028	32.498352	76.00662	15.151142	100.74763	32.567196	-0.9786557	2.7285569	21.668924	-14.702471	-77.072655	2.3868144	2.3868144	1847.6648280620575
17	81.20039	942.05896	643.43365	-1550.1152	737.35266	61.391766	783.76074	592.379	1000.0	1000.0	67999	80.511345	14.717879	115.38044	34.603233	80.51122	14.7193165	117.809975	34.209034	-1.2853284	2.5847397	20.564148	-13.457785	-81.396706	2.232601	2.232601	1967.8554039001465
18	649.536	6.9890633	657.70624	640.115	601.28564	29.582705	689.8859	588.74194	1000.0	1000.0	71999	82.211655	17.113482	106.33117	35.883366	82.21172	17.114506	107.0781	36.5791	-1.3252869	2.580079	16.506039	-13.284012	-83.10725	2.1073592	2.1073592	2092.996244430542
19	653.4548	9.837491	661.40424	636.6283	671.2709	38.000782	692.9116	595.2757	1000.0	1000.0	75999	85.28372	17.902105	106.09969	33.980434	85.28372	17.902878	106.765335	32.072987	-1.3535106	2.6037734	24.657822	-13.444296	-86.21153	2.0267248	2.0267248	2223.267958164215
20	677.8718	11.917417	694.2839	664.7251	704.0136	53.099205	796.2442	596.4426	1000.0	1000.0	79999	88.54979	17.802692	108.726456	36.261333	88.54981	17.803562	110.74355	35.49895	-1.4063231	2.659749	23.594547	-13.210609	-89.49172	1.7753028	1.7753028	2353.723201274872
21	670.38464	3.7596047	675.7111	665.18616	592.2643	221.40324	689.7131	-65.62917	1000.0	1000.0	83999	91.63537	17.581816	115.33831	38.723118	91.63546	17.58239	115.331894	37.819084	-1.4941376	2.623744	19.195204	-13.62889	-92.55706	1.5853531	1.5853531	2486.697557926178
22	683.20917	10.19136	696.55347	668.13464	773.14954	31.882011	791.3572	692.95135	1000.0	1000.0	87999	94.36052	17.478167	117.01436	38.790646	94.3606	17.478708	116.0087	41.05962	-1.5737758	2.627623	19.37239	-12.662336	-95.26655	1.4673826	1.4673826	2623.351767539978
23	685.9269	4.508525	692.75336	680.76245	731.981	48.233547	792.4322	683.9039	1000.0	1000.0	91999	96.70125	17.679735	115.98491	43.130577	96.70112	17.680311	116.560234	44.423363	-1.6465772	2.597137	15.299461	-12.033565	-97.59217	1.4044865	1.4044865	2753.1852588653564
24	681.0	6.2636614	688.62634	671.2819	126.091125	520.16724	695.5076	-470.33783	1000.0	1000.0	95999	99.075	17.514723	119.32886	47.02781	99.0751	17.515171	118.38624	45.19036	-1.6841853	2.5958292	18.470737	-13.608264	-99.97442	1.3242486	1.3242486	2884.543404817581
25	674.183	2.9721131	677.5786	669.4057	268.0534	513.8856	693.35956	-604.41425	1000.0	1000.0	99999	101.15619	17.560263	118.55721	48.14202	101.15626	17.56057	120.4469	47.462765	-1.782676	2.5542722	17.34819	-12.558932	-102.03163	1.2630569	1.2630569	3019.7746906280518
26	685.37866	12.239303	696.6547	665.4364	-273.22803	615.4175	693.2802	-734.436	1000.0	1000.0	103999	103.30904	17.105917	119.799324	51.143547	103.30905	17.106424	120.54971	50.838783	-1.822522	2.5572445	18.16258	-15.127517	-104.18999	1.2047163	1.2047163	3154.0356838703156
27	689.5702	1.8732595	691.8165	687.51886	769.2003	34.361294	794.59204	683.60187	1000.0	1000.0	107999	104.97618	17.149645	123.36042	52.763435	104.97611	17.15028	122.27906	52.52191	-1.88614	2.5138185	17.35567	-13.229405	-105.82846	1.1644917	1.1644917	3284.384519338608
28	690.48175	10.533014	704.2502	677.06635	648.15247	100.9424	695.56464	357.64178	1000.0	1000.0	111999	106.52049	17.162725	124.76764	50.589073	106.52055	17.162992	126.8274	50.446877	-1.9510813	2.4755068	16.605719	-13.914696	-107.38042	1.1395291	1.1395291	3414.86728143692
29	691.5044	3.9234154	695.9536	686.7275	729.85394	39.078438	791.74097	693.3618	1000.0	1000.0	115999	107.96855	17.090117	127.50715	51.590477	107.96859	17.090508	130.33495	51.27414	-2.0102386	2.4633422	18.257986	-12.712619	-108.8195	1.0805625	1.0805625	3550.6494097709656
30	684.90643	15.321794	697.60986	658.91486	773.9578	33.70888	793.8061	694.50433	1000.0	1000.0	119999	109.45204	16.826334	129.3522	55.223595	109.45211	16.826551	130.59196	55.011734	-2.0276136	2.4714932	18.469126	-13.6644945	-110.30409	1.0699039	1.0699039	3681.709635257721
31	697.41077	5.3040953	702.0209	688.99	-90.90475	584.015	654.40784	-699.63116	1000.0	1000.0	123999	110.63724	16.674551	128.15234	56.17724	110.63724	16.675037	129.50319	56.72839	-2.096732	2.4255176	20.916943	-12.986073	-111.47067	1.0477195	1.0477195	3814.8332908153534
32	692.7256	10.905241	711.01953	682.6903	695.099	0.7995149	696.98694	693.94037	1000.0	1000.0	127999	111.92121	16.33118	130.78586	57.882042	111.92122	16.331429	132.73466	57.79381	-2.1402776	2.4288976	16.802738	-15.264265	-112.759186	1.0006073	1.0006073	3951.154895544052
33	700.44104	3.9360025	705.54626	694.7879	783.3629	28.301687	794.57043	698.70264	1000.0	1000.0	131999	112.81018	16.52415	127.24318	53.652	112.81015	16.524582	127.01956	54.09262	-2.1968691	2.3765671	16.051565	-15.2760935	-113.621155	0.97977835	0.97977835	4083.331979036331
34	696.11334	11.202831	712.21924	680.611	-26.871326	537.2301	697.81604	-573.7127	1000.0	1000.0	135999	113.65008	16.585072	129.08559	57.79307	113.65014	16.585115	128.6673	57.97704	-2.2176616	2.3680365	24.018623	-13.599781	-114.473015	0.9789716	0.9789716	4215.628146648407
35	690.7423	6.436375	698.56213	684.21136	748.3932	45.152176	793.9055	692.4884	1000.0	1000.0	139999	114.54402	16.31892	130.8888	56.723087	114.54399	16.319412	129.48274	56.67584	-2.2318351	2.3825614	17.957502	-12.943649	-115.36371	0.9844992	0.9844992	4350.691884279251
36	696.1009	4.6175647	703.3389	691.10565	767.94666	31.456703	794.62933	697.8906	1000.0	1000.0	143999	115.47572	15.7992325	130.97984	59.28103	115.47578	15.799432	130.79044	58.232292	-2.2926815	2.3327696	24.138807	-14.722484	-116.27906	0.9425375	0.9425375	4484.437961816788
37	707.26666	3.7636454	710.22174	700.8035	767.94885	31.457481	793.6437	710.29395	1000.0	1000.0	147999	116.04032	15.998179	131.93784	57.640926	116.04039	15.998612	131.69725	56.433533	-2.3135223	2.3298728	17.92739	-12.376287	-116.84299	0.94199306	0.94199306	4615.110950946808
38	697.4631	14.418357	712.99677	676.6283	417.0545	420.8092	793.9412	-335.4369	1000.0	1000.0	151999	116.64267	15.961687	131.8156	58.269516	116.64266	15.961996	131.15308	59.40997	-2.319596	2.3392968	18.510088	-14.031228	-117.44519	0.95530254	0.95530254	4746.000793933868
39	698.95856	13.663392	719.8911	683.12976	529.7161	267.92007	696.46136	-269.40942	1000.0	1000.0	155999	117.28512	15.871781	133.11162	59.009064	117.28517	15.872204	134.05339	58.965916	-2.3748522	2.2819402	18.310635	-14.678909	-118.07223	0.945292	0.945292	4880.474052667618
40	701.06647	11.178471	718.5914	690.05414	784.8752	28.534063	797.0102	699.3508	1000.0	1000.0	159999	117.90478	15.604308	156.77686	59.14462	117.90475	15.604627	155.16135	58.845688	-2.3631852	2.3522453	35.112755	-12.452919	-118.701935	1.1406858	1.1406858	5012.99057674408
41	-345.70312	1044.5167	701.7025	-1392.5901	-1369.0857	7.9250164	-1350.6451	-1383.2957	1000.0	1000.0	163999	119.56742	14.332305	195.5595	60.036083	119.5674	14.334195	193.63014	59.19404	-2.2709563	2.577608	22.338182	-13.264492	-120.50834	2.4982054	2.4982054	5145.5409944057465
42	-1422.3461	53.55883	-1352.3474	-1490.633	-1320.9523	5.924988	-1307.4846	-1326.971	1000.0	1000.0	167999	122.14801	12.157061	169.13487	61.70642	122.14779	12.157574	169.36206	61.60266	-2.3285618	2.39096	19.224838	-13.595449	-123.00343	2.5569234	2.5569234	5281.113510847092
43	-784.3156	405.01572	-167.81966	-1300.4935	82.47425	640.9416	524.1417	-1490.7886	1000.0	1000.0	171999	119.93293	13.0144615	141.26692	63.172108	119.93288	13.014514	140.02019	62.88196	-2.6533592	1.9104556	13.472494	-12.472849	-120.648315	1.5099769	1.5099769	5419.132309436798
44	704.9763	21.12154	728.5592	674.7191	-421.15933	531.1419	678.72406	-742.2658	1000.0	1000.0	175999	117.01198	17.637133	130.8452	54.55005	117.01201	17.63759	131.1121	56.49377	-2.6030173	1.979281	14.425255	-12.782986	-117.73743	1.4358811	1.4358811	5551.030327796936
45	680.20056	16.112707	700.0869	659.9999	258.3731	655.84406	695.11584	-765.9704	1000.0	1000.0	179999	116.24516	20.167456	131.35657	47.983524	116.24512	20.168013	131.78206	44.695934	-2.4453883	2.1725304	22.066324	-14.129874	-117.07428	1.489222	1.489222	5684.633198261261
46	701.97595	10.115943	718.3639	692.1893	400.30682	589.58636	696.8111	-809.5245	1000.0	1000.0	183999	117.03382	19.404743	131.5886	44.89733	117.03378	19.40539	132.30861	45.02675	-2.4001892	2.2304246	15.501587	-12.816787	-117.89221	1.4034836	1.4034836	5819.156063318253
47	711.3349	11.099301	726.97906	700.1783	625.75146	276.31244	798.1778	-80.23312	1000.0	1000.0	187999	117.66379	18.854488	132.3726	48.346035	117.66387	18.855038	131.79039	48.176117	-2.4244404	2.2139251	13.900762	-13.907077	-118.51151	1.2266535	1.2266535	5953.036781787872
48	711.333	10.379633	724.1948	695.8712	575.20935	370.03894	700.41626	-534.90466	1000.0	1000.0	191999	118.32494	18.083668	132.12752	49.576653	118.3249	18.084208	132.5827	50.47769	-2.4408503	2.1846993	18.208202	-20.732521	-119.16083	1.1423972	1.1423972	6085.056468486786
49	712.226	10.05548	729.3559	703.5829	755.9156	41.109936	796.14386	697.77655	1000.0	1000.0	195999	118.64935	18.17406	132.27948	51.033455	118.64936	18.17463	132.31792	51.466103	-2.443238	2.1962616	15.093189	-12.506146	-119.477615	1.103621	1.103621	6217.998460292816
50	715.3427	6.027057	725.43164	710.2751	798.4618	0.8796296	799.79663	797.2084	1000.0	1000.0	199999	119.09982	17.943855	132.489	54.221073	119.09987	17.944376	132.92293	54.428295	-2.4734545	2.1559057	18.0892	-13.893925	-119.91958	1.0664933	1.0664933	6352.238348484039
51	708.37	3.3400025	714.10974	705.77527	329.25946	488.314	700.1603	-472.80444	1000.0	1000.0	203999	119.55647	17.738136	132.65504	53.203594	119.5564	17.738773	132.77408	52.132042	-2.4709558	2.1774967	18.10532	-13.426363	-120.39146	1.0412997	1.0412997	6483.58517408371
52	702.8523	12.965074	718.099	683.5557	374.55804	502.15793	701.1643	-486.88138	1000.0	1000.0	207999	120.01122	17.450264	132.98965	52.62069	120.01128	17.45055	133.39629	52.324036	-2.5092666	2.1319895	16.918106	-12.712141	-120.82461	0.981405	0.981405	6615.70961022377
53	711.82745	10.287575	722.89984	697.86145	695.3952	1.0142012	696.5923	692.75824	1000.0	1000.0	211999	120.41155	17.305855	133.10048	57.421352	120.41166	17.306126	133.03036	56.505302	-2.5210812	2.1281407	17.872673	-13.183699	-121.23323	0.96459645	0.96459645	6749.143141269684
54	704.2905	9.80805	717.41907	691.5485	317.29037	579.604	698.9381	-606.172	1000.0	1000.0	215999	120.66261	17.38568	133.85564	57.87007	120.66257	17.386265	133.66725	58.473957	-2.5389667	2.116422	16.19872	-14.861035	-121.46154	0.9251003	0.9251003	6884.632077932358
55	701.2989	12.182781	713.0227	681.0348	489.39722	452.30768	795.78253	-447.01105	1000.0	1000.0	219999	121.08373	17.117094	133.78897	59.62915	121.08382	17.117584	133.46811	58.02595	-2.531902	2.1393223	27.690659	-12.459246	-121.90292	0.92481935	0.92481935	7025.509244441986
56	706.3705	9.815682	720.97345	695.2745	541.66956	398.93515	699.08453	-650.12146	1000.0	1000.0	223999	121.43745	16.912	133.93703	60.575447	121.43739	16.912418	133.73923	58.97252	-2.541927	2.1328764	16.547272	-13.338449	-122.24568	0.9078792	0.9078792	7168.273660182953
57	716.37036	8.300143	727.1185	704.1833	449.5646	486.35266	700.1841	-583.77136	1000.0	1000.0	227999	121.78697	16.70624	133.89104	61.19093	121.78698	16.706766	133.74565	60.62835	-2.5631366	2.1121082	18.530937	-12.98888	-122.58935	0.89296985	0.89296985	7312.311997890472
58	719.04175	4.021182	725.77356	715.3591	462.2959	401.13242	796.9702	-303.6788	1000.0	1000.0	231999	121.99792	16.770061	134.41687	60.515827	121.99795	16.770542	134.05655	60.444756	-2.5696616	2.0959382	22.42078	-14.230225	-122.79984	0.87069076	0.87069076	7458.93927526474
59	715.56256	4.988864	721.5288	708.28314	390.49237	565.7583	700.1717	-767.4797	1000.0	1000.0	235999	122.26762	16.539381	134.32549	59.151016	122.26761	16.540012	134.06873	60.08734	-2.56324	2.1256793	17.999678	-12.641472	-123.06694	0.8643571	0.8643571	7605.758284568787
60	711.6787	12.970094	731.94147	698.1224	576.5036	369.53668	701.5835	-532.0954	1000.0	1000.0	239999	122.52897	16.423326	134.30647	60.996136	122.52909	16.423655	134.48636	60.293755	-2.5795376	2.1105766	22.760857	-13.809748	-123.32106	0.8494445	0.8494445	7751.806488752365
61	715.6926	1.0826403	717.39703	714.50433	419.53302	552.0347	699.6183	-783.2568	1000.0	1000.0	243999	122.84133	16.209084	134.3567	59.75665	122.84135	16.209583	134.22627	61.910194	-2.6115444	2.066716	22.08281	-12.3459015	-123.627235	0.8306856	0.8306856	7897.637523651123
62	706.0535	14.163017	724.13983	687.9538	710.6076	28.481249	796.0164	699.7946	1000.0	1000.0	247999	122.96787	16.417671	134.47826	60.616573	122.96784	16.41805	134.53468	60.738316	-2.6091301	2.0610244	18.774494	-13.007121	-123.75569	0.8201178	0.8201178	8043.3538382053375
63	715.67267	18.515602	742.93097	691.0937	509.3942	367.56656	699.42737	-305.18417	1000.0	1000.0	251999	123.23198	16.201231	134.64095	61.23113	123.23204	16.201765	134.80136	61.691467	-2.6136837	2.0492964	16.365074	-12.8416	-124.0113	0.8217057	0.8217057	8189.849697113037
64	718.1207	5.7095795	725.1274	709.6944	424.4848	572.0064	799.5335	-539.8097	1000.0	1000.0	255999	123.38236	16.200676	134.95549	62.36303	123.3824	16.201185	134.88213	62.356747	-2.6199908	2.050931	15.650209	-13.37088	-124.16021	0.80680364	0.80680364	8336.120290756226
65	716.0043	3.8059282	719.97894	710.18396	607.2063	277.5481	703.2292	-225.32439	1000.0	1000.0	259999	123.58914	16.205366	135.54517	60.428665	123.5891	16.205576	135.4097	59.88868	-2.629068	2.0623076	21.220081	-14.700531	-124.3696	0.8072137	0.8072137	8482.387142658234
66	720.3567	9.108054	732.5605	706.9524	527.02124	403.22574	701.7299	-625.2632	1000.0	1000.0	263999	123.78909	16.107141	134.92924	61.384796	123.7891	16.107567	136.94217	61.029514	-2.6367528	2.0610793	21.31142	-13.114501	-124.572296	0.7940192	0.7940192	8627.937907457352
67	717.13605	2.9223835	721.74506	714.2605	771.6845	40.22488	798.5944	697.5898	1000.0	1000.0	267999	124.0053	15.821536	135.22478	54.0649	124.00532	15.821916	135.40948	52.10486	-2.6178002	2.0867193	17.700264	-13.14586	-124.78375	0.80146503	0.80146503	8773.313439369202
68	715.2596	3.1370213	719.46136	711.62726	632.4746	208.3478	798.39056	24.588898	1000.0	1000.0	271999	124.27049	15.628611	135.59528	61.97064	124.27046	15.62918	136.24649	61.396854	-2.6365056	2.0717163	19.438251	-12.972455	-125.03608	0.77466655	0.77466655	8918.258580207825
69	717.2658	8.72937	730.7828	706.73505	576.0728	352.71478	701.65845	-481.69125	1000.0	1000.0	275999	124.42602	15.723381	135.95642	59.630344	124.42605	15.72395	135.34473	58.906433	-2.6749346	2.0128393	19.567345	-13.856935	-125.187325	0.77783483	0.77783483	9063.218474626541
70	725.66376	5.5481687	734.8317	720.04736	739.50006	46.763504	797.28455	700.74963	1000.0	1000.0	279999	124.63208	15.6065	135.39877	57.191444	124.63203	15.606862	136.00346	57.392845	-2.653072	2.0529609	17.76183	-12.269701	-125.41226	0.7747524	0.7747524	9207.074649095535
71	722.2507	8.636023	735.27606	711.2801	783.838	27.090042	798.8226	722.3092	1000.0	1000.0	283999	124.86107	15.282581	135.41963	59.50184	124.8611	15.282967	135.59894	59.760464	-2.651726	2.044493	20.583961	-13.114811	-125.62268	0.749306	0.749306	9349.412352323532
72	727.6821	1.6129131	730.27905	725.8534	794.21185	1.0608156	795.7445	792.4794	1000.0	1000.0	287999	124.98543	15.278937	136.17867	60.156742	124.98543	15.2794	135.61064	60.69425	-2.6868894	2.004062	16.013226	-12.640194	-125.74614	0.74281585	0.74281585	9491.34603023529
73	725.9866	10.151939	741.1516	712.541	719.28375	38.47384	796.11743	692.84326	1000.0	1000.0	291999	125.1335	15.33414	135.86519	61.075333	125.13352	15.334567	135.5589	60.624416	-2.689953	2.013213	13.835054	-14.305686	-125.89659	0.75928545	0.75928545	9632.568379163742
74	717.34863	12.027992	737.6992	706.9233	743.51807	40.743008	800.47314	701.735	1000.0	1000.0	295999	125.3808	14.953055	135.50124	59.786423	125.38087	14.953608	137.2229	59.95079	-2.6858456	2.028594	19.636202	-13.812814	-126.14517	0.76596534	0.76596534	9773.797464132309
