Epoch	AverageEpRet	StdEpRet	MaxEpRet	MinEpRet	AverageTestEpRet	StdTestEpRet	MaxTestEpRet	MinTestEpRet	EpLen	TestEpLen	TotalEnvInteracts	AverageQ1Vals	StdQ1Vals	MaxQ1Vals	MinQ1Vals	AverageQ2Vals	StdQ2Vals	MaxQ2Vals	MinQ2Vals	LossPi	LossQ	LossFinal	Time
1	32.797516	2.3695037	35.670982	30.160088	33.301613	16.296103	48.553238	4.176614	1000.0	1000.0	3999	0.08968779	0.19887795	1.2833354	-2.4251876	0.08967443	0.19891378	1.2337923	-2.4444983	-0.1587221	0.011568077	0.011568077	61.47816824913025
2	29.713457	1.1716001	31.072886	27.956268	39.381725	17.0627	50.363823	3.6708336	1000.0	1000.0	7999	0.8127163	0.44757733	4.7632136	-0.01805878	0.8127593	0.44754836	4.8549905	-0.025512807	-0.96338993	0.007650121	0.007650121	142.5066306591034
3	39.47287	7.3404408	48.15415	31.846375	13.460576	17.206936	48.100845	3.6003125	1000.0	1000.0	11999	2.5668201	1.1630152	7.4868097	0.011272088	2.5668244	1.16322	7.504736	0.04331602	-2.8309212	0.024583656	0.024583656	221.42850947380066
4	45.98065	2.3206751	47.908756	42.055176	41.79395	11.433528	56.4255	9.572275	1000.0	1000.0	15999	4.227567	1.1247728	7.7698874	0.77865636	4.227594	1.1249824	7.7308693	0.8565464	-4.373211	0.024665194	0.024665194	305.2151300907135
5	45.244816	2.2770336	47.208355	41.48527	38.044373	13.99221	49.636974	10.433233	1000.0	1000.0	19999	4.541905	0.8368452	8.0780115	1.616952	4.5419264	0.8369155	8.108162	1.6277514	-4.5997505	0.014287228	0.014287228	391.42187905311584
6	34.37943	12.591447	47.974567	19.003315	31.825104	17.16387	47.144238	6.4797583	1000.0	1000.0	23999	4.6516876	0.8319957	8.074594	2.0402148	4.651685	0.83204544	8.13812	1.9624912	-4.7350516	0.00956231	0.00956231	473.7871208190918
7	7.8825517	5.6861005	17.728907	4.420082	23.253714	19.75727	47.72495	4.580246	1000.0	1000.0	27999	4.64156	1.0422271	8.136302	1.7918444	4.641561	1.0421861	8.118895	1.7698264	-4.7037554	0.0078309225	0.0078309225	560.5081629753113
8	37.577362	19.000101	51.812553	4.878112	29.174026	20.758268	49.74881	4.560927	1000.0	1000.0	31999	4.46746	1.3238623	8.007612	1.8036036	4.467473	1.3238188	8.014833	1.8156886	-4.5129185	0.0055771973	0.0055771973	647.7595670223236
9	39.92171	18.21508	53.017532	8.503525	31.914597	20.222334	52.90572	4.545177	1000.0	1000.0	35999	4.435292	1.384072	8.520745	1.8482826	4.4353	1.3840436	8.390466	1.7203944	-4.4775987	0.0044376138	0.0044376138	731.8060762882233
10	45.085022	17.5056	64.89092	16.860907	36.72759	19.937576	58.323338	10.2828665	1000.0	1000.0	39999	4.398145	1.356607	9.23781	1.5751789	4.39814	1.3566015	8.552456	1.695826	-4.4411044	0.00457597	0.00457597	820.3662731647491
